arm,opponent,seed,seat,done,decisions,self_cash,opp_cash,margin,points,error,order_cap_violations,b1_sha256,opponent_sha256,entry,opponent_entry,seconds,max_callback_seconds,replay_sha256,replay_path,response_eligible,response_changes,response_evaluations,response_predicted_gain
B1,order_book,402609241,0,True,719,114633.0,114458.0,175.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,7.877,"[0.11275081299993417, 0.8581441930000437]",f19d64c958838ee37dfae88b55ba8f62066ac44cd933a7a345630bd152a65d47,development_replays/B1__order_book__402609241__seat0.json.gz,0,0,0,0.0
B1,order_book,402609241,1,True,719,114633.0,114458.0,175.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,3.759,"[0.06475209400002768, 0.3325885609999659]",cdda1bc76009e6a001355df6d9b85e99e99a198248eff2fa2cfe150d645782a5,development_replays/B1__order_book__402609241__seat1.json.gz,0,0,0,0.0
B1,order_book,402609242,0,True,719,105729.0,105187.0,542.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,3.827,"[0.3264997889999677, 0.08892519200003335]",90adf55a8021a8fa9abd0775fd4298788e0424b855fbac67bd3846195aaaa31d,development_replays/B1__order_book__402609242__seat0.json.gz,0,0,0,0.0
B1,order_book,402609242,1,True,719,105729.0,105187.0,542.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,4.098,"[0.08431916200004252, 0.34205724100002044]",114d98d92722dc5bd36ea6b512ace6c3c180f55cc6256ab9797abccf1f021f92,development_replays/B1__order_book__402609242__seat1.json.gz,0,0,0,0.0
B1,order_book,402609243,0,True,719,85640.0,85630.0,10.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,3.093,"[0.06466028299996651, 0.34804017600004045]",91c277b31b5605690d1d750634319e2d949ec89de9e73c225d6065acbd42f074,development_replays/B1__order_book__402609243__seat0.json.gz,0,0,0,0.0
B1,order_book,402609243,1,True,719,85640.0,85630.0,10.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,3.07,"[0.30308615100000225, 0.0939389839999194]",c6f5ce160b29da0e12d8346bc71cb5f78f28b90b80bfb41c7fe5b06f69c8e8a1,development_replays/B1__order_book__402609243__seat1.json.gz,0,0,0,0.0
B1,order_book,402609244,0,True,719,74123.0,73955.0,168.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,3.254,"[0.22175333199993474, 0.3803768159999663]",a3b761e8807565e030ed2228856d088dfcfb972383fc4ada04cb9f346ce0bf70,development_replays/B1__order_book__402609244__seat0.json.gz,0,0,0,0.0
B1,order_book,402609244,1,True,719,74123.0,73955.0,168.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,3.309,"[0.06302277400004641, 0.04755892599996514]",a52f594d1e48cb8ce7936ee1f86465e9e08d32ed09213f5429954d72cc27e110,development_replays/B1__order_book__402609244__seat1.json.gz,0,0,0,0.0
B1,v57,402609241,0,True,719,117912.0,121848.0,-3936.0,0.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,opening_liquidity_agent,v57_agent,3.437,"[0.31130038500009505, 0.0872276889999739]",2763fddc854faa93261d955410aed26a6ac3691fb6a98b2f8723e01d3bd5f662,development_replays/B1__v57__402609241__seat0.json.gz,0,0,0,0.0
B1,v57,402609241,1,True,719,117912.0,121848.0,-3936.0,0.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,opening_liquidity_agent,v57_agent,3.481,"[0.03348142100003315, 0.32829608700001245]",46b612210f440fe745f1f8610a51114bc1ea36d2e0a077ae53867a2e27d94df6,development_replays/B1__v57__402609241__seat1.json.gz,0,0,0,0.0
B1,v57,402609242,0,True,719,105937.0,105425.0,512.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,opening_liquidity_agent,v57_agent,3.878,"[0.29612213300003987, 0.09387858000002325]",d770716e143898adb3bef531feb75aa307e45639ba0b20a4e04a86ae31b6ede8,development_replays/B1__v57__402609242__seat0.json.gz,0,0,0,0.0
B1,v57,402609242,1,True,719,105937.0,105425.0,512.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,opening_liquidity_agent,v57_agent,3.828,"[0.09264652899992143, 0.38401012099996024]",0278147690286217444ae9e3173a6a09d02292a1538f79a23af4a93867bcff9e,development_replays/B1__v57__402609242__seat1.json.gz,0,0,0,0.0
B1,v57,402609243,0,True,719,85674.0,85581.0,93.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,opening_liquidity_agent,v57_agent,3.299,"[0.2778526789999205, 0.07758292999994865]",9da71cf5d102ab06241b687775293d5c2c8f020c1c9060d4f1542c7da866fdc1,development_replays/B1__v57__402609243__seat0.json.gz,0,0,0,0.0
B1,v57,402609243,1,True,719,85674.0,85581.0,93.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,opening_liquidity_agent,v57_agent,3.277,"[0.12984130500001356, 0.24157273000002988]",a4dc2f2113ec916a5e201a8b6bb086c27d554c45186980789bdf9bd942cd9375,development_replays/B1__v57__402609243__seat1.json.gz,0,0,0,0.0
B1,v57,402609244,0,True,719,74444.0,72907.0,1537.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,opening_liquidity_agent,v57_agent,4.732,"[0.11981039600004806, 0.034860213999991174]",d791d09a16600e99b242af58d2aea386b85cae2c6ff96de5f4d8b972f2e49545,development_replays/B1__v57__402609244__seat0.json.gz,0,0,0,0.0
B1,v57,402609244,1,True,719,74444.0,72907.0,1537.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,2ee689fdc58f38b7bf6b80b8d3f48129d19b47201dbee51fdcbd977498a5106f,opening_liquidity_agent,v57_agent,6.807,"[0.03972302399995442, 0.11901680200003284]",4d191147340bb23efd907af2064106f25cb1d80799b6b3050a050134d92a480b,development_replays/B1__v57__402609244__seat1.json.gz,0,0,0,0.0
wool_gate_open,B1,402609241,0,True,719,114266.0,114221.0,45.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,opening_liquidity_agent,opening_liquidity_agent,3.753,"[0.2925431880000815, 0.05309463800006142]",ba5fd261f8d19922af6d19101bca4abc464369f7ea650ddd87a73819fa2ddb45,development_replays/wool_gate_open__B1__402609241__seat0.json.gz,0,0,0,0.0
wool_gate_open,B1,402609241,1,True,719,114266.0,114221.0,45.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,opening_liquidity_agent,opening_liquidity_agent,3.925,"[0.05111905499995828, 0.24973344299996825]",1abd49fca0e1e721746b340e199679adcb9c350847bab313aeafb07cbb2559ef,development_replays/wool_gate_open__B1__402609241__seat1.json.gz,0,0,0,0.0
wool_gate_open,B1,402609242,0,True,719,105772.0,105686.0,86.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,opening_liquidity_agent,opening_liquidity_agent,4.213,"[0.32762776399999893, 0.0481783440000072]",8aaec98b0b45d10a89220a800c64af6b7e276abd27392155a2ac51863a8e9f8c,development_replays/wool_gate_open__B1__402609242__seat0.json.gz,0,0,0,0.0
wool_gate_open,B1,402609242,1,True,719,105772.0,105686.0,86.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,opening_liquidity_agent,opening_liquidity_agent,8.773,"[0.1406443619999891, 0.181252666999967]",3295f6f67b5c444569d8203e68892c2350de62c01e0b87d75593032dc80d0ccf,development_replays/wool_gate_open__B1__402609242__seat1.json.gz,0,0,0,0.0
wool_gate_open,B1,402609243,0,True,719,85229.0,85556.0,-327.0,0.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,opening_liquidity_agent,opening_liquidity_agent,3.104,"[0.29746833900003367, 0.05908823799995844]",509414fc0c7333bbc00eeac01d88189787e92d3aa75c08de4ae7b057a5061d76,development_replays/wool_gate_open__B1__402609243__seat0.json.gz,0,0,0,0.0
wool_gate_open,B1,402609243,1,True,719,85229.0,85556.0,-327.0,0.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,opening_liquidity_agent,opening_liquidity_agent,3.568,"[0.06540178199998081, 0.3106522059999861]",57c425e54a672919b2e6a38528ab43b9fc4c908ca316260a398f7707672d4b92,development_replays/wool_gate_open__B1__402609243__seat1.json.gz,0,0,0,0.0
wool_gate_open,B1,402609244,0,True,719,72898.0,73293.0,-395.0,0.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,opening_liquidity_agent,opening_liquidity_agent,8.754,"[0.1661808620000329, 0.666580907000025]",2c57511ad2f9dce2959541d5f081f0b7087350c2ae6426492b91491aba542ddb,development_replays/wool_gate_open__B1__402609244__seat0.json.gz,0,0,0,0.0
wool_gate_open,B1,402609244,1,True,719,72898.0,73293.0,-395.0,0.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,opening_liquidity_agent,opening_liquidity_agent,3.756,"[0.06804940600000009, 0.4391454660000136]",8be8b074d3d8bb62a0eff4272c4f333ca56f46391bf524598d38ab1dc027f646,development_replays/wool_gate_open__B1__402609244__seat1.json.gz,0,0,0,0.0
wool_gate_open,metav4,402609241,0,True,719,117602.0,121236.0,-3634.0,0.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,opening_liquidity_agent,agent,3.028,"[0.06485010199992303, 0.05437345400002869]",ecef378a827fddde4c8cb81b19307e1bf3b861df1aa8dca841909e8aaf215097,development_replays/wool_gate_open__metav4__402609241__seat0.json.gz,0,0,0,0.0
wool_gate_open,metav4,402609241,1,True,719,117602.0,121236.0,-3634.0,0.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,opening_liquidity_agent,agent,3.012,"[0.05533016899994436, 0.33261427500008267]",d0f872d262396052b1fb43c3194ac14cbeedca78bdabce47d62c1c4db2975aee,development_replays/wool_gate_open__metav4__402609241__seat1.json.gz,0,0,0,0.0
wool_gate_open,metav4,402609242,0,True,719,105688.0,104457.0,1231.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,opening_liquidity_agent,agent,3.664,"[0.361726679999947, 0.06250985299993772]",9340af53ab1bb7d02375cd88d7b85206ed51b8e91abe9b1369b1c3c94b1e578f,development_replays/wool_gate_open__metav4__402609242__seat0.json.gz,0,0,0,0.0
wool_gate_open,metav4,402609242,1,True,719,105688.0,104457.0,1231.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,opening_liquidity_agent,agent,3.706,"[0.31269175400007043, 0.08550258900004337]",8ea76c8ad1efaece0bd734a9d01b64448de7f15b7a72b6654bf05c5378c1ff6a,development_replays/wool_gate_open__metav4__402609242__seat1.json.gz,0,0,0,0.0
wool_gate_open,metav4,402609243,0,True,719,85491.0,85100.0,391.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,opening_liquidity_agent,agent,7.089,"[0.8019240479999326, 0.24140568199993595]",eebdac3e149a58c22ac50b49a260006b072bdb28b9319242ef455ae820960d81,development_replays/wool_gate_open__metav4__402609243__seat0.json.gz,0,0,0,0.0
wool_gate_open,metav4,402609243,1,True,719,85491.0,85100.0,391.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,opening_liquidity_agent,agent,2.895,"[0.07237909499997386, 0.2748698230000173]",be305529a8a5017f73c9a000ad661a84ea12e34189c05755a4187597c5fe3936,development_replays/wool_gate_open__metav4__402609243__seat1.json.gz,0,0,0,0.0
wool_gate_open,metav4,402609244,0,True,719,73261.0,72411.0,850.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,opening_liquidity_agent,agent,7.0,"[0.18071412299991607, 0.16553921100000935]",0d23c90184c16d8eb3ecdc1c2b1cd6a8b935b4b0ab423cfd9aba57891acf986d,development_replays/wool_gate_open__metav4__402609244__seat0.json.gz,0,0,0,0.0
wool_gate_open,metav4,402609244,1,True,719,73261.0,72411.0,850.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,9d63494603f88219857a3101d7dc19cc750ded04e5886732ee428580326967d9,opening_liquidity_agent,agent,3.422,"[0.0851291129999936, 0.2882276880000063]",d796e689bfbf2907cabbdd6371436c61da4200531762cf5bf65003f896f7a899,development_replays/wool_gate_open__metav4__402609244__seat1.json.gz,0,0,0,0.0
wool_gate_open,order_book,402609241,0,True,719,114273.0,113850.0,423.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,3.309,"[0.26658882399999584, 0.07571270899995852]",c68dad75be2e4d8c76e10cf735d3b52cc76b41b91377c054c456bdad616ba1d4,development_replays/wool_gate_open__order_book__402609241__seat0.json.gz,0,0,0,0.0
wool_gate_open,order_book,402609241,1,True,719,114273.0,113850.0,423.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,3.558,"[0.05632949199991799, 0.2083295120000912]",f95a68e24583958646427fbcd2ed27a638fcdbc08e7a93332d29414990f391e4,development_replays/wool_gate_open__order_book__402609241__seat1.json.gz,0,0,0,0.0
wool_gate_open,order_book,402609242,0,True,719,105885.0,105252.0,633.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,7.791,"[0.7274045400000659, 0.12435596600005283]",2e76d4159292188653dea89b0faa01f827b780ea91d8b7da35ddb48d9b24bfeb,development_replays/wool_gate_open__order_book__402609242__seat0.json.gz,0,0,0,0.0
wool_gate_open,order_book,402609242,1,True,719,105885.0,105252.0,633.0,1.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,4.369,"[0.10107602000005045, 0.37257252699998844]",8b73c8fdc0f926d9f8b6a66d2ee313e465af4f5c27f261c5e572408f5fbd2f7c,development_replays/wool_gate_open__order_book__402609242__seat1.json.gz,0,0,0,0.0
wool_gate_open,order_book,402609243,0,True,719,85233.0,85550.0,-317.0,0.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,6.387,"[0.6652108020000469, 0.11045014199999059]",4b50d45bb3795227ea6b0e390da67674c5b5ea75ad37c5e2ff00898623116638,development_replays/wool_gate_open__order_book__402609243__seat0.json.gz,0,0,0,0.0
wool_gate_open,order_book,402609243,1,True,719,85233.0,85550.0,-317.0,0.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,3.343,"[0.0894489260000455, 0.29397032500003206]",cc364c1b1a486dd496dd7bacfe5524b0c1fbf2770bcbbb827789fddf7a41c333,development_replays/wool_gate_open__order_book__402609243__seat1.json.gz,0,0,0,0.0
wool_gate_open,order_book,402609244,0,True,719,72902.0,73129.0,-227.0,0.0,,0,b6553c296c556aff5b5e2d12b75618e505fa4d852afb5338414ac6d6e039cb02,a16e0e9b40c489972630a0b9d04f30e9c1cab03159fa78676db74277d84d82ab,opening_liquidity_agent,_cxd_agent,3.436,"[0.2687103659999366, 0.2761617190000152]",af5a33f80be88ce0fd49cfe50f1ca2cd71a6cd8c626d5105e40b10664f18bdc9,development_replays/wool_gate_open__order_book__402609244__seat0.json.gz,0,0,0,0.0
