episode_id,record_step,item,own_executed,rival_executed,inventory_increments,rival_lower_bound,tight_lower_bound,next_quote,pre_town_quote
112701496,400,WOOL,6,6,8,2,2,1,1
112701496,409,MILK,2,2,0,0,0,1,1
112701496,419,WOOL,6,6,12,6,6,1,1
112701496,433,MILK,6,6,0,0,0,3,1
112701496,448,MILK,2,2,2,0,1,1,1
112701496,457,MILK,4,4,0,0,0,1,1
112701496,470,MILK,2,2,0,0,0,1,1
112701496,481,MILK,1,1,0,0,0,3,1
112701496,498,MILK,3,3,2,0,1,1,1
112701496,499,MILK,2,2,0,0,0,1,1
112701496,505,MILK,2,2,0,0,0,1,1
112701496,520,MILK,2,2,0,0,0,1,1
112701496,530,MILK,6,6,2,0,1,1,1
112701496,538,MILK,2,2,0,0,0,1,1
112701496,560,MILK,4,4,0,0,0,1,1
112701496,579,MILK,6,6,2,0,1,1,1
112701496,597,WOOL,6,6,6,0,0,11,1
112701496,603,WOOL,4,4,6,2,2,1,1
112701496,606,MILK,1,1,0,0,0,1,1
112701496,613,MILK,5,5,0,0,0,1,1
112701496,633,MILK,6,6,2,0,1,1,1
112701496,654,MILK,6,6,0,0,0,1,1
112701496,666,MILK,1,1,0,0,0,1,1
112701496,670,MILK,1,1,0,0,0,1,1
112701496,673,WOOL,9,9,14,5,5,11,1
112701496,674,MILK,2,2,2,0,1,1,1
112701496,693,MILK,6,6,0,0,0,1,1
112701496,718,MILK,8,8,0,0,0,1,1
112701506,310,WOOL,0,12,8,8,8,1,1
112701506,312,WOOL,0,4,0,0,0,1,1
112701506,343,WOOL,6,0,2,0,0,1,1
112701506,344,WOOL,3,0,0,0,0,1,1
112701506,360,WOOL,3,0,0,0,0,1,1
112701506,382,WOOL,0,8,1,1,1,1,1
112701506,385,WOOL,0,8,0,0,0,5,1
112701506,390,WOOL,6,0,1,0,0,1,1
112701506,400,WOOL,5,0,0,0,0,1,1
112701506,443,WOOL,2,0,2,0,0,1,1
112701506,448,WOOL,1,0,0,0,0,1,1
112701506,454,WOOL,0,12,0,0,0,1,1
112701506,457,WOOL,0,4,0,0,0,5,1
112701506,470,WOOL,1,0,1,0,0,1,1
112701506,503,WOOL,3,0,1,0,0,1,1
112701506,520,WOOL,0,8,5,5,5,1,1
112701506,525,WOOL,0,8,2,2,2,11,1
112701506,529,MELON,0,12,12,12,12,4,1
112702653,343,WOOL,6,0,6,0,0,1,1
112702653,344,WOOL,3,5,0,0,0,1,1
112702653,345,WOOL,0,6,0,0,0,1,1
112702653,360,WOOL,3,0,0,0,0,1,1
112702653,362,WOOL,0,1,1,1,1,1,1
112702653,365,WOOL,0,4,0,0,0,1,1
112702653,366,WOOL,0,2,0,0,0,1,1
112702653,367,WOOL,0,2,0,0,0,1,1
112702653,368,WOOL,0,4,0,0,0,1,1
112702653,370,WOOL,0,6,0,0,0,1,1
112702653,386,WOOL,0,4,1,1,1,1,1
112702653,390,WOOL,5,0,0,0,0,1,1
112702653,400,WOOL,6,0,0,0,0,1,1
112702653,407,WOOL,0,14,0,0,0,1,1
112702653,409,WOOL,0,4,0,0,0,5,1
112702653,419,WOOL,0,6,1,1,1,1,1
112702653,433,WOOL,0,8,0,0,0,5,1
112702653,435,WOOL,2,4,2,0,1,1,1
112702653,448,WOOL,2,0,0,0,0,1,1
112702653,457,WOOL,0,16,0,0,0,1,1
112702653,470,WOOL,1,0,0,0,0,1,1
112702653,481,WOOL,0,12,0,0,0,5,1
112702653,503,WOOL,1,0,1,0,0,1,1
112702653,505,WOOL,0,12,0,0,0,5,1
112702653,516,WOOL,4,0,1,0,0,1,1
112702653,529,WOOL,0,12,0,0,0,5,1
112702653,538,WOOL,3,0,1,0,0,1,1
112702653,553,WOOL,0,20,0,0,0,5,1
112702653,567,WOOL,2,0,1,0,0,1,1
112702653,577,WOOL,0,8,0,0,0,5,1
112702653,578,WOOL,2,0,1,0,0,1,1
112702653,587,WOOL,0,9,0,0,0,1,1
112702653,596,WOOL,2,0,0,0,0,1,1
112702653,598,WOOL,2,0,0,0,0,1,1
112702653,600,WOOL,1,0,0,0,0,1,1
112702653,601,WOOL,0,11,0,0,0,5,1
112702653,619,WOOL,0,9,1,1,1,1,1
112702653,625,WOOL,3,3,0,0,0,5,1
112702653,643,WOOL,0,12,1,1,1,1,1
112702653,650,WOOL,4,0,1,0,0,1,1
112702653,652,WOOL,0,4,0,0,0,1,1
112702653,660,WOOL,0,11,0,0,0,1,1
112702653,674,WOOL,2,5,1,0,0,1,1
112702653,689,WOOL,0,12,0,0,0,1,1
112702653,695,WOOL,3,0,0,0,0,1,1
112702653,711,WOOL,1,0,1,0,0,1,1
112702653,712,WOOL,0,12,0,0,0,1,1
112702653,719,WOOL,1,0,0,0,0,1,1
112703812,433,MILK,9,9,16,7,7,7,1
112703812,452,MILK,0,6,5,5,5,1,1
112703812,457,MILK,9,9,2,0,0,7,1
112703812,505,MILK,2,2,4,2,2,9,1
112703812,530,MILK,7,7,14,7,7,1,1
112703812,556,STRAWBERRY,0,4,4,4,4,1,1
112703812,558,STRAWBERRY,4,4,4,0,1,1,1
112703812,559,STRAWBERRY,0,1,0,0,0,1,1
112703812,567,STRAWBERRY,4,4,5,1,1,1,1
112703812,577,STRAWBERRY,10,0,6,0,0,11,1
112703812,579,STRAWBERRY,12,0,5,0,0,1,1
112703812,592,STRAWBERRY,0,6,2,2,2,1,1
112703812,593,STRAWBERRY,0,4,0,0,0,9,1
112703812,619,MILK,0,9,7,7,7,1,1
112703812,620,MILK,0,2,0,0,0,1,1
112703812,628,STRAWBERRY,21,0,16,0,0,1,1
112703812,668,MILK,10,0,10,0,0,1,1
112703812,669,MILK,2,3,0,0,0,7,1
112703812,677,MILK,0,5,1,1,1,7,1
112703812,684,STRAWBERRY,17,0,17,0,0,1,1
112703812,684,MILK,6,0,4,0,0,1,1
112703812,688,MILK,0,8,3,3,3,1,1
112703812,718,MILK,12,12,24,12,12,1,1
112704959,344,WOOL,3,3,6,3,3,1,1
112704959,360,WOOL,3,3,0,0,0,1,1
112704959,400,WOOL,6,6,12,6,6,1,1
112704959,505,MILK,2,2,4,2,2,7,1
112704959,518,MILK,0,7,5,5,5,1,1
112704959,529,STRAWBERRY,13,13,26,13,13,9,1
112704959,530,MILK,7,7,8,1,1,1,1
112704959,534,MILK,0,2,1,1,1,1,1
112704959,538,MILK,2,0,2,0,0,1,1
112704959,545,STRAWBERRY,0,3,2,2,2,7,1
112704959,546,STRAWBERRY,3,0,3,0,0,1,1
112704959,553,STRAWBERRY,4,3,2,0,0,9,1
112704959,554,STRAWBERRY,8,8,4,0,0,1,1
112704959,555,STRAWBERRY,0,1,0,0,0,1,1
112704959,556,MILK,13,0,5,0,0,1,1
112704959,558,STRAWBERRY,4,4,4,0,1,1,1
112704959,558,MILK,0,6,2,2,2,1,1
112704959,559,STRAWBERRY,0,1,0,0,0,1,1
112704959,562,MILK,0,6,2,2,2,1,1
112704959,567,STRAWBERRY,4,4,6,2,2,1,1
112704959,577,STRAWBERRY,10,0,5,0,0,9,1
112704959,578,STRAWBERRY,12,0,4,0,0,1,1
112704959,582,STRAWBERRY,0,10,3,3,3,1,1
112704959,586,STRAWBERRY,0,11,3,3,3,1,1
112704959,608,MILK,7,0,2,0,0,1,1
112704959,610,MILK,0,3,2,2,2,1,1
112704959,611,STRAWBERRY,0,7,6,6,6,1,1
112704959,614,MILK,0,11,2,2,2,1,1
112704959,631,MILK,0,2,1,1,1,1,1
112704959,634,MILK,0,2,2,2,2,1,1
112704959,644,STRAWBERRY,21,0,21,0,0,1,1
112704959,648,STRAWBERRY,0,13,3,3,3,1,1
112704959,669,MILK,0,2,1,1,1,5,1
112704959,670,MILK,2,0,2,0,0,1,1
112704959,673,STRAWBERRY,0,3,2,2,2,9,1
112704959,674,MILK,7,8,3,0,0,1,1
112704959,692,STRAWBERRY,20,0,16,0,0,1,1
112704959,696,STRAWBERRY,0,16,3,3,3,1,1
112704959,696,MILK,0,6,3,3,3,1,1
112704959,718,MILK,12,12,14,2,2,1,1
112706103,344,WOOL,3,3,6,3,3,1,1
112706103,358,WOOL,0,3,0,0,0,1,1
112706103,360,WOOL,3,0,0,0,0,1,1
112706103,385,WOOL,0,11,1,1,1,5,1
112706103,390,WOOL,11,0,1,0,0,1,1
112706103,400,WOOL,6,6,0,0,0,1,1
112706103,433,MILK,9,9,16,7,7,7,1
112706103,434,WOOL,0,2,2,2,2,1,1
112706103,443,WOOL,2,0,0,0,0,1,1
112706103,448,MILK,6,6,10,4,4,1,1
112706103,448,WOOL,2,2,0,0,0,1,1
112706103,457,MILK,9,9,4,0,1,5,1
112706103,458,WOOL,0,2,1,1,1,1,1
112706103,470,WOOL,1,0,0,0,0,1,1
112706103,474,WOOL,1,0,0,0,0,1,1
112706103,482,WOOL,0,1,1,1,1,1,1
112706103,503,WOOL,1,0,0,0,0,1,1
112706103,506,WOOL,0,4,1,1,1,1,1
112706103,516,WOOL,4,0,0,0,0,1,1
112706103,529,STRAWBERRY,0,12,8,8,8,9,1
112706103,530,MILK,0,7,6,6,6,1,1
112706103,530,WOOL,0,2,1,1,1,1,1
112706103,532,MILK,1,0,0,0,0,1,1
112706103,533,MILK,2,0,0,0,0,5,1
112706103,534,MILK,0,3,2,2,2,1,1
112706103,538,WOOL,3,1,0,0,0,1,1
112706103,542,STRAWBERRY,14,0,13,0,0,1,1
112706103,543,STRAWBERRY,4,4,0,0,0,1,1
112706103,544,STRAWBERRY,1,1,0,0,0,1,1
112706103,546,STRAWBERRY,3,3,4,1,1,1,1
112706103,553,STRAWBERRY,4,4,2,0,0,9,1
112706103,554,STRAWBERRY,8,8,4,0,0,1,1
112706103,554,WOOL,0,4,1,1,1,1,1
112706103,555,STRAWBERRY,0,1,0,0,0,1,1
112706103,558,STRAWBERRY,4,4,4,0,1,1,1
112706103,567,STRAWBERRY,4,4,6,2,2,1,1
112706103,569,WOOL,4,0,0,0,0,1,1
112706103,577,WOOL,1,2,0,0,0,5,1
112706103,578,STRAWBERRY,0,22,10,10,10,1,1
112706103,578,WOOL,1,0,1,0,0,1,1
112706103,584,STRAWBERRY,10,0,4,0,0,1,1
112706103,594,WOOL,5,4,0,0,0,1,1
112706103,595,WOOL,0,1,0,0,0,1,1
112706103,601,STRAWBERRY,0,6,4,4,4,11,1
112706103,602,WOOL,0,3,1,1,1,1,1
112706103,604,STRAWBERRY,5,0,4,0,0,1,1
112706103,604,WOOL,3,0,0,0,0,1,1
112706103,606,STRAWBERRY,0,4,4,4,4,1,1
112706103,625,WOOL,3,3,0,0,0,5,1
112706103,648,STRAWBERRY,0,12,8,8,8,1,1
112706103,650,WOOL,4,4,2,0,0,1,1
112706103,674,WOOL,3,3,1,0,0,1,1
112706103,696,STRAWBERRY,0,16,15,15,15,1,1
112706103,698,WOOL,3,3,2,0,1,1,1
112706103,711,WOOL,1,1,0,0,0,1,1
112706103,719,WOOL,1,1,0,0,0,1,1
112707248,503,STRAWBERRY,6,4,4,0,1,1,1
112707248,507,STRAWBERRY,0,6,2,2,2,1,1
112707248,508,STRAWBERRY,4,0,0,0,0,1,1
112707248,518,STRAWBERRY,8,8,6,0,0,1,1
112707248,524,STRAWBERRY,16,16,2,0,0,1,1
112707248,529,STRAWBERRY,0,13,2,2,2,7,1
112707248,542,STRAWBERRY,14,0,8,0,0,1,1
112707248,543,STRAWBERRY,4,3,0,0,0,1,1
112707248,544,STRAWBERRY,4,4,0,0,0,1,1
112707248,554,STRAWBERRY,11,0,7,0,0,1,1
112707248,558,STRAWBERRY,0,8,2,2,2,1,1
112707248,559,STRAWBERRY,4,0,0,0,0,1,1
112707248,563,STRAWBERRY,0,9,2,2,2,1,1
112707248,567,STRAWBERRY,4,4,2,0,0,1,1
112707248,577,STRAWBERRY,10,0,4,0,0,9,1
112707248,578,STRAWBERRY,12,0,4,0,0,1,1
112707248,582,STRAWBERRY,0,10,3,3,3,1,1
112707248,586,STRAWBERRY,0,11,3,3,3,1,1
112707248,611,STRAWBERRY,0,7,7,7,7,1,1
112707248,648,STRAWBERRY,0,14,4,4,4,1,1
112707248,669,STRAWBERRY,6,6,12,6,6,5,1
112707248,673,STRAWBERRY,0,3,2,2,2,9,1
112707248,694,STRAWBERRY,20,0,19,0,0,1,1
112707248,696,STRAWBERRY,0,17,0,0,0,1,1
112707248,718,MILK,15,15,30,15,15,1,1
112708388,344,WOOL,3,3,6,3,3,1,1
112708388,356,WOOL,3,3,0,0,0,1,1
112708388,386,WOOL,11,11,2,0,0,1,1
112708388,400,WOOL,6,6,0,0,0,1,1
112708388,419,WOOL,2,2,2,0,1,1,1
112708388,448,WOOL,2,2,0,0,0,1,1
112708388,470,WOOL,1,1,2,1,1,1,1
112708388,474,WOOL,1,1,0,0,0,1,1
112708388,503,WOOL,1,1,0,0,0,1,1
112708388,514,WOOL,4,0,1,0,0,1,1
112708388,516,WOOL,0,4,0,0,0,1,1
112708388,536,WOOL,2,0,1,0,0,1,1
112708388,537,WOOL,1,0,0,0,0,1,1
112708388,538,WOOL,0,3,0,0,0,1,1
112708388,558,STRAWBERRY,4,4,6,2,2,1,1
112708388,566,WOOL,4,0,1,0,0,1,1
112708388,567,STRAWBERRY,4,4,6,2,2,1,1
112708388,568,WOOL,0,4,0,0,0,1,1
112708388,577,STRAWBERRY,10,0,5,0,0,9,1
112708388,577,WOOL,0,1,0,0,0,18,1
112708388,578,WOOL,2,1,3,1,1,1,1
112708388,581,MILK,0,8,3,3,3,5,1
112708388,583,STRAWBERRY,0,10,7,7,7,1,1
112708388,588,STRAWBERRY,9,9,4,0,1,1,1
112708388,589,STRAWBERRY,1,1,0,0,0,5,1
112708388,590,STRAWBERRY,1,1,2,1,1,1,1
112708388,599,WOOL,0,1,1,1,1,1,1
112708388,601,STRAWBERRY,0,4,4,4,4,9,1
112708388,604,STRAWBERRY,4,0,3,0,0,1,1
112708388,628,STRAWBERRY,21,0,11,0,0,1,1
112708388,646,STRAWBERRY,0,21,15,15,15,1,1
112708388,684,STRAWBERRY,0,20,17,17,17,1,1
112708388,688,STRAWBERRY,20,0,3,0,0,1,1
112708388,718,MILK,11,11,14,3,3,1,1
112709526,344,WOOL,3,3,6,3,3,1,1
112709526,360,WOOL,3,3,0,0,0,1,1
112709526,388,WOOL,11,0,2,0,0,1,1
112709526,390,WOOL,0,11,0,0,0,1,1
112709526,400,WOOL,6,6,0,0,0,1,1
112709526,430,WOOL,2,0,1,0,0,1,1
112709526,433,MILK,9,9,16,7,7,9,1
112709526,437,WOOL,0,2,1,1,1,1,1
112709526,448,WOOL,2,2,0,0,0,1,1
112709526,470,WOOL,1,1,2,1,1,1,1
112709526,474,WOOL,1,1,0,0,0,1,1
112709526,497,WOOL,0,1,0,0,0,1,1
112709526,503,WOOL,1,0,0,0,0,1,1
112709526,508,WOOL,4,0,1,0,0,1,1
112709526,514,WOOL,0,4,0,0,0,1,1
112709526,535,WOOL,0,2,1,1,1,1,1
112709526,538,WOOL,3,1,0,0,0,1,1
112709526,561,WOOL,4,0,1,0,0,1,1
112709526,567,WOOL,0,4,0,0,0,1,1
112709526,578,WOOL,2,2,1,0,0,1,1
112709526,593,WOOL,0,5,0,0,0,1,1
112709526,596,WOOL,2,0,0,0,0,1,1
112709526,598,WOOL,2,0,0,0,0,1,1
112709526,601,WOOL,0,1,0,0,0,5,1
112709526,603,WOOL,2,0,1,0,0,1,1
112709526,625,WOOL,3,3,0,0,0,5,1
112709526,650,WOOL,4,4,2,0,0,1,1
112709526,674,WOOL,4,4,1,0,0,1,1
112709526,698,WOOL,3,3,1,0,0,1,1
112709526,711,WOOL,1,1,0,0,0,1,1
112709526,719,WOOL,1,1,0,0,0,1,1
112710679,344,WOOL,3,3,6,3,3,1,1
112710679,360,WOOL,3,3,0,0,0,1,1
112710679,388,WOOL,11,11,2,0,0,1,1
112710679,400,WOOL,6,6,0,0,0,1,1
112710679,429,WOOL,0,2,1,1,1,1,1
112710679,441,WOOL,2,0,1,0,0,1,1
112710679,448,WOOL,2,2,0,0,0,1,1
112710679,470,WOOL,1,1,2,1,1,1,1
112710679,474,WOOL,1,1,0,0,0,1,1
112710679,501,WOOL,1,0,0,0,0,1,1
112710679,503,WOOL,0,1,0,0,0,1,1
112710679,514,WOOL,4,0,1,0,0,1,1
112710679,516,WOOL,0,4,0,0,0,1,1
112710679,536,WOOL,2,0,1,0,0,1,1
112710679,537,WOOL,1,0,0,0,0,1,1
112710679,538,WOOL,0,3,0,0,0,1,1
112710679,554,STRAWBERRY,8,8,16,8,8,1,1
112710679,558,STRAWBERRY,4,4,2,0,0,1,1
112710679,567,STRAWBERRY,4,4,6,2,2,1,1
112710679,567,WOOL,4,4,2,0,1,1,1
112710679,577,STRAWBERRY,10,10,6,0,0,9,1
112710679,578,WOOL,2,2,0,0,0,1,1
112710679,580,STRAWBERRY,12,0,4,0,0,1,1
112710679,588,STRAWBERRY,0,9,6,6,6,1,1
112710679,589,STRAWBERRY,0,1,0,0,0,7,1
112710679,596,WOOL,2,2,0,0,0,1,1
112710679,598,WOOL,2,2,0,0,0,1,1
112710679,601,WOOL,2,0,0,0,0,5,1
112710679,603,WOOL,0,2,1,1,1,1,1
112710679,604,STRAWBERRY,5,5,10,5,5,1,1
