arm,opponent_id,opponent_family,seed,seat,baseline_result,candidate_result,transition,delta_points,delta_self_cash,delta_opp_cash,delta_margin,own_action_changed_decisions,own_field_changed_decisions,own_market_changed_decisions,opponent_action_changed_decisions,full_trajectory_identical
cw1_conditional_wool,order_book,order_book,532609242,1,W,W,W->W,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,order_book,order_book,532609243,0,W,W,W->W,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,order_book,order_book,532609243,1,W,W,W->W,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,order_book,order_book,532609244,0,W,W,W->W,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,order_book,order_book,532609244,1,W,W,W->W,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,v57,public_router,532609241,0,L,L,L->L,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,v57,public_router,532609241,1,L,L,L->L,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,v57,public_router,532609242,0,W,W,W->W,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,v57,public_router,532609242,1,W,W,W->W,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,v57,public_router,532609243,0,L,L,L->L,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,v57,public_router,532609243,1,L,L,L->L,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,v57,public_router,532609244,0,W,W,W->W,0.0,0.0,0.0,0.0,0,0,0,0,True
cw1_conditional_wool,v57,public_router,532609244,1,W,W,W->W,0.0,0.0,0.0,0.0,0,0,0,0,True
wool_gate_open_control,B1,herd_safe,532609241,0,T,W,T->W,0.5,-693.0,-2250.0,1557.0,75,9,69,46,False
wool_gate_open_control,B1,herd_safe,532609241,1,T,W,T->W,0.5,-693.0,-2250.0,1557.0,75,9,69,46,False
wool_gate_open_control,B1,herd_safe,532609242,0,T,W,T->W,0.5,13.0,-336.0,349.0,41,8,34,27,False
wool_gate_open_control,B1,herd_safe,532609242,1,T,W,T->W,0.5,13.0,-336.0,349.0,41,8,34,27,False
wool_gate_open_control,B1,herd_safe,532609243,0,T,L,T->L,-0.5,-505.0,705.0,-1210.0,29,4,25,24,False
wool_gate_open_control,B1,herd_safe,532609243,1,T,L,T->L,-0.5,-505.0,705.0,-1210.0,29,4,25,24,False
wool_gate_open_control,B1,herd_safe,532609244,0,T,W,T->W,0.5,-4.0,-5.0,1.0,20,0,20,4,False
wool_gate_open_control,B1,herd_safe,532609244,1,T,W,T->W,0.5,-4.0,-5.0,1.0,20,0,20,4,False
wool_gate_open_control,metav4,metav4,532609241,0,W,W,W->W,0.0,-611.0,-2237.0,1626.0,73,8,67,37,False
wool_gate_open_control,metav4,metav4,532609241,1,W,W,W->W,0.0,-611.0,-2237.0,1626.0,73,8,67,37,False
wool_gate_open_control,metav4,metav4,532609242,0,W,L,W->L,-1.0,-260.0,-55.0,-205.0,41,8,34,29,False
wool_gate_open_control,metav4,metav4,532609242,1,W,L,W->L,-1.0,-260.0,-55.0,-205.0,41,8,34,29,False
wool_gate_open_control,metav4,metav4,532609243,0,L,L,L->L,0.0,-282.0,255.0,-537.0,36,4,32,26,False
wool_gate_open_control,metav4,metav4,532609243,1,L,L,L->L,0.0,-282.0,255.0,-537.0,36,4,32,26,False
wool_gate_open_control,metav4,metav4,532609244,0,W,W,W->W,0.0,-5.0,-12.0,7.0,14,0,14,0,False
wool_gate_open_control,metav4,metav4,532609244,1,W,W,W->W,0.0,-5.0,-12.0,7.0,14,0,14,0,False
wool_gate_open_control,order_book,order_book,532609241,0,W,W,W->W,0.0,-667.0,-2269.0,1602.0,75,9,69,46,False
wool_gate_open_control,order_book,order_book,532609241,1,W,W,W->W,0.0,-667.0,-2269.0,1602.0,75,9,69,46,False
wool_gate_open_control,order_book,order_book,532609242,0,W,W,W->W,0.0,13.0,-336.0,349.0,41,8,34,27,False
wool_gate_open_control,order_book,order_book,532609242,1,W,W,W->W,0.0,13.0,-336.0,349.0,41,8,34,27,False
wool_gate_open_control,order_book,order_book,532609243,0,W,L,W->L,-1.0,-505.0,705.0,-1210.0,29,4,25,24,False
wool_gate_open_control,order_book,order_book,532609243,1,W,L,W->L,-1.0,-505.0,705.0,-1210.0,29,4,25,24,False
wool_gate_open_control,order_book,order_book,532609244,0,W,W,W->W,0.0,-5.0,-6.0,1.0,20,0,20,4,False
wool_gate_open_control,order_book,order_book,532609244,1,W,W,W->W,0.0,-5.0,-6.0,1.0,20,0,20,4,False
wool_gate_open_control,v57,public_router,532609241,0,L,W,L->W,1.0,-625.0,-2264.0,1639.0,74,9,68,38,False
wool_gate_open_control,v57,public_router,532609241,1,L,W,L->W,1.0,-625.0,-2264.0,1639.0,74,9,68,38,False
wool_gate_open_control,v57,public_router,532609242,0,W,L,W->L,-1.0,-242.0,-33.0,-209.0,41,8,34,27,False
wool_gate_open_control,v57,public_router,532609242,1,W,L,W->L,-1.0,-242.0,-33.0,-209.0,41,8,34,27,False
wool_gate_open_control,v57,public_router,532609243,0,L,L,L->L,0.0,-331.0,303.0,-634.0,36,4,32,26,False
wool_gate_open_control,v57,public_router,532609243,1,L,L,L->L,0.0,-331.0,303.0,-634.0,36,4,32,26,False
wool_gate_open_control,v57,public_router,532609244,0,W,W,W->W,0.0,14.0,-22.0,36.0,15,0,15,0,False
wool_gate_open_control,v57,public_router,532609244,1,W,W,W->W,0.0,14.0,-22.0,36.0,15,0,15,0,False
