episode_id,target_submission,opponent_submission,opponent_rating,result,margin,revenue_delta_WHEAT,qty_effect_WHEAT,price_effect_WHEAT,revenue_delta_FERTILIZER,qty_effect_FERTILIZER,price_effect_FERTILIZER,revenue_delta_WOOL,qty_effect_WOOL,price_effect_WOOL,revenue_delta_MILK,qty_effect_MILK,price_effect_MILK,revenue_delta_STRAWBERRY,qty_effect_STRAWBERRY,price_effect_STRAWBERRY,revenue_delta_TOMATO,qty_effect_TOMATO,price_effect_TOMATO,revenue_delta_CARROT,qty_effect_CARROT,price_effect_CARROT,revenue_delta_EGG,qty_effect_EGG,price_effect_EGG,revenue_delta_MELON,qty_effect_MELON,price_effect_MELON,cost_saving_HIRE,cost_saving_BUY_LAND,cost_saving_BUY_SEED,cost_saving_BUY_PRODUCT,cost_saving_BUY_ANIMAL
110907562,56357320,56365602,1717.3637,loss,-3382.0,-1210,-987.8831566593835,-222.11684334061613,198,0.0,197.99999999999898,-478,1225.7090149593212,-1703.7090149593214,627,326.06455557429587,300.9354444257031,-144,-410.0202563241012,266.0202563240972,0,0.0,0.0,-2160,-2109.7080381739474,-50.29196182605247,-233,-220.39156626506025,-12.608433734939773,0,0.0,0.0,678,0,160,-820,0
110895238,56357320,56325926,1635.1977,win,6773.0,-1376,-2796.9352204491497,1420.935220449152,1495,1009.7586693191865,485.24133068081505,-158,0.0,-157.9999999999992,5126,3864.845542427497,1261.154457572501,567,402.173460989334,164.82653901066715,0,0.0,0.0,28,41.68095238095238,-13.680952380952032,-350,-338.9423076923077,-11.057692307692335,0,0.0,0.0,-822,0,0,2263,0
110891878,56357320,56166250,1594.05,win,3798.0,3514,3453.9061531457387,60.093846854260875,-149,209.7503876164956,-358.75038761649523,46,-69.31700457049104,115.31700457049055,-61,-959.2512076390188,898.2512076390185,773,72.632794124706,700.3672058752954,0,0.0,0.0,578,571.3272543059777,6.672745694022105,-67,-60.90942390942391,-6.090576090575919,0,0.0,0.0,-356,0,0,-480,0
110880139,56357320,56350163,1643.2224,loss,-10124.0,-1751,-1481.0082355419977,-269.99176445800236,449,382.83299595141705,66.1670040485828,-73,2787.3996486605183,-2860.399648660518,-148,2367.2783858998146,-2515.278385899815,617,357.58852413703397,259.41147586296574,0,0.0,0.0,-10488,-11220.857142857141,732.8571428571443,-257,-264.6401098901099,7.640109890109791,0,0.0,0.0,1199,0,460,-132,0
110873211,56357320,56272114,1629.2726,loss,-11969.0,215,320.28039830124106,-105.28039830123994,-1757,-1711.381571016589,-45.618428983410695,16092,18058.416978902103,-1966.4169789021048,-20142,-20618.73214285714,476.7321428571461,-3200,-3202.9243842322076,2.9243842322096896,0,0.0,0.0,21,0.0,21.0,-3682,-3682.0,0.0,0,0.0,0.0,-1343,0,0,2127,-300
110872085,56357320,56283613,1639.5968,loss,-3246.0,392,411.9007381611135,-19.90073816111301,95,-293.60427872450947,388.6042787245085,-2469,0.0,-2469.000000000001,7,0.0,6.999999999999105,-1364,0.0,-1363.9999999999975,-64,0.0,-63.99999999999977,23,0.0,23.000000000000142,-42,-54.54245754245754,12.542457542457548,346,0.0,346.00000000000114,0,0,0,-170,0
110870969,56357320,56197268,1692.6906,loss,-1766.0,-1178,-1214.6872422924155,36.68724229241549,-62,0.0,-62.000000000000874,-363,0.0,-362.99999999999966,-636,0.0,-636.0000000000002,-75,0.0,-74.99999999999872,0,0.0,0.0,-52,-83.13238916256157,31.132389162561683,3,0.0,2.9999999999995737,0,0.0,0.0,178,0,0,419,0
110869864,56357320,56334718,1644.3372,loss,-5046.0,-3445,-3445.572038317742,0.5720383177415798,20,40.2335140053806,-20.233514005379092,-1726,2104.837334490992,-3830.837334490994,843,1293.4666021942842,-450.4666021942841,-1187,-375.974960175229,-811.0250398247689,0,0.0,0.0,-912,-955.6342857142857,43.634285714285625,0,0.0,0.0,0,0.0,0.0,953,0,-10,418,0
110868767,56357320,56357787,1592.1521,loss,-4823.0,-95,248.2630857624796,-343.2630857624798,1268,990.6988406435971,277.301159356403,-7307,-13720.79938497138,6413.799384971379,94,3272.5582748724487,-3178.5582748724487,1995,1767.4750753012045,227.52492469879581,-2243,-2243.0,0.0,2336,2198.3630952380954,137.63690476190465,-3759,-3733.744897959184,-25.25510204081618,-554,-1164.8173076923076,610.8173076923081,1139,0,-220,-577,3100
110867652,56357320,56239783,1640.012,win,1674.0,131,139.79776144907726,-8.7977614490771,-108,-122.81728958423872,14.817289584238136,-1067,-1298.958457294315,231.95845729431358,1821,0.0,1820.9999999999993,619,0.0,618.9999999999984,0,0.0,0.0,-69,0.0,-69.00000000000043,133,142.9280626780627,-9.928062678062627,0,0.0,0.0,0,0,0,214,0
110866554,56357320,56281980,1666.1521,loss,-2433.0,315,173.63544692068058,141.36455307931905,-320,-252.08159923813977,-67.91840076186135,-198,-69.15746708855815,-128.84253291144205,102,0.0,101.9999999999984,27,-370.3964535829267,397.39645358292694,-1704,0.0,-1704.000000000001,-2,0.0,-2.000000000000142,-338,-336.15705128205127,-1.8429487179490778,-1365,0.0,-1365.0000000000007,699,0,0,351,0
110865488,56357320,56165323,1628.9226,loss,-1826.0,401,444.68746345029234,-43.68746345029221,-139,0.0,-139.00000000000063,-472,0.0,-471.9999999999993,-785,0.0,-785.0000000000025,-442,0.0,-442.00000000000017,0,0.0,0.0,-31,0.0,-31.000000000000114,0,0.0,0.0,0,0.0,0.0,0,0,0,-358,0
110864342,56357320,56279901,1624.6445,loss,-587.0,784,762.334714100065,21.665285899935824,-323,-372.48459837877675,49.484598378777015,-2351,-4434.566511387164,2083.566511387165,320,1261.6725563909774,-941.672556390977,944,-1225.0655563430191,2169.065556343019,0,0.0,0.0,14,0.0,14.000000000000398,276,268.8751158480074,7.124884151992614,0,0.0,0.0,0,0,0,-351,100
110863249,56357320,56187487,1721.6577,loss,-2062.0,-2996,-3004.3764361285766,8.376436128578028,-8,-251.6741657908565,243.6741657908566,-1262,-1191.5442195952714,-70.4557804047285,-223,0.0,-223.00000000000082,561,150.24984615882886,410.7501538411695,0,0.0,0.0,-298,-293.0285714285714,-4.971428571428554,364,350.966966966967,13.033033033032808,0,0.0,0.0,678,0,0,1122,0
110862152,56357320,56356259,1737.9219,loss,-4805.0,-137600,-130411.42644225815,-7188.573557741856,200,685.3912604368911,-485.391260436891,-59,0.0,-58.999999999999915,-1227,0.0,-1226.9999999999993,-909,0.0,-909.000000000003,0,0.0,0.0,-138,-134.4230343300111,-3.5769656699893204,-264,-269.58584553545796,5.5858455354583825,0,0.0,0.0,534,0,0,134658,0
110861042,56357320,56199346,1756.3235,loss,-5515.0,-3835,-3761.1822344322345,-73.81776556776597,-111,-43.353993933265926,-67.64600606673547,-2142,-693.1397727272728,-1448.860227272728,214,1586.4221774567009,-1372.422177456701,351,-626.5881371963361,977.5881371963368,618,0.0,617.9999999999995,-79,-80.24264705882354,1.2426470588236,16,48.76017884322679,-32.76017884322709,0,0.0,0.0,-1076,0,0,529,0
110859930,56357320,56345248,1657.1433,loss,-7069.0,1918,1817.476543509966,100.52345649003335,-1241,-751.8322719449226,-489.1677280550774,-7634,-7708.303558129284,74.30355812928218,-1065,-1401.2158772677462,336.2158772677469,127,-372.9315629866404,499.9315629866405,0,0.0,0.0,-11,0.0,-11.000000000000483,0,0.0,0.0,0,0.0,0.0,-432,0,0,769,500
110858821,56357320,56216103,1826.7548,loss,-10751.0,1355,1345.0756955810145,9.92430441898475,-614,-1402.035486699267,788.0354866992656,-8832,-9984.75623308852,1152.7562330885137,-778,-540.8241895956332,-237.17581040436397,-277,-1547.682919176707,1270.6829191767065,0,0.0,0.0,-60,-83.12992610837438,23.12992610837432,0,0.0,0.0,-543,-602.0054347826087,59.00543478260835,610,0,-20,-1992,400
110857714,56357320,56175372,1674.8142,loss,-1214.0,-147,0.0,-146.99999999999918,-94,204.6950528548071,-298.69505285480807,75,0.0,74.99999999999966,-984,0.0,-984.0000000000005,-214,0.0,-214.00000000000531,0,0.0,0.0,-15,0.0,-15.00000000000017,-9,0.0,-9.000000000000384,0,0.0,0.0,0,0,0,174,0
110856620,56357320,56205885,1725.1821,loss,-5675.0,-2944,-2946.389358325648,2.389358325650072,-44,-378.28915153723824,334.28915153723824,-1743,0.0,-1742.999999999997,-1342,0.0,-1342.000000000002,-917,69.8410172949864,-986.8410172949855,0,0.0,0.0,-310,-297.3642857142857,-12.635714285714009,202,212.05959805959804,-10.059598059598017,0,0.0,0.0,678,0,0,745,0
110855515,56357320,56306497,1743.3391,win,164.0,2120,2461.478783231084,-341.4787832310827,214,295.1597959183673,-81.15979591836776,0,626.6500575781733,-626.6500575781731,-752,-805.7203988444693,53.7203988444694,317,-120.69900318405095,437.6990031840524,0,0.0,0.0,-297,-343.23863871101014,46.23863871101056,-144,-129.2076219512195,-14.792378048779696,0,0.0,0.0,144,0,0,-1438,0
110854412,56357320,56351932,1719.1384,win,1604.0,-11290,-11316.828900563298,26.828900563297534,5108,7303.958605875831,-2195.9586058758327,-1775,838.6897690490771,-2613.6897690490773,498,2200.177261838953,-1702.177261838952,6904,7414.15298402914,-510.15298402913504,0,0.0,0.0,-1782,-1901.457527589349,119.45752758934887,4305,4305.0,0.0,4995,5203.333333333333,-208.333333333332,-301,0,90,-4648,-500
110853291,56357320,56340323,1757.4463,loss,-394.0,1638,1414.6701605951098,223.32983940489,92,-314.0544843775296,406.05448437753,-242,-134.35003930817612,-107.6499606918217,-418,2674.747999422216,-3092.747999422216,-296,0.0,-295.9999999999997,0,0.0,0.0,1364,1390.1303858206031,-26.130385820602818,-475,-461.5928850537284,-13.407114946271594,0,0.0,0.0,-809,0,0,-1248,0
110852459,56357320,56272101,1687.652,loss,-440.0,118,173.42627020120028,-55.426270201200694,-91,82.0785557433122,-173.0785557433112,-204,0.0,-204.00000000000017,42,0.0,41.99999999999985,-255,0.0,-255.00000000000273,0,0.0,0.0,22,0.0,21.999999999999773,20,0.0,19.99999999999993,0,0.0,0.0,0,0,0,-92,0
110852197,56357320,56248257,1723.0778,win,387.0,-2192,-2123.6922708517536,-68.30772914824753,-320,-252.35603323699422,-67.64396676300555,3,-34.589149844720495,37.58914984472011,-91,-1184.5291005291006,1093.5291005291006,-362,0.0,-362.0000000000018,0,0.0,0.0,-2482,-2616.6498599439774,134.6498599439778,3853,3830.9877823028505,22.01221769714934,0,0.0,0.0,966,0,0,812,200
110851086,56357320,56158542,1649.3314,win,8417.0,1369,1098.9981497186031,270.0018502813957,-379,85.55205358357134,-464.55205358357125,42,-3606.5054615549366,3648.505461554937,3944,3972.0473684210524,-28.047368421051146,648,0.0,647.9999999999975,0,0.0,0.0,3158,3108.8268101761255,49.173189823874175,156,156.83048433048435,-0.8304843304842962,0,0.0,0.0,-822,0,-350,551,100
110849976,56357320,56359502,1841.7481,loss,-5863.0,-2667,-2158.1142125634683,-508.8857874365323,367,128.64506325444998,238.35493674554994,-112,3610.7266366816593,-3722.7266366816593,96,668.4398518901231,-572.4398518901214,172,300.9779035169016,-128.9779035169006,0,0.0,0.0,-3855,-3795.388309996744,-59.61169000325552,-533,-541.7788461538462,8.77884615384638,0,0.0,0.0,678,0,340,-249,-100
110848865,56357320,56137697,1669.5272,win,3873.0,588,620.5670374441565,-32.5670374441577,24,82.29761875607147,-58.29761875607282,-33,0.0,-32.99999999999976,-178,-79.33917186709394,-98.66082813290639,-367,0.0,-366.99999999999704,0,0.0,0.0,4518,4691.512396242901,-173.51239624289917,138,132.4508547008547,5.5491452991453265,0,0.0,0.0,-610,0,0,-207,0
110847763,56357320,56178280,1671.926,win,5042.0,339,78.56500706132034,260.4349929386799,-444,-213.5233557673086,-230.4766442326906,61,-3607.3798100949525,3668.379810094952,2515,3462.191373495467,-947.1913734954614,4,0.0,4.000000000001819,0,0.0,0.0,2519,2527.3515981735154,-8.351598173516024,157,156.735754985755,0.26424501424474656,0,0.0,0.0,-466,0,-350,607,100
110846656,56357320,56167497,1709.771,win,357.0,-224,-328.2184865585779,104.218486558579,-84,-122.57091119802985,38.5709111980305,-1174,-1424.1586308592878,250.15863085928842,366,788.6864661654134,-422.686466165412,803,0.0,803.0000000000007,0,0.0,0.0,8,0.0,7.999999999999375,230,215.19074421513446,14.809255784865627,0,0.0,0.0,0,0,0,332,100
110845563,56357320,56155541,1634.3891,loss,-8273.0,-1278,-1073.9491071428572,-204.05089285714274,1374,414.7357946245983,959.2642053754034,-14945,-12444.379966378656,-2500.620033621347,1100,0.0,1100.0000000000002,-235,-147.70470679012345,-87.2952932098768,0,0.0,0.0,410,355.3037037037037,54.69629629629604,3874,3874.0,0.0,47,0.0,46.999999999999545,1165,0,-60,-325,600
110844461,56357320,56255431,1640.3251,win,6623.0,166,42.002810510632536,123.99718948936857,-267,-250.75889463439898,-16.24110536560198,-203,-245.82114624505928,42.82114624505945,-470,0.0,-469.9999999999993,61,-963.2376915067678,1024.2376915067637,17278,17278.0,0.0,6,0.0,5.9999999999998295,-329,-328.03846153846155,-0.9615384615388578,-1365,0.0,-1365.0000000000007,-3982,-4000,-500,228,0
110843364,56357320,56215088,1815.9945,loss,-7492.0,955,911.71701827727,43.28298172272878,180,136.36996607106323,43.63003392893836,-2268,-265.2608509911141,-2002.7391490088849,-248,1499.7585531773686,-1747.7585531773684,209,0.0,208.9999999999995,0,0.0,0.0,-237,-259.82240555796784,22.822405557968978,-4393,-4330.7897173249285,-62.21028267507142,0,0.0,0.0,-521,0,0,-969,-200
110842248,56357320,56255590,1778.9094,loss,-3108.0,-3421,-3361.9238367507883,-59.07616324921115,-326,-253.02612651077246,-72.97387348922707,-46,0.0,-45.99999999999984,-915,0.0,-915.0,-589,0.0,-589.000000000006,0,0.0,0.0,-613,-597.6749226006191,-15.325077399380902,881,876.0242248062016,4.975775193798441,0,0.0,0.0,966,0,0,955,0
110841067,56357320,56158542,1649.7777,loss,-1873.0,-582,-731.3271577447225,149.32715774472211,-86,334.94930768400155,-420.94930768399985,-1003,0.0,-1003.0000000000008,-467,0.0,-466.99999999999983,-676,297.6367982049656,-973.6367982049674,247,0.0,246.99999999999932,39,0.0,39.000000000000085,175,162.44615384615386,12.55384615384611,0,0.0,0.0,0,0,0,480,0
110839970,56357320,56151255,1671.6311,win,1942.0,2739,2730.92185973056,8.07814026944176,-127,-205.14620060544252,78.14620060544361,100,-121.30864486894019,221.30864486894097,-1055,-969.0914046699762,-85.90859533002379,461,0.0,461.00000000000085,0,0.0,0.0,503,521.5754812563323,-18.575481256332147,-4,0.0,-3.999999999999986,0,0.0,0.0,-356,0,0,-319,0
110839669,56357320,56358781,1690.0602,loss,-16866.0,10208,9703.751340521161,504.24865947883774,315,746.2423386116609,-431.242338611662,23,2309.4942528735633,-2286.494252873563,114,2370.9272354439818,-2256.9272354439827,-37,-65.6142939767,28.614293976699358,-20077,-20077.0,0.0,-944,-960.4088283828384,16.408828382838223,-852,-850.4920146520146,-1.5079853479854606,0,0.0,0.0,4126,4000,710,-14452,0
110838873,56357320,56227367,1683.6605,win,1437.0,271,274.0703164664072,-3.0703164664072347,-10,-201.91687125253765,191.91687125253875,-37,0.0,-36.999999999999694,1542,0.0,1541.9999999999982,-54,0.0,-53.99999999999625,0,0.0,0.0,44,110.88799643016512,-66.88799643016516,-5,0.0,-4.999999999999844,0,0.0,0.0,-89,0,0,-225,0
110837769,56357320,56241510,1781.3602,loss,-177.0,2120,1895.6846193158858,224.3153806841143,-334,-219.50915388622968,-114.49084611376837,448,2009.2397456931915,-1561.2397456931908,-1170,-554.8878986456969,-615.1121013543021,829,71.04505220883533,757.9549477911635,0,0.0,0.0,-471,-495.9190654985398,24.91906549853998,-120,-108.37126600284495,-11.628733997155294,0,0.0,0.0,-466,0,0,-1013,0
110836675,56357320,56205336,1674.5518,loss,-667.0,-3145,-5054.265127799737,1909.2651277997354,-3577,-2708.1331686930093,-868.8668313069902,-1722,-4360.483334093293,2638.4833340932887,-773,-161.82714158404815,-611.1728584159512,-1292,-116.91637806285871,-1175.083621937142,0,0.0,0.0,491,519.6893483709273,-28.689348370927643,0,0.0,0.0,0,0.0,0.0,-953,0,0,9804,500
110835574,56357320,56169610,1667.4793,win,5151.0,500,407.125253349848,92.87474665015242,-121,-166.18486498025402,45.18486498025516,-22,-1552.9691986559412,1530.969198655942,5310,5285.053759398496,24.946240601509018,-332,-536.3105348222157,204.3105348222187,0,0.0,0.0,-78,0.0,-78.00000000000017,-267,-267.0801282051282,0.08012820512810492,0,0.0,0.0,-89,0,0,150,100
110834461,56357320,56213805,1771.9244,loss,-6159.0,-3890,-3797.8568281758958,-92.143171824105,-262,42.04969515750196,-304.04969515750054,-1350,0.0,-1350.0000000000007,-1680,0.0,-1680.000000000001,305,435.4013137570525,-130.40131375705005,0,0.0,0.0,-202,-257.23809523809524,55.23809523809504,321,318.3557692307693,2.644230769231193,-1365,0.0,-1365.0000000000007,822,0,0,1142,0
110833348,56357320,56191934,1621.1484,win,13878.0,2143,1853.4464285714284,289.5535714285708,-1307,-756.4877898873779,-550.5122101126234,16030,16777.763715273268,-747.7637152732655,-144,-1987.4042121499763,1843.4042121499758,1629,-315.7292002016162,1944.7292002016145,0,0.0,0.0,389,343.80769230769226,45.19230769230784,-4576,-4576.0,0.0,0,0.0,0.0,-2296,0,0,2310,-300
110832634,56357320,56353490,1724.0738,win,2387.0,2970,2866.482952094775,103.51704790522561,-108,461.45131249129645,-569.4513124912953,-837,-903.3041854422929,66.30418544229148,-303,-2049.18794494542,1746.1879449454204,-71,-128.59323038424813,57.593230384248,0,0.0,0.0,3750,2910.3831303831303,839.6168696168688,-523,-575.1806368330465,52.18063683304681,0,0.0,0.0,-1220,0,0,-1271,0
110832243,56357320,56311435,1761.2878,win,82818.0,-3629,-3491.4514985282312,-137.54850147176825,11591,12226.193535996488,-635.1935359964882,42160,41793.38383778319,366.6161622168065,28468,28995.639880952378,-527.6398809523821,9825,9212.344902465955,612.6550975340455,0,0.0,0.0,-678,-688.6570512820513,10.657051282051633,-3294,-3294.0,0.0,1473,1637.451388888889,-164.45138888888846,-1041,0,-1020,2063,-3100
110831138,56357320,56197268,1708.9157,loss,-2377.0,-1234,-1257.782986570834,23.782986570832964,-234,208.6049395127509,-442.60493951275043,-328,0.0,-328.00000000000045,-705,0.0,-705.0000000000007,-615,0.0,-615.0000000000001,0,0.0,0.0,-109,-132.16502463054186,23.165024630541758,245,246.4759224515322,-1.4759224515324831,0,0.0,0.0,178,0,0,425,0
110830032,56357320,56184560,1708.8147,loss,-1448.0,86,-40.74289816978193,126.7428981697804,-190,-505.81801962533456,315.8180196253346,-278,-229.40762810559005,-48.59237189441227,-107,-224.0716456795484,117.07164567954862,-4,-1273.6629556199482,1269.6629556199493,0,0.0,0.0,-13,0.0,-13.000000000000028,-507,-516.0953177257525,9.095317725752192,0,0.0,0.0,-322,0,0,-113,0
110828917,56357320,56145991,1627.5295,win,327.0,-4061,-5618.788397005678,1557.7883970056778,95,-41.5994177766608,136.5994177766604,-377,0.0,-377.0,580,-127.20859998320316,707.2085999832026,-23,0.0,-22.999999999996305,0,0.0,0.0,4,-32.76778542742399,36.76778542742383,-14,0.0,-14.000000000000227,0,0.0,0.0,0,0,0,4123,0
110827826,56357320,56151255,1686.6838,win,3271.0,3371,3218.726312308549,152.27368769145198,-67,0.0,-67.00000000000017,-142,-69.10965272080941,-72.89034727918988,-227,-619.1234554095611,392.12345540956096,816,0.0,815.9999999999995,0,0.0,0.0,455,472.6963019250253,-17.696301925025665,-272,-261.3083853083853,-10.691614691614632,0,0.0,0.0,-356,0,0,-307,0
110826721,56357320,56189378,1673.3625,win,4071.0,-87275,-83756.91250818984,-3518.0874918101713,-278,-497.55023517115234,219.55023517115322,365,-283.84784612302144,648.8478461230216,151,-1289.5401044138584,1440.5401044138598,-33,77.8625739955159,-110.86257399551609,0,0.0,0.0,526,542.524062816616,-16.52406281661618,277,297.44207599629283,-20.442075996292612,0,0.0,0.0,-356,0,0,90694,0
110825605,56357320,56281343,1557.3823,win,22609.0,45,83.7545149638803,-38.7545149638812,144,-124.56327740695961,268.5632774069616,474,0.0,473.9999999999999,1809,0.0,1808.9999999999975,2029,0.0,2029.0000000000027,26604,26604.0,0.0,15,0.0,15.00000000000017,2,0.0,2.00000000000027,0,0.0,0.0,-3694,-4000,-500,-319,0
110824511,56357320,56140819,1594.0889,loss,-49512.0,1589,1828.601392680911,-239.60139268091075,-4316,-5733.779618943647,1417.7796189436488,-35351,-35096.2229020979,-254.7770979020995,-1982,-3105.05050380322,1123.0505038032204,-849,-2419.0848393574297,1570.0848393574295,0,0.0,0.0,780,772.6989206827309,7.301079317268581,0,0.0,0.0,-10277,-9513.699999999999,-763.3000000000001,199,0,-30,725,0
110823403,56357320,56205872,1532.2375,win,3343.0,251,270.043117490269,-19.043117490269115,-9,41.28991700424859,-50.289917004248025,211,0.0,210.99999999999977,1503,0.0,1503.0000000000023,1583,0.0,1582.9999999999998,0,0.0,0.0,13,0.0,13.000000000000028,8,0.0,7.999999999999972,0,0.0,0.0,0,0,0,-217,0
110822302,56357320,56181433,1534.2513,win,3027.0,239,290.0797882467423,-51.07978824674157,31,250.07743496672714,-219.07743496672816,62,0.0,61.99999999999958,672,0.0,672.0000000000002,2142,0.0,2142.0000000000045,0,0.0,0.0,16,0.0,15.999999999999943,95,136.95608974358976,-41.956089743588805,0,0.0,0.0,0,0,0,-230,0
110823089,56357320,56179412,1495.6432,win,5498.0,5620,5661.7189110952495,-41.718911095250135,-486,-1210.2416094125729,724.2416094125731,-1467,-2322.8523119392685,855.8523119392707,-852,-2686.7599475717443,1834.7599475717445,803,-143.62824853131534,946.6282485313159,0,0.0,0.0,3377,4400.300758075148,-1023.3007580751489,1880,1921.5333333333333,-41.53333333333287,0,0.0,0.0,-1631,0,0,-1946,200
110821194,56357320,56101569,1435.3518,win,5562.0,-6329,-7432.434861473552,1103.4348614735493,907,1050.4404069767443,-143.44040697674342,1027,-1779.8361989013342,2806.8361989013333,4935,4352.653782947735,582.3462170522646,-2119,-2865.4946114577424,746.494611457748,0,0.0,0.0,26,-437.9419799498747,463.9419799498745,-665,-671.9060483870968,6.906048387096639,0,0.0,0.0,1948,0,10,5822,0
110820072,56357320,56013829,1290.0002,win,9999.0,-2385,-2122.147842650532,-262.85215734946854,1059,383.562074406957,675.4379255930436,374,-1069.0728459945851,1443.0728459945851,583,308.9386296763346,274.06137032366536,-1231,-2010.9870713623725,779.9870713623676,0,0.0,0.0,3950,4002.467973856209,-52.467973856208964,5665,5665.0,0.0,0,0.0,0.0,2380,0,-170,-726,500
110818985,56357320,56038777,1330.8244,win,6224.0,-3358,-3104.9380272229796,-253.06197277702069,311,-924.5759344240489,1235.5759344240487,1080,968.8007215565004,111.1992784434978,-861,-3583.783251231527,2722.7832512315263,31,-3401.2094465648856,3432.2094465648847,0,0.0,0.0,2435,2539.5503663003665,-104.55036630036636,3814,3814.0,0.0,0,0.0,0.0,2325,0,-90,-263,800
