episode_id,sid,seat,death_t,death_day,x,y,animal,lost_yield,placed_day,next_crop,next_crop_t
111031246,56361903,0,528,22,6,2,COW,0,8,WHEAT,552.0
111031246,56361903,0,672,28,4,3,SHEEP,0,0,,
111031246,56361903,0,672,28,2,4,SHEEP,6,0,,
111031246,56361903,0,672,28,3,4,SHEEP,6,0,,
111031246,56361903,0,696,29,3,5,COW,0,9,,
111031246,56361903,0,696,29,4,5,COW,0,9,,
111026473,56361903,1,672,28,4,3,SHEEP,0,0,,
111026473,56361903,1,672,28,2,4,SHEEP,6,0,,
111026473,56361903,1,672,28,3,4,SHEEP,6,0,,
111021281,56361903,1,480,20,5,2,COW,0,6,WHEAT,504.0
111021281,56361903,1,480,20,6,2,COW,0,6,WHEAT,504.0
111021281,56361903,1,696,29,4,3,SHEEP,0,0,,
111021281,56361903,1,696,29,2,4,SHEEP,0,0,,
111021281,56361903,1,696,29,3,4,SHEEP,0,0,,
111021281,56361903,1,696,29,3,5,COW,0,9,,
111021281,56361903,1,696,29,4,5,COW,0,9,,
111017919,56361903,0,528,22,5,2,COW,0,6,WHEAT,552.0
111017919,56361903,0,528,22,6,2,COW,0,8,WHEAT,552.0
111017919,56361903,0,696,29,2,4,SHEEP,0,0,,
111017919,56361903,0,696,29,3,4,SHEEP,0,0,,
111013370,56361903,0,600,25,4,8,SHEEP,0,13,CARROT,648.0
111013370,56361903,0,624,26,2,2,SHEEP,0,12,CARROT,648.0
111013370,56361903,0,696,29,4,3,SHEEP,0,0,,
111013370,56361903,0,696,29,2,4,SHEEP,0,0,,
111013370,56361903,0,696,29,3,4,SHEEP,0,0,,
111012214,56361903,0,696,29,4,3,SHEEP,0,0,,
111012214,56361903,0,696,29,2,4,SHEEP,0,0,,
111012214,56361903,0,696,29,3,4,SHEEP,0,0,,
111012214,56361903,0,696,29,3,5,COW,0,9,,
111012214,56361903,0,696,29,4,6,COW,0,9,,
111012214,56361903,0,696,29,4,7,COW,0,10,,
111008955,56361903,0,672,28,4,3,SHEEP,0,0,,
111008955,56361903,0,672,28,2,4,SHEEP,6,0,,
111008955,56361903,0,672,28,3,4,SHEEP,6,0,,
111007735,56361903,1,672,28,4,3,SHEEP,0,0,,
111007735,56361903,1,672,28,2,4,SHEEP,6,0,,
111007735,56361903,1,672,28,3,4,SHEEP,6,0,,
111007735,56361903,1,696,29,4,6,COW,0,9,,
111004505,56361903,0,480,20,5,2,COW,0,6,WHEAT,504.0
111004505,56361903,0,600,25,2,5,SHEEP,0,14,WHEAT,648.0
111004505,56361903,0,624,26,2,2,SHEEP,0,12,WHEAT,672.0
111004505,56361903,0,696,29,1,2,SHEEP,0,12,,
111004505,56361903,0,696,29,4,3,SHEEP,0,0,,
111004505,56361903,0,696,29,2,4,SHEEP,0,0,,
111004505,56361903,0,696,29,3,4,SHEEP,0,0,,
111003255,56361903,1,672,28,5,2,COW,0,6,,
111003255,56361903,1,672,28,4,3,SHEEP,0,0,,
111003255,56361903,1,672,28,2,4,SHEEP,6,0,,
111003255,56361903,1,672,28,3,4,SHEEP,6,0,,
111003255,56361903,1,696,29,3,5,COW,0,9,,
111003255,56361903,1,696,29,4,5,COW,2,9,,
111003255,56361903,1,696,29,4,6,COW,0,9,,
110999994,56361903,1,408,17,5,2,COW,1,6,WHEAT,432.0
110999994,56361903,1,696,29,4,3,SHEEP,0,0,,
110999994,56361903,1,696,29,2,4,SHEEP,0,0,,
110999994,56361903,1,696,29,3,4,SHEEP,0,0,,
110999994,56361903,1,696,29,2,7,SHEEP,0,15,,
111000003,56361903,1,528,22,5,2,COW,0,6,WHEAT,552.0
111000003,56361903,1,528,22,6,2,SHEEP,0,8,WHEAT,552.0
111000003,56361903,1,528,22,8,4,SHEEP,0,8,WHEAT,552.0
111000003,56361903,1,672,28,4,3,SHEEP,0,0,,
111000003,56361903,1,672,28,2,4,SHEEP,0,0,,
111000003,56361903,1,672,28,3,4,SHEEP,6,0,,
111000003,56361903,1,696,29,3,5,COW,0,9,,
111000003,56361903,1,696,29,4,5,COW,0,9,,
111000003,56361903,1,696,29,4,6,COW,0,9,,
110995007,56361903,0,576,24,4,8,SHEEP,0,10,WHEAT,624.0
110995007,56361903,0,696,29,4,3,SHEEP,0,0,,
110995007,56361903,0,696,29,2,4,SHEEP,0,0,,
110995007,56361903,0,696,29,3,4,SHEEP,0,0,,
110993875,56361903,1,672,28,4,3,SHEEP,0,0,,
110993875,56361903,1,672,28,2,4,SHEEP,6,0,,
110993875,56361903,1,672,28,3,4,SHEEP,6,0,,
110990563,56361903,0,600,25,2,2,SHEEP,0,12,WHEAT,624.0
110990563,56361903,0,600,25,4,8,SHEEP,0,14,WHEAT,624.0
110990563,56361903,0,672,28,4,3,SHEEP,0,0,,
110990563,56361903,0,672,28,2,4,SHEEP,1,0,,
110990563,56361903,0,672,28,3,4,SHEEP,0,0,,
110985891,56361903,0,456,19,7,3,SHEEP,0,8,WHEAT,480.0
110985891,56361903,0,504,21,8,4,SHEEP,0,8,WHEAT,528.0
110985891,56361903,0,552,23,6,3,SHEEP,0,6,WHEAT,576.0
110985891,56361903,0,624,26,6,2,SHEEP,1,7,WHEAT,648.0
110985891,56361903,0,672,28,4,3,SHEEP,0,0,,
110985891,56361903,0,672,28,5,3,COW,0,6,,
110985891,56361903,0,672,28,2,4,SHEEP,1,0,,
110985891,56361903,0,672,28,3,4,SHEEP,1,0,,
110980785,56361903,0,672,28,4,3,SHEEP,0,0,,
110980785,56361903,0,672,28,2,4,SHEEP,6,0,,
110980785,56361903,0,672,28,3,4,SHEEP,6,0,,
110976135,56361903,0,480,20,5,2,COW,0,6,WHEAT,504.0
110976135,56361903,0,672,28,4,3,SHEEP,0,0,,
110976135,56361903,0,672,28,2,4,SHEEP,6,0,,
110976135,56361903,0,672,28,3,4,SHEEP,6,0,,
110976135,56361903,0,696,29,3,5,COW,0,9,,
110976135,56361903,0,696,29,4,5,COW,0,9,,
110970979,56361903,1,600,25,4,8,SHEEP,0,14,WHEAT,624.0
110970979,56361903,1,624,26,2,2,SHEEP,0,12,,
110970979,56361903,1,672,28,4,3,SHEEP,0,0,,
110970979,56361903,1,672,28,2,4,SHEEP,1,0,,
110970979,56361903,1,672,28,3,4,SHEEP,1,0,,
110970979,56361903,1,696,29,1,2,SHEEP,0,12,,
110970979,56361903,1,696,29,4,6,SHEEP,0,12,,
110970979,56361903,1,696,29,4,7,SHEEP,0,12,,
110966190,56361903,0,480,20,5,2,COW,0,6,WHEAT,504.0
110966190,56361903,0,504,21,4,8,SHEEP,0,10,WHEAT,528.0
110966190,56361903,0,552,23,4,1,SHEEP,0,10,CARROT,576.0
110966190,56361903,0,672,28,4,3,SHEEP,0,0,,
110966190,56361903,0,672,28,2,4,SHEEP,0,0,,
110966190,56361903,0,672,28,3,4,SHEEP,1,0,,
110966190,56361903,0,696,29,3,5,COW,0,9,,
110966190,56361903,0,696,29,4,5,SHEEP,0,9,,
110962144,56361903,1,480,20,5,2,COW,0,6,WHEAT,504.0
110962144,56361903,1,528,22,3,3,SHEEP,4,11,WHEAT,552.0
110962144,56361903,1,528,22,7,3,SHEEP,1,6,WHEAT,552.0
110962144,56361903,1,528,22,8,3,SHEEP,0,8,WHEAT,552.0
110962144,56361903,1,552,23,4,1,SHEEP,0,10,CARROT,576.0
110962144,56361903,1,552,23,1,3,SHEEP,1,10,CARROT,576.0
110962144,56361903,1,552,23,1,4,SHEEP,1,10,WHEAT,576.0
110962144,56361903,1,576,24,8,4,SHEEP,1,8,WHEAT,600.0
110962144,56361903,1,696,29,4,3,SHEEP,0,0,,
110962144,56361903,1,696,29,6,3,SHEEP,0,6,,
110962144,56361903,1,696,29,2,4,SHEEP,0,0,,
110962144,56361903,1,696,29,3,4,SHEEP,0,0,,
110962144,56361903,1,696,29,5,4,SHEEP,0,6,,
110962144,56361903,1,696,29,3,5,COW,0,9,,
110962144,56361903,1,696,29,4,5,SHEEP,0,9,,
110962144,56361903,1,696,29,4,6,SHEEP,0,9,,
110962144,56361903,1,696,29,4,7,SHEEP,0,9,,
110957361,56361903,1,504,21,8,3,SHEEP,0,8,WHEAT,528.0
110957361,56361903,1,576,24,5,2,COW,0,6,WHEAT,624.0
110957361,56361903,1,576,24,6,2,COW,0,7,WHEAT,600.0
110957361,56361903,1,696,29,4,3,SHEEP,0,0,,
110957361,56361903,1,696,29,2,4,SHEEP,0,0,,
110957361,56361903,1,696,29,3,4,SHEEP,0,0,,
110957361,56361903,1,696,29,3,5,COW,0,9,,
110957361,56361903,1,696,29,4,5,COW,0,9,,
110957361,56361903,1,696,29,4,6,COW,0,9,,
110957361,56361903,1,696,29,4,7,COW,0,9,,
110952028,56361903,1,432,18,5,2,COW,0,6,WHEAT,456.0
110952028,56361903,1,696,29,4,3,SHEEP,0,0,,
110952028,56361903,1,696,29,2,4,SHEEP,0,0,,
110952028,56361903,1,696,29,3,4,SHEEP,0,0,,
110952028,56361903,1,696,29,3,5,COW,0,9,,
110952028,56361903,1,696,29,4,5,COW,4,9,,
110949917,56361903,0,456,19,8,3,SHEEP,0,8,WHEAT,480.0
110949917,56361903,0,528,22,7,3,SHEEP,0,6,WHEAT,552.0
110949917,56361903,0,528,22,8,4,SHEEP,0,8,WHEAT,552.0
110949917,56361903,0,624,26,6,2,SHEEP,1,7,WHEAT,648.0
110949917,56361903,0,672,28,4,3,SHEEP,0,0,,
110949917,56361903,0,672,28,2,4,SHEEP,6,0,,
110949917,56361903,0,672,28,3,4,SHEEP,1,0,,
110949933,56361903,1,480,20,5,2,COW,0,6,WHEAT,504.0
110949933,56361903,1,480,20,6,2,COW,0,8,WHEAT,504.0
110949933,56361903,1,672,28,2,5,SHEEP,0,14,,
110949933,56361903,1,696,29,1,2,SHEEP,0,12,,
110949933,56361903,1,696,29,2,2,SHEEP,0,12,,
110949933,56361903,1,696,29,4,3,SHEEP,0,0,,
110949933,56361903,1,696,29,2,4,SHEEP,0,0,,
110949933,56361903,1,696,29,3,4,SHEEP,0,0,,
110949933,56361903,1,696,29,3,5,COW,0,9,,
110949933,56361903,1,696,29,4,5,COW,2,9,,
110949915,56361903,0,528,22,8,4,SHEEP,0,8,WHEAT,552.0
110949915,56361903,0,576,24,6,2,SHEEP,0,8,WHEAT,600.0
110949915,56361903,0,672,28,4,3,SHEEP,0,0,,
110949915,56361903,0,672,28,2,4,SHEEP,0,0,,
110949915,56361903,0,672,28,3,4,SHEEP,6,0,,
110944508,56361903,0,528,22,5,2,COW,0,6,WHEAT,552.0
110944508,56361903,0,528,22,6,2,COW,0,8,WHEAT,552.0
110944508,56361903,0,696,29,4,3,SHEEP,0,0,,
110944508,56361903,0,696,29,2,4,SHEEP,0,0,,
110944508,56361903,0,696,29,3,4,SHEEP,0,0,,
110944508,56361903,0,696,29,3,5,COW,0,9,,
110944508,56361903,0,696,29,4,5,COW,2,9,,
110944508,56361903,0,696,29,4,6,SHEEP,0,12,,
110944508,56361903,0,696,29,4,7,SHEEP,0,12,,
110944497,56361903,1,480,20,5,2,COW,0,6,WHEAT,504.0
110944497,56361903,1,696,29,1,2,SHEEP,0,12,,
110944497,56361903,1,696,29,2,2,SHEEP,0,12,,
110944497,56361903,1,696,29,4,3,SHEEP,0,0,,
110944497,56361903,1,696,29,2,4,SHEEP,0,0,,
110944497,56361903,1,696,29,3,4,SHEEP,0,0,,
110944497,56361903,1,696,29,4,6,SHEEP,0,12,,
110944497,56361903,1,696,29,4,7,SHEEP,0,12,,
110938990,56361903,0,480,20,5,2,COW,0,6,CARROT,504.0
110938990,56361903,0,696,29,4,3,SHEEP,0,0,,
110938990,56361903,0,696,29,2,4,SHEEP,0,0,,
110938990,56361903,0,696,29,3,4,SHEEP,0,0,,
110937656,56361903,1,480,20,5,2,COW,0,6,WHEAT,504.0
110937656,56361903,1,480,20,6,2,COW,0,8,WHEAT,528.0
110937656,56361903,1,696,29,2,4,SHEEP,0,0,,
110937656,56361903,1,696,29,3,4,SHEEP,0,0,,
110937656,56361903,1,696,29,6,4,GOOSE,0,6,,
110936547,56361903,1,504,21,8,3,SHEEP,0,8,WHEAT,528.0
110936547,56361903,1,552,23,7,3,SHEEP,0,6,WHEAT,576.0
110936547,56361903,1,552,23,8,4,SHEEP,0,8,WHEAT,576.0
110936547,56361903,1,672,28,4,3,SHEEP,0,0,,
110936547,56361903,1,672,28,2,4,SHEEP,4,0,,
110936547,56361903,1,672,28,3,4,SHEEP,1,0,,
110936547,56361903,1,696,29,6,3,SHEEP,0,6,,
110935457,56361903,0,552,23,8,4,SHEEP,0,8,WHEAT,576.0
110935457,56361903,0,576,24,7,3,SHEEP,0,8,WHEAT,600.0
110935457,56361903,0,672,28,4,3,SHEEP,0,0,,
110935457,56361903,0,672,28,2,4,SHEEP,6,0,,
110935457,56361903,0,672,28,3,4,SHEEP,1,0,,
110933257,56361903,1,576,24,5,2,COW,0,6,WHEAT,600.0
110933257,56361903,1,624,26,4,2,COW,0,0,,
110933257,56361903,1,672,28,2,4,SHEEP,0,0,,
110933257,56361903,1,696,29,4,3,SHEEP,0,0,,
110933257,56361903,1,696,29,5,4,SHEEP,0,6,,
110933257,56361903,1,696,29,6,4,SHEEP,0,6,,
110933257,56361903,1,696,29,7,4,SHEEP,0,6,,
110933257,56361903,1,696,29,1,5,SHEEP,4,12,,
110933257,56361903,1,696,29,2,5,SHEEP,0,15,,
110933257,56361903,1,696,29,2,6,SHEEP,0,15,,
110934353,56361903,0,480,20,5,2,COW,0,6,WHEAT,528.0
110934353,56361903,0,672,28,4,3,SHEEP,0,0,,
110934353,56361903,0,672,28,2,4,SHEEP,6,0,,
110934353,56361903,0,672,28,3,4,SHEEP,6,0,,
110934353,56361903,0,696,29,3,5,COW,0,9,,
110934353,56361903,0,696,29,4,5,COW,2,9,,
110931079,56361903,0,480,20,5,2,COW,0,6,WHEAT,504.0
110931079,56361903,0,480,20,6,2,COW,0,8,WHEAT,504.0
110931079,56361903,0,600,25,4,8,SHEEP,0,14,CARROT,624.0
110931079,56361903,0,696,29,1,2,SHEEP,0,12,,
110931079,56361903,0,696,29,2,2,SHEEP,0,12,,
110931079,56361903,0,696,29,4,3,SHEEP,0,0,,
110931079,56361903,0,696,29,2,4,SHEEP,0,0,,
110931079,56361903,0,696,29,3,4,SHEEP,0,0,,
110931079,56361903,0,696,29,3,5,COW,0,9,,
110931079,56361903,0,696,29,4,5,COW,0,9,,
110931079,56361903,0,696,29,4,6,SHEEP,0,12,,
110931079,56361903,0,696,29,4,7,SHEEP,0,12,,
110932174,56361903,0,576,24,5,2,COW,0,6,WHEAT,600.0
110932174,56361903,0,576,24,6,2,COW,0,8,WHEAT,600.0
110932174,56361903,0,672,28,5,3,COW,0,6,,
110932174,56361903,0,696,29,4,3,SHEEP,0,0,,
110932174,56361903,0,696,29,2,4,SHEEP,0,0,,
110932174,56361903,0,696,29,3,4,SHEEP,0,0,,
110932174,56361903,0,696,29,5,4,SHEEP,0,6,,
110932174,56361903,0,696,29,3,5,COW,0,9,,
110932174,56361903,0,696,29,4,5,COW,2,9,,
110932174,56361903,0,696,29,4,6,COW,0,9,,
110932174,56361903,0,696,29,4,7,SHEEP,0,18,,
110929975,56361903,1,672,28,4,3,SHEEP,0,0,,
110929975,56361903,1,672,28,2,4,SHEEP,6,0,,
110929975,56361903,1,672,28,3,4,SHEEP,6,0,,
110928876,56361903,0,672,28,4,3,SHEEP,0,0,,
110928876,56361903,0,672,28,2,4,SHEEP,6,0,,
110928876,56361903,0,672,28,3,4,SHEEP,6,0,,
110926617,56361903,1,672,28,4,3,SHEEP,0,0,,
110926617,56361903,1,672,28,2,4,SHEEP,6,0,,
110926617,56361903,1,672,28,3,4,SHEEP,6,0,,
110927707,56361903,0,480,20,5,2,COW,0,6,WHEAT,504.0
110927707,56361903,0,480,20,6,2,COW,2,8,WHEAT,504.0
110927707,56361903,0,600,25,2,5,SHEEP,0,14,WHEAT,624.0
110927707,56361903,0,672,28,4,3,SHEEP,0,0,,
110927707,56361903,0,672,28,2,4,SHEEP,0,0,,
110927707,56361903,0,672,28,3,4,SHEEP,0,0,,
110927707,56361903,0,696,29,2,2,SHEEP,0,12,,
110927707,56361903,0,696,29,3,5,COW,0,9,,
110927707,56361903,0,696,29,4,5,COW,0,9,,
110927707,56361903,0,696,29,4,6,SHEEP,0,12,,
110927707,56361903,0,696,29,4,7,SHEEP,0,12,,
110925515,56361903,1,528,22,8,4,COW,0,9,WHEAT,552.0
110925515,56361903,1,624,26,5,2,COW,0,6,,
110925515,56361903,1,624,26,6,2,COW,0,7,WHEAT,648.0
110925515,56361903,1,624,26,4,7,COW,0,10,WHEAT,672.0
110925515,56361903,1,696,29,4,3,SHEEP,0,0,,
110925515,56361903,1,696,29,2,4,SHEEP,0,0,,
110925515,56361903,1,696,29,3,4,SHEEP,0,0,,
110925515,56361903,1,696,29,4,6,COW,0,9,,
110924414,56361903,0,480,20,6,2,COW,0,7,WHEAT,504.0
110924414,56361903,0,528,22,5,2,COW,0,6,WHEAT,552.0
110924414,56361903,0,528,22,7,2,COW,0,8,WHEAT,552.0
110924414,56361903,0,648,27,4,6,COW,2,9,WHEAT,672.0
110924414,56361903,0,672,28,4,3,SHEEP,0,0,,
110924414,56361903,0,672,28,2,4,SHEEP,6,0,,
110924414,56361903,0,672,28,3,4,SHEEP,6,0,,
110924414,56361903,0,696,29,3,5,COW,0,9,,
110924414,56361903,0,696,29,4,5,COW,0,9,,
110923295,56361903,1,480,20,1,5,COW,0,10,WHEAT,504.0
110923295,56361903,1,528,22,5,2,COW,0,6,WHEAT,576.0
110923295,56361903,1,528,22,6,2,COW,0,8,WHEAT,552.0
110923295,56361903,1,552,23,4,6,COW,0,9,WHEAT,576.0
110923295,56361903,1,576,24,4,2,COW,0,0,,
110923295,56361903,1,696,29,2,4,SHEEP,0,0,,
110923295,56361903,1,696,29,3,4,SHEEP,0,0,,
110923295,56361903,1,696,29,6,4,GOOSE,0,6,,
110922204,56361903,1,528,22,5,2,COW,0,6,WHEAT,552.0
110922204,56361903,1,528,22,6,2,COW,0,8,WHEAT,552.0
110922204,56361903,1,696,29,4,3,SHEEP,0,0,,
110922204,56361903,1,696,29,2,4,SHEEP,0,0,,
110922204,56361903,1,696,29,3,4,SHEEP,0,0,,
110922204,56361903,1,696,29,3,5,COW,0,9,,
110922204,56361903,1,696,29,4,5,COW,0,9,,
110919991,56361903,0,576,24,5,2,COW,0,6,WHEAT,600.0
110919991,56361903,0,576,24,6,2,COW,0,8,WHEAT,600.0
110919991,56361903,0,696,29,3,3,SHEEP,0,11,,
110919991,56361903,0,696,29,4,3,SHEEP,0,0,,
