arm,opponent_id,opponent_family,seed,seat,baseline_result,candidate_result,transition,delta_points,delta_self_cash,delta_opp_cash,delta_margin,own_action_changed_decisions,own_field_changed_decisions,own_market_changed_decisions,opponent_action_changed_decisions,full_trajectory_identical
master_hybrid,order_book,order_book,512609243,0,W,W,W->W,0.0,-56.0,-17.0,-39.0,41,4,41,2,False
master_hybrid,order_book,order_book,512609243,1,W,W,W->W,0.0,-56.0,-17.0,-39.0,41,4,41,2,False
master_hybrid,order_book,order_book,512609244,0,W,W,W->W,0.0,-33.0,-50.0,17.0,36,7,34,7,False
master_hybrid,order_book,order_book,512609244,1,W,W,W->W,0.0,-33.0,-50.0,17.0,36,7,34,7,False
master_hybrid,v57,public_router,512609241,0,W,W,W->W,0.0,-48.0,-58.0,10.0,33,2,33,4,False
master_hybrid,v57,public_router,512609241,1,W,W,W->W,0.0,-48.0,-58.0,10.0,33,2,33,4,False
master_hybrid,v57,public_router,512609242,0,L,L,L->L,0.0,-326.0,26.0,-352.0,33,4,31,0,False
master_hybrid,v57,public_router,512609242,1,L,L,L->L,0.0,-326.0,26.0,-352.0,33,4,31,0,False
master_hybrid,v57,public_router,512609243,0,W,W,W->W,0.0,227.0,-337.0,564.0,40,4,40,3,False
master_hybrid,v57,public_router,512609243,1,W,W,W->W,0.0,227.0,-337.0,564.0,40,4,40,3,False
master_hybrid,v57,public_router,512609244,0,W,W,W->W,0.0,29.0,-11.0,40.0,30,7,28,1,False
master_hybrid,v57,public_router,512609244,1,W,W,W->W,0.0,29.0,-11.0,40.0,30,7,28,1,False
moon,B1,herd_safe,512609241,0,T,L,T->L,-0.5,115.0,240.0,-125.0,147,9,145,16,False
moon,B1,herd_safe,512609241,1,T,L,T->L,-0.5,115.0,240.0,-125.0,147,9,145,16,False
moon,B1,herd_safe,512609242,0,T,W,T->W,0.5,881.0,-569.0,1450.0,152,9,149,24,False
moon,B1,herd_safe,512609242,1,T,W,T->W,0.5,881.0,-569.0,1450.0,151,7,149,24,False
moon,B1,herd_safe,512609243,0,T,L,T->L,-0.5,-604.0,214.0,-818.0,120,0,120,10,False
moon,B1,herd_safe,512609243,1,T,L,T->L,-0.5,-604.0,214.0,-818.0,120,0,120,10,False
moon,B1,herd_safe,512609244,0,T,W,T->W,0.5,40.0,-1507.0,1547.0,80,12,74,32,False
moon,B1,herd_safe,512609244,1,T,W,T->W,0.5,40.0,-1507.0,1547.0,80,12,74,32,False
moon,metav4,metav4,512609241,0,W,W,W->W,0.0,-410.0,-284.0,-126.0,148,10,146,29,False
moon,metav4,metav4,512609241,1,W,W,W->W,0.0,-410.0,-284.0,-126.0,148,10,146,29,False
moon,metav4,metav4,512609242,0,W,W,W->W,0.0,569.0,-660.0,1229.0,148,5,146,23,False
moon,metav4,metav4,512609242,1,W,W,W->W,0.0,569.0,-660.0,1229.0,148,5,146,25,False
moon,metav4,metav4,512609243,0,W,L,W->L,-1.0,-847.0,57.0,-904.0,123,4,121,25,False
moon,metav4,metav4,512609243,1,W,L,W->L,-1.0,-847.0,57.0,-904.0,123,4,121,25,False
moon,metav4,metav4,512609244,0,W,W,W->W,0.0,-74.0,-1473.0,1399.0,83,11,78,40,False
moon,metav4,metav4,512609244,1,W,W,W->W,0.0,-74.0,-1473.0,1399.0,83,11,78,40,False
moon,order_book,order_book,512609241,0,W,W,W->W,0.0,149.0,211.0,-62.0,147,9,145,16,False
moon,order_book,order_book,512609241,1,W,W,W->W,0.0,149.0,211.0,-62.0,147,9,145,16,False
moon,order_book,order_book,512609242,0,W,W,W->W,0.0,936.0,-740.0,1676.0,150,9,147,28,False
moon,order_book,order_book,512609242,1,W,W,W->W,0.0,936.0,-740.0,1676.0,149,7,147,28,False
moon,order_book,order_book,512609243,0,W,L,W->L,-1.0,-595.0,-209.0,-386.0,123,4,121,22,False
moon,order_book,order_book,512609243,1,W,L,W->L,-1.0,-595.0,-209.0,-386.0,123,4,121,22,False
moon,order_book,order_book,512609244,0,W,W,W->W,0.0,40.0,-1507.0,1547.0,80,12,74,32,False
moon,order_book,order_book,512609244,1,W,W,W->W,0.0,40.0,-1507.0,1547.0,80,12,74,32,False
moon,v57,public_router,512609241,0,W,W,W->W,0.0,-566.0,-293.0,-273.0,148,10,146,28,False
moon,v57,public_router,512609241,1,W,W,W->W,0.0,-566.0,-293.0,-273.0,148,10,146,28,False
moon,v57,public_router,512609242,0,L,W,L->W,1.0,585.0,-639.0,1224.0,149,5,147,17,False
moon,v57,public_router,512609242,1,L,W,L->W,1.0,585.0,-639.0,1224.0,149,5,147,19,False
moon,v57,public_router,512609243,0,W,L,W->L,-1.0,-263.0,1.0,-264.0,120,0,120,11,False
moon,v57,public_router,512609243,1,W,L,W->L,-1.0,-263.0,1.0,-264.0,120,0,120,11,False
moon,v57,public_router,512609244,0,W,W,W->W,0.0,83.0,-1434.0,1517.0,84,12,78,35,False
moon,v57,public_router,512609244,1,W,W,W->W,0.0,83.0,-1434.0,1517.0,84,12,78,35,False
more_wheat,B1,herd_safe,512609241,0,T,L,T->L,-0.5,-4.0,4.0,-8.0,1,0,1,0,False
more_wheat,B1,herd_safe,512609241,1,T,L,T->L,-0.5,-4.0,4.0,-8.0,1,0,1,0,False
more_wheat,B1,herd_safe,512609242,0,T,L,T->L,-0.5,-2.0,-1.0,-1.0,2,0,2,0,False
more_wheat,B1,herd_safe,512609242,1,T,L,T->L,-0.5,-2.0,-1.0,-1.0,2,0,2,0,False
more_wheat,B1,herd_safe,512609243,0,T,W,T->W,0.5,91.0,59.0,32.0,4,0,4,1,False
more_wheat,B1,herd_safe,512609243,1,T,W,T->W,0.5,91.0,59.0,32.0,4,0,4,1,False
more_wheat,B1,herd_safe,512609244,0,T,W,T->W,0.5,308.0,-740.0,1048.0,29,8,21,23,False
more_wheat,B1,herd_safe,512609244,1,T,W,T->W,0.5,308.0,-740.0,1048.0,29,8,21,23,False
more_wheat,metav4,metav4,512609241,0,W,W,W->W,0.0,-4.0,5.0,-9.0,1,0,1,2,False
more_wheat,metav4,metav4,512609241,1,W,W,W->W,0.0,-4.0,5.0,-9.0,1,0,1,2,False
more_wheat,metav4,metav4,512609242,0,W,W,W->W,0.0,-2.0,0.0,-2.0,2,0,2,2,False
more_wheat,metav4,metav4,512609242,1,W,W,W->W,0.0,-2.0,0.0,-2.0,2,0,2,2,False
more_wheat,metav4,metav4,512609243,0,W,W,W->W,0.0,20.0,-13.0,33.0,3,0,3,2,False
more_wheat,metav4,metav4,512609243,1,W,W,W->W,0.0,20.0,-13.0,33.0,3,0,3,2,False
more_wheat,metav4,metav4,512609244,0,W,W,W->W,0.0,250.0,-797.0,1047.0,33,8,25,26,False
more_wheat,metav4,metav4,512609244,1,W,W,W->W,0.0,250.0,-797.0,1047.0,33,8,25,26,False
more_wheat,order_book,order_book,512609241,0,W,W,W->W,0.0,-4.0,4.0,-8.0,1,0,1,0,False
more_wheat,order_book,order_book,512609241,1,W,W,W->W,0.0,-4.0,4.0,-8.0,1,0,1,0,False
more_wheat,order_book,order_book,512609242,0,W,W,W->W,0.0,-2.0,-1.0,-1.0,2,0,2,0,False
more_wheat,order_book,order_book,512609242,1,W,W,W->W,0.0,-2.0,-1.0,-1.0,2,0,2,0,False
more_wheat,order_book,order_book,512609243,0,W,W,W->W,0.0,91.0,59.0,32.0,4,0,4,1,False
more_wheat,order_book,order_book,512609243,1,W,W,W->W,0.0,91.0,59.0,32.0,4,0,4,1,False
more_wheat,order_book,order_book,512609244,0,W,W,W->W,0.0,308.0,-740.0,1048.0,29,8,21,23,False
more_wheat,order_book,order_book,512609244,1,W,W,W->W,0.0,308.0,-740.0,1048.0,29,8,21,23,False
more_wheat,v57,public_router,512609241,0,W,W,W->W,0.0,-4.0,4.0,-8.0,1,0,1,0,False
more_wheat,v57,public_router,512609241,1,W,W,W->W,0.0,-4.0,4.0,-8.0,1,0,1,0,False
more_wheat,v57,public_router,512609242,0,L,L,L->L,0.0,-2.0,-1.0,-1.0,2,0,2,0,False
more_wheat,v57,public_router,512609242,1,L,L,L->L,0.0,-2.0,-1.0,-1.0,2,0,2,0,False
more_wheat,v57,public_router,512609243,0,W,W,W->W,0.0,20.0,-14.0,34.0,3,0,3,0,False
more_wheat,v57,public_router,512609243,1,W,W,W->W,0.0,20.0,-14.0,34.0,3,0,3,0,False
more_wheat,v57,public_router,512609244,0,W,W,W->W,0.0,262.0,-840.0,1102.0,31,9,22,26,False
more_wheat,v57,public_router,512609244,1,W,W,W->W,0.0,262.0,-840.0,1102.0,31,9,22,26,False
order_book_v3,B1,herd_safe,512609241,0,T,L,T->L,-0.5,-197.0,34.0,-231.0,25,4,22,2,False
order_book_v3,B1,herd_safe,512609241,1,T,L,T->L,-0.5,-197.0,34.0,-231.0,25,4,22,2,False
order_book_v3,B1,herd_safe,512609242,0,T,L,T->L,-0.5,-537.0,61.0,-598.0,29,4,25,1,False
order_book_v3,B1,herd_safe,512609242,1,T,L,T->L,-0.5,-537.0,61.0,-598.0,29,4,25,1,False
order_book_v3,B1,herd_safe,512609243,0,T,W,T->W,0.5,145.0,-265.0,410.0,12,3,9,3,False
order_book_v3,B1,herd_safe,512609243,1,T,W,T->W,0.5,145.0,-265.0,410.0,12,3,9,3,False
order_book_v3,B1,herd_safe,512609244,0,T,W,T->W,0.5,18.0,-39.0,57.0,7,5,3,0,False
order_book_v3,B1,herd_safe,512609244,1,T,W,T->W,0.5,18.0,-39.0,57.0,7,5,3,0,False
order_book_v3,metav4,metav4,512609241,0,W,W,W->W,0.0,-460.0,50.0,-510.0,24,4,21,2,False
order_book_v3,metav4,metav4,512609241,1,W,W,W->W,0.0,-460.0,50.0,-510.0,24,4,21,2,False
order_book_v3,metav4,metav4,512609242,0,W,W,W->W,0.0,-546.0,71.0,-617.0,29,4,25,3,False
order_book_v3,metav4,metav4,512609242,1,W,W,W->W,0.0,-546.0,71.0,-617.0,29,4,25,3,False
order_book_v3,metav4,metav4,512609243,0,W,W,W->W,0.0,-91.0,286.0,-377.0,12,3,9,3,False
order_book_v3,metav4,metav4,512609243,1,W,W,W->W,0.0,-91.0,286.0,-377.0,12,3,9,3,False
order_book_v3,metav4,metav4,512609244,0,W,W,W->W,0.0,-82.0,81.0,-163.0,7,5,3,2,False
order_book_v3,metav4,metav4,512609244,1,W,W,W->W,0.0,-82.0,81.0,-163.0,7,5,3,2,False
order_book_v3,order_book,order_book,512609241,0,W,W,W->W,0.0,-200.0,20.0,-220.0,25,4,22,2,False
order_book_v3,order_book,order_book,512609241,1,W,W,W->W,0.0,-200.0,20.0,-220.0,25,4,22,2,False
order_book_v3,order_book,order_book,512609242,0,W,W,W->W,0.0,-532.0,67.0,-599.0,29,4,25,1,False
order_book_v3,order_book,order_book,512609242,1,W,W,W->W,0.0,-532.0,67.0,-599.0,29,4,25,1,False
order_book_v3,order_book,order_book,512609243,0,W,W,W->W,0.0,270.0,-139.0,409.0,11,3,8,2,False
order_book_v3,order_book,order_book,512609243,1,W,W,W->W,0.0,270.0,-139.0,409.0,11,3,8,2,False
order_book_v3,order_book,order_book,512609244,0,W,W,W->W,0.0,18.0,-39.0,57.0,7,5,3,0,False
order_book_v3,order_book,order_book,512609244,1,W,W,W->W,0.0,18.0,-39.0,57.0,7,5,3,0,False
order_book_v3,v57,public_router,512609241,0,W,W,W->W,0.0,-420.0,2.0,-422.0,24,4,21,0,False
order_book_v3,v57,public_router,512609241,1,W,W,W->W,0.0,-420.0,2.0,-422.0,24,4,21,0,False
order_book_v3,v57,public_router,512609242,0,L,L,L->L,0.0,-530.0,66.0,-596.0,29,4,25,1,False
order_book_v3,v57,public_router,512609242,1,L,L,L->L,0.0,-530.0,66.0,-596.0,29,4,25,1,False
order_book_v3,v57,public_router,512609243,0,W,W,W->W,0.0,98.0,-212.0,310.0,12,3,9,3,False
order_book_v3,v57,public_router,512609243,1,W,W,W->W,0.0,98.0,-212.0,310.0,12,3,9,3,False
order_book_v3,v57,public_router,512609244,0,W,W,W->W,0.0,18.0,-40.0,58.0,7,5,3,0,False
order_book_v3,v57,public_router,512609244,1,W,W,W->W,0.0,18.0,-40.0,58.0,7,5,3,0,False
v15stack,B1,herd_safe,512609241,0,T,L,T->L,-0.5,-177.0,324.0,-501.0,110,11,108,16,False
v15stack,B1,herd_safe,512609241,1,T,L,T->L,-0.5,-177.0,324.0,-501.0,110,11,108,16,False
v15stack,B1,herd_safe,512609242,0,T,W,T->W,0.5,478.0,-228.0,706.0,122,12,117,15,False
v15stack,B1,herd_safe,512609242,1,T,W,T->W,0.5,478.0,-228.0,706.0,120,10,117,15,False
v15stack,B1,herd_safe,512609243,0,T,W,T->W,0.5,-197.0,-246.0,49.0,66,0,66,6,False
v15stack,B1,herd_safe,512609243,1,T,W,T->W,0.5,-197.0,-246.0,49.0,66,0,66,6,False
v15stack,B1,herd_safe,512609244,0,T,W,T->W,0.5,-182.0,-874.0,692.0,54,11,47,26,False
v15stack,B1,herd_safe,512609244,1,T,W,T->W,0.5,-182.0,-874.0,692.0,54,11,47,26,False
v15stack,metav4,metav4,512609241,0,W,W,W->W,0.0,-810.0,-188.0,-622.0,112,11,110,27,False
v15stack,metav4,metav4,512609241,1,W,W,W->W,0.0,-810.0,-188.0,-622.0,112,11,110,27,False
v15stack,metav4,metav4,512609242,0,W,W,W->W,0.0,226.0,-452.0,678.0,115,8,113,22,False
v15stack,metav4,metav4,512609242,1,W,W,W->W,0.0,226.0,-452.0,678.0,115,8,113,24,False
v15stack,metav4,metav4,512609243,0,W,W,W->W,0.0,-373.0,231.0,-604.0,67,0,67,8,False
v15stack,metav4,metav4,512609243,1,W,W,W->W,0.0,-373.0,231.0,-604.0,67,0,67,8,False
v15stack,metav4,metav4,512609244,0,W,W,W->W,0.0,-294.0,-864.0,570.0,54,10,46,24,False
v15stack,metav4,metav4,512609244,1,W,W,W->W,0.0,-294.0,-864.0,570.0,54,10,46,24,False
v15stack,order_book,order_book,512609241,0,W,L,W->L,-1.0,-144.0,296.0,-440.0,110,11,108,16,False
v15stack,order_book,order_book,512609241,1,W,L,W->L,-1.0,-144.0,296.0,-440.0,110,11,108,16,False
v15stack,order_book,order_book,512609242,0,W,W,W->W,0.0,595.0,-542.0,1137.0,120,12,115,27,False
v15stack,order_book,order_book,512609242,1,W,W,W->W,0.0,595.0,-542.0,1137.0,118,10,115,27,False
v15stack,order_book,order_book,512609243,0,W,L,W->L,-1.0,-94.0,-7.0,-87.0,67,0,67,5,False
v15stack,order_book,order_book,512609243,1,W,L,W->L,-1.0,-94.0,-7.0,-87.0,67,0,67,5,False
v15stack,order_book,order_book,512609244,0,W,W,W->W,0.0,-182.0,-874.0,692.0,54,11,47,26,False
v15stack,order_book,order_book,512609244,1,W,W,W->W,0.0,-182.0,-874.0,692.0,54,11,47,26,False
v15stack,v57,public_router,512609241,0,W,L,W->L,-1.0,-916.0,-18.0,-898.0,114,11,112,26,False
v15stack,v57,public_router,512609241,1,W,L,W->L,-1.0,-916.0,-18.0,-898.0,114,11,112,26,False
v15stack,v57,public_router,512609242,0,L,W,L->W,1.0,242.0,-425.0,667.0,115,8,113,15,False
v15stack,v57,public_router,512609242,1,L,W,L->W,1.0,242.0,-425.0,667.0,115,8,113,17,False
v15stack,v57,public_router,512609243,0,W,L,W->L,-1.0,-184.0,-104.0,-80.0,66,0,66,8,False
v15stack,v57,public_router,512609243,1,W,L,W->L,-1.0,-184.0,-104.0,-80.0,66,0,66,8,False
v15stack,v57,public_router,512609244,0,W,W,W->W,0.0,-194.0,-767.0,573.0,56,11,49,25,False
v15stack,v57,public_router,512609244,1,W,W,W->W,0.0,-194.0,-767.0,573.0,56,11,49,25,False
wonderful,B1,herd_safe,512609241,0,T,L,T->L,-0.5,-2098.0,411.0,-2509.0,188,86,125,8,False
wonderful,B1,herd_safe,512609241,1,T,L,T->L,-0.5,-2098.0,411.0,-2509.0,188,86,125,8,False
wonderful,B1,herd_safe,512609242,0,T,L,T->L,-0.5,-1248.0,776.0,-2024.0,194,99,125,34,False
wonderful,B1,herd_safe,512609242,1,T,L,T->L,-0.5,-1248.0,776.0,-2024.0,192,97,125,34,False
wonderful,B1,herd_safe,512609243,0,T,L,T->L,-0.5,-788.0,-45.0,-743.0,99,18,82,13,False
wonderful,B1,herd_safe,512609243,1,T,L,T->L,-0.5,-788.0,-45.0,-743.0,99,18,82,13,False
wonderful,B1,herd_safe,512609244,0,T,L,T->L,-0.5,-1118.0,223.0,-1341.0,120,43,90,52,False
wonderful,B1,herd_safe,512609244,1,T,L,T->L,-0.5,-1118.0,223.0,-1341.0,120,43,90,52,False
wonderful,metav4,metav4,512609241,0,W,L,W->L,-1.0,-2259.0,981.0,-3240.0,190,88,125,22,False
wonderful,metav4,metav4,512609241,1,W,L,W->L,-1.0,-2259.0,981.0,-3240.0,190,88,125,22,False
wonderful,metav4,metav4,512609242,0,W,L,W->L,-1.0,-1378.0,673.0,-2051.0,194,99,125,43,False
wonderful,metav4,metav4,512609242,1,W,L,W->L,-1.0,-1378.0,673.0,-2051.0,192,97,125,45,False
wonderful,metav4,metav4,512609243,0,W,L,W->L,-1.0,-1079.0,417.0,-1496.0,100,18,83,13,False
wonderful,metav4,metav4,512609243,1,W,L,W->L,-1.0,-1079.0,417.0,-1496.0,100,18,83,13,False
wonderful,metav4,metav4,512609244,0,W,L,W->L,-1.0,-1360.0,820.0,-2180.0,132,48,96,76,False
wonderful,metav4,metav4,512609244,1,W,L,W->L,-1.0,-1360.0,820.0,-2180.0,132,48,96,76,False
wonderful,order_book,order_book,512609241,0,W,L,W->L,-1.0,-2079.0,397.0,-2476.0,188,86,125,8,False
wonderful,order_book,order_book,512609241,1,W,L,W->L,-1.0,-2079.0,397.0,-2476.0,188,86,125,8,False
wonderful,order_book,order_book,512609242,0,W,L,W->L,-1.0,-1245.0,781.0,-2026.0,194,99,125,34,False
wonderful,order_book,order_book,512609242,1,W,L,W->L,-1.0,-1245.0,781.0,-2026.0,192,97,125,34,False
wonderful,order_book,order_book,512609243,0,W,L,W->L,-1.0,-752.0,15.0,-767.0,100,18,83,13,False
wonderful,order_book,order_book,512609243,1,W,L,W->L,-1.0,-752.0,15.0,-767.0,100,18,83,13,False
wonderful,order_book,order_book,512609244,0,W,L,W->L,-1.0,-1122.0,227.0,-1349.0,120,43,90,52,False
wonderful,order_book,order_book,512609244,1,W,L,W->L,-1.0,-1122.0,227.0,-1349.0,120,43,90,52,False
wonderful,v57,public_router,512609241,0,W,L,W->L,-1.0,-2185.0,805.0,-2990.0,189,87,124,18,False
wonderful,v57,public_router,512609241,1,W,L,W->L,-1.0,-2185.0,805.0,-2990.0,189,87,124,18,False
wonderful,v57,public_router,512609242,0,L,L,L->L,0.0,-1365.0,711.0,-2076.0,194,99,125,39,False
wonderful,v57,public_router,512609242,1,L,L,L->L,0.0,-1365.0,711.0,-2076.0,192,97,125,41,False
wonderful,v57,public_router,512609243,0,W,L,W->L,-1.0,-766.0,54.0,-820.0,99,18,82,12,False
wonderful,v57,public_router,512609243,1,W,L,W->L,-1.0,-766.0,54.0,-820.0,99,18,82,12,False
wonderful,v57,public_router,512609244,0,W,L,W->L,-1.0,-1053.0,293.0,-1346.0,121,43,91,43,False
wonderful,v57,public_router,512609244,1,W,L,W->L,-1.0,-1053.0,293.0,-1346.0,121,43,91,43,False
