episode_id,seed,units_same,market_same,actions_same,first_units_difference,first_market_difference,shops_json,own_PASS,own_NORTH,own_SOUTH,own_PICKUP,own_WEST,own_BUILD_PASTURE,own_PLACE,own_PLANT,own_CARE,own_WATER,own_FEED,own_COLLECT_FERTILIZER,own_EAST,own_HARVEST,own_DROP,own_BUILD_COOP,own_DIG,own_FERTILIZE,opp_PASS,opp_NORTH,opp_SOUTH,opp_PICKUP,opp_WEST,opp_BUILD_PASTURE,opp_PLACE,opp_PLANT,opp_CARE,opp_WATER,opp_FEED,opp_COLLECT_FERTILIZER,opp_EAST,opp_HARVEST,opp_DROP,opp_BUILD_COOP,opp_DIG,opp_FERTILIZE,create_time,end_time,state,episode_type,agent_0_submission_id,agent_1_submission_id,agent_0_initial_score,agent_1_initial_score,agent_0_updated_score,agent_1_updated_score,submission_id,episode_state,submission_seat,opponent_submission_id,team_name,opponent_team_name,result,own_reward,opponent_reward,step_count,replay_status,agent_0_log_status,agent_1_log_status,replay_path,log_path,error,seat,opponent_id,own_before,own_after,opp_rating,margin
112704959,237439820,683,500,476,3.0,1.0,"[[0, []], [72, [""PIZZA_SHOP""]], [144, [""PIZZA_SHOP"", ""BRUNCH_SPOT""]], [216, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""ICE_CREAM_SHOP""]], [288, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""ICE_CREAM_SHOP"", ""BAKERY""]], [360, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""YARN_STORE""]], [432, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""YARN_STORE"", ""FARMERS_MARKET""]], [504, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""YARN_STORE"", ""FARMERS_MARKET"", ""YARN_STORE""]], [576, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""YARN_STORE"", ""FARMERS_MARKET"", ""YARN_STORE"", ""PET_CAFE""]]]",455,923,499,209,880,14,99,239,405,1098,325,373,589,481,52,5.0,38,124,468,923,499,209,874,14,99,238,405,1099,325,377,585,476,51.0,5.0,38,123,2026-09-24T03:16:43.339258Z,2026-09-24T03:19:24.443950200Z,COMPLETED,EPISODE_TYPE_PUBLIC,56509493,56473574,1499.614352336325,1601.6867048953036,1640.261766126521,1597.3793778479787,56509493,COMPLETED,0,,rsraki,ゴロ・イ,win,93185.0,91134.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112704959.json,logs/round10_b1_herd_safe_submission_56509493/episode_112704959/agent_0_observation_logs.json,,0,56473574,1499.614352336325,1640.261766126521,1601.6867048953036,2051.0
112706103,1487817191,626,514,458,3.0,1.0,"[[0, []], [72, [""PIZZA_SHOP""]], [144, [""PIZZA_SHOP"", ""FARMERS_MARKET""]], [216, [""PIZZA_SHOP"", ""FARMERS_MARKET"", ""BRUNCH_SPOT""]], [288, [""PIZZA_SHOP"", ""FARMERS_MARKET"", ""BRUNCH_SPOT"", ""BAKERY""]], [360, [""PIZZA_SHOP"", ""FARMERS_MARKET"", ""BRUNCH_SPOT"", ""BAKERY"", ""PIZZA_SHOP""]], [432, [""PIZZA_SHOP"", ""FARMERS_MARKET"", ""BRUNCH_SPOT"", ""BAKERY"", ""PIZZA_SHOP"", ""BAKERY""]], [504, [""PIZZA_SHOP"", ""FARMERS_MARKET"", ""BRUNCH_SPOT"", ""BAKERY"", ""PIZZA_SHOP"", ""BAKERY"", ""BRUNCH_SPOT""]], [576, [""PIZZA_SHOP"", ""FARMERS_MARKET"", ""BRUNCH_SPOT"", ""BAKERY"", ""PIZZA_SHOP"", ""BAKERY"", ""BRUNCH_SPOT"", ""ICE_CREAM_SHOP""]]]",581,917,514,212,908,14,108,249,405,1178,288,370,655,519,49,5.0,38,133,600,916,513,211,910,14,108,248,405,1211,288,372,663,516,48.0,5.0,38,122,2026-09-24T03:20:45.188912900Z,2026-09-24T03:25:16.515121900Z,COMPLETED,EPISODE_TYPE_PUBLIC,56482583,56509493,1769.145622120249,1640.261766126521,1764.5662469503343,1789.7923839196485,56509493,COMPLETED,1,,rsraki,Yujin Cha,win,79464.0,76300.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112706103.json,logs/round10_b1_herd_safe_submission_56509493/episode_112706103/agent_1_observation_logs.json,,1,56482583,1640.261766126521,1789.7923839196485,1769.145622120249,3164.0
112707248,1484362487,688,498,471,3.0,1.0,"[[0, []], [72, [""PIZZA_SHOP""]], [144, [""PIZZA_SHOP"", ""BAKERY""]], [216, [""PIZZA_SHOP"", ""BAKERY"", ""SMOOTHIE_SHOP""]], [288, [""PIZZA_SHOP"", ""BAKERY"", ""SMOOTHIE_SHOP"", ""YARN_STORE""]], [360, [""PIZZA_SHOP"", ""BAKERY"", ""SMOOTHIE_SHOP"", ""YARN_STORE"", ""SMOOTHIE_SHOP""]], [432, [""PIZZA_SHOP"", ""BAKERY"", ""SMOOTHIE_SHOP"", ""YARN_STORE"", ""SMOOTHIE_SHOP"", ""YARN_STORE""]], [504, [""PIZZA_SHOP"", ""BAKERY"", ""SMOOTHIE_SHOP"", ""YARN_STORE"", ""SMOOTHIE_SHOP"", ""YARN_STORE"", ""YARN_STORE""]], [576, [""PIZZA_SHOP"", ""BAKERY"", ""SMOOTHIE_SHOP"", ""YARN_STORE"", ""SMOOTHIE_SHOP"", ""YARN_STORE"", ""YARN_STORE"", ""ICE_CREAM_SHOP""]]]",420,923,494,208,874,14,99,239,404,1098,359,373,586,482,52,5.0,38,118,434,923,494,208,868,14,99,238,405,1101,359,375,582,478,51.0,5.0,38,114,2026-09-24T03:24:43.016242500Z,2026-09-24T03:27:29.409988700Z,COMPLETED,EPISODE_TYPE_PUBLIC,56509493,56267101,1789.7923839196485,1608.0476925531648,1851.152043788286,1606.1685529696877,56509493,COMPLETED,0,,rsraki,Hongbin Gu,win,94187.0,91154.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112707248.json,logs/round10_b1_herd_safe_submission_56509493/episode_112707248/agent_0_observation_logs.json,,0,56267101,1789.7923839196485,1851.152043788286,1608.0476925531648,3033.0
112708388,198616152,627,595,523,3.0,1.0,"[[0, []], [72, [""FARMERS_MARKET""]], [144, [""FARMERS_MARKET"", ""BRUNCH_SPOT""]], [216, [""FARMERS_MARKET"", ""BRUNCH_SPOT"", ""PIZZA_SHOP""]], [288, [""FARMERS_MARKET"", ""BRUNCH_SPOT"", ""PIZZA_SHOP"", ""PIZZA_SHOP""]], [360, [""FARMERS_MARKET"", ""BRUNCH_SPOT"", ""PIZZA_SHOP"", ""PIZZA_SHOP"", ""PET_CAFE""]], [432, [""FARMERS_MARKET"", ""BRUNCH_SPOT"", ""PIZZA_SHOP"", ""PIZZA_SHOP"", ""PET_CAFE"", ""BAKERY""]], [504, [""FARMERS_MARKET"", ""BRUNCH_SPOT"", ""PIZZA_SHOP"", ""PIZZA_SHOP"", ""PET_CAFE"", ""BAKERY"", ""FARMERS_MARKET""]], [576, [""FARMERS_MARKET"", ""BRUNCH_SPOT"", ""PIZZA_SHOP"", ""PIZZA_SHOP"", ""PET_CAFE"", ""BAKERY"", ""FARMERS_MARKET"", ""YARN_STORE""]]]",537,919,514,212,910,12,108,249,409,1181,321,361,655,530,50,7.0,36,132,556,918,513,211,912,12,108,249,409,1207,321,362,663,527,49.0,7.0,36,128,2026-09-24T03:28:42.881922Z,2026-09-24T03:30:47.990526300Z,COMPLETED,EPISODE_TYPE_PUBLIC,56364304,56509493,1908.0005905595176,1851.152043788286,1904.1377333056369,1977.2861582007229,56509493,COMPLETED,1,,rsraki,renta.k,win,90034.0,88131.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112708388.json,logs/round10_b1_herd_safe_submission_56509493/episode_112708388/agent_1_observation_logs.json,,1,56364304,1851.152043788286,1977.2861582007229,1908.0005905595176,1903.0
112709526,299503327,663,563,535,3.0,1.0,"[[0, []], [72, [""FARMERS_MARKET""]], [144, [""FARMERS_MARKET"", ""PET_CAFE""]], [216, [""FARMERS_MARKET"", ""PET_CAFE"", ""SMOOTHIE_SHOP""]], [288, [""FARMERS_MARKET"", ""PET_CAFE"", ""SMOOTHIE_SHOP"", ""FARMERS_MARKET""]], [360, [""FARMERS_MARKET"", ""PET_CAFE"", ""SMOOTHIE_SHOP"", ""FARMERS_MARKET"", ""ICE_CREAM_SHOP""]], [432, [""FARMERS_MARKET"", ""PET_CAFE"", ""SMOOTHIE_SHOP"", ""FARMERS_MARKET"", ""ICE_CREAM_SHOP"", ""PIZZA_SHOP""]], [504, [""FARMERS_MARKET"", ""PET_CAFE"", ""SMOOTHIE_SHOP"", ""FARMERS_MARKET"", ""ICE_CREAM_SHOP"", ""PIZZA_SHOP"", ""FARMERS_MARKET""]], [576, [""FARMERS_MARKET"", ""PET_CAFE"", ""SMOOTHIE_SHOP"", ""FARMERS_MARKET"", ""ICE_CREAM_SHOP"", ""PIZZA_SHOP"", ""FARMERS_MARKET"", ""SMOOTHIE_SHOP""]]]",539,919,508,211,904,12,106,249,406,1178,318,364,656,529,51,7.0,37,128,551,916,504,210,893,12,106,249,406,1174,318,366,652,525,50.0,7.0,37,125,2026-09-24T03:32:44.354952700Z,2026-09-24T03:36:53.029768200Z,COMPLETED,EPISODE_TYPE_PUBLIC,56473352,56509493,1873.5965337706375,1977.2861582007229,1871.1430259517524,2057.4006992255518,56509493,COMPLETED,1,,rsraki,Anaconda,win,112027.0,110103.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112709526.json,logs/round10_b1_herd_safe_submission_56509493/episode_112709526/agent_1_observation_logs.json,,1,56473352,1977.2861582007229,2057.4006992255518,1873.5965337706375,1924.0
112710679,39303332,719,668,668,,1.0,"[[0, []], [72, [""ICE_CREAM_SHOP""]], [144, [""ICE_CREAM_SHOP"", ""FARMERS_MARKET""]], [216, [""ICE_CREAM_SHOP"", ""FARMERS_MARKET"", ""BAKERY""]], [288, [""ICE_CREAM_SHOP"", ""FARMERS_MARKET"", ""BAKERY"", ""PIZZA_SHOP""]], [360, [""ICE_CREAM_SHOP"", ""FARMERS_MARKET"", ""BAKERY"", ""PIZZA_SHOP"", ""BAKERY""]], [432, [""ICE_CREAM_SHOP"", ""FARMERS_MARKET"", ""BAKERY"", ""PIZZA_SHOP"", ""BAKERY"", ""PIZZA_SHOP""]], [504, [""ICE_CREAM_SHOP"", ""FARMERS_MARKET"", ""BAKERY"", ""PIZZA_SHOP"", ""BAKERY"", ""PIZZA_SHOP"", ""SMOOTHIE_SHOP""]], [576, [""ICE_CREAM_SHOP"", ""FARMERS_MARKET"", ""BAKERY"", ""PIZZA_SHOP"", ""BAKERY"", ""PIZZA_SHOP"", ""SMOOTHIE_SHOP"", ""PET_CAFE""]]]",545,917,514,212,908,14,108,249,405,1178,323,368,655,521,49,5.0,38,134,545,917,514,212,908,14,108,249,405,1178,323,368,655,521,49.0,5.0,38,134,2026-09-24T03:36:45.937839600Z,2026-09-24T03:39:25.909930100Z,COMPLETED,EPISODE_TYPE_PUBLIC,56441142,56509493,2202.1101225978305,2057.4006992255518,2197.3673470235194,2212.266840427548,56509493,COMPLETED,1,,rsraki,Yixuan Yang,win,86561.0,85855.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112710679.json,logs/round10_b1_herd_safe_submission_56509493/episode_112710679/agent_1_observation_logs.json,,1,56441142,2057.4006992255518,2212.266840427548,2202.1101225978305,706.0
112711880,1423599676,711,708,701,185.0,1.0,"[[0, []], [72, [""ICE_CREAM_SHOP""]], [144, [""ICE_CREAM_SHOP"", ""YARN_STORE""]], [216, [""ICE_CREAM_SHOP"", ""YARN_STORE"", ""PET_CAFE""]], [288, [""ICE_CREAM_SHOP"", ""YARN_STORE"", ""PET_CAFE"", ""ICE_CREAM_SHOP""]], [360, [""ICE_CREAM_SHOP"", ""YARN_STORE"", ""PET_CAFE"", ""ICE_CREAM_SHOP"", ""PET_CAFE""]], [432, [""ICE_CREAM_SHOP"", ""YARN_STORE"", ""PET_CAFE"", ""ICE_CREAM_SHOP"", ""PET_CAFE"", ""ICE_CREAM_SHOP""]], [504, [""ICE_CREAM_SHOP"", ""YARN_STORE"", ""PET_CAFE"", ""ICE_CREAM_SHOP"", ""PET_CAFE"", ""ICE_CREAM_SHOP"", ""ICE_CREAM_SHOP""]], [576, [""ICE_CREAM_SHOP"", ""YARN_STORE"", ""PET_CAFE"", ""ICE_CREAM_SHOP"", ""PET_CAFE"", ""ICE_CREAM_SHOP"", ""ICE_CREAM_SHOP"", ""PIZZA_SHOP""]]]",673,941,583,157,909,17,110,239,397,1095,348,379,624,469,30,2.0,37,108,673,939,581,157,911,17,112,239,397,1095,348,377,626,471,29.0,2.0,36,108,2026-09-24T03:40:47.178791600Z,2026-09-24T03:45:18.222187500Z,COMPLETED,EPISODE_TYPE_PUBLIC,56488428,56509493,2252.062620352585,2212.266840427548,2248.218146942577,2319.676719984706,56509493,COMPLETED,1,,rsraki,Chanhyuk Han,win,107564.0,107505.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112711880.json,logs/round10_b1_herd_safe_submission_56509493/episode_112711880/agent_1_observation_logs.json,,1,56488428,2212.266840427548,2319.676719984706,2252.062620352585,59.0
112713015,243930834,719,701,701,,1.0,"[[0, []], [72, [""SMOOTHIE_SHOP""]], [144, [""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP""]], [216, [""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP""]], [288, [""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP"", ""PIZZA_SHOP""]], [360, [""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP"", ""PIZZA_SHOP"", ""SMOOTHIE_SHOP""]], [432, [""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP"", ""PIZZA_SHOP"", ""SMOOTHIE_SHOP"", ""PET_CAFE""]], [504, [""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP"", ""PIZZA_SHOP"", ""SMOOTHIE_SHOP"", ""PET_CAFE"", ""BRUNCH_SPOT""]], [576, [""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP"", ""SMOOTHIE_SHOP"", ""PIZZA_SHOP"", ""SMOOTHIE_SHOP"", ""PET_CAFE"", ""BRUNCH_SPOT"", ""PIZZA_SHOP""]]]",441,912,494,206,863,19,99,239,404,1099,333,379,584,478,53,,37,105,441,912,494,206,863,19,99,239,404,1099,333,379,584,478,53.0,,37,105,2026-09-24T03:44:44.995933Z,2026-09-24T03:46:27.343860400Z,COMPLETED,EPISODE_TYPE_PUBLIC,56509493,56452785,2319.676719984706,2270.999409500981,2392.333689818612,2267.9196590495444,56509493,COMPLETED,0,,rsraki,Wills Cui,win,151331.0,150924.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112713015.json,logs/round10_b1_herd_safe_submission_56509493/episode_112713015/agent_0_observation_logs.json,,0,56452785,2319.676719984706,2392.333689818612,2270.999409500981,407.0
112713547,281972772,719,696,696,,411.0,"[[0, []], [72, [""BAKERY""]], [144, [""BAKERY"", ""YARN_STORE""]], [216, [""BAKERY"", ""YARN_STORE"", ""PIZZA_SHOP""]], [288, [""BAKERY"", ""YARN_STORE"", ""PIZZA_SHOP"", ""ICE_CREAM_SHOP""]], [360, [""BAKERY"", ""YARN_STORE"", ""PIZZA_SHOP"", ""ICE_CREAM_SHOP"", ""BAKERY""]], [432, [""BAKERY"", ""YARN_STORE"", ""PIZZA_SHOP"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""YARN_STORE""]], [504, [""BAKERY"", ""YARN_STORE"", ""PIZZA_SHOP"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""YARN_STORE"", ""PIZZA_SHOP""]], [576, [""BAKERY"", ""YARN_STORE"", ""PIZZA_SHOP"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""YARN_STORE"", ""PIZZA_SHOP"", ""FARMERS_MARKET""]]]",672,945,583,157,907,17,110,239,397,1096,361,379,618,462,30,2.0,36,106,672,945,583,157,907,17,110,239,397,1096,361,379,618,462,30.0,2.0,36,106,2026-09-24T03:44:46.074550Z,2026-09-24T03:47:54.117029700Z,COMPLETED,EPISODE_TYPE_PUBLIC,56507190,56509493,2221.245733212917,2392.333689818612,2229.588446063234,2279.6057313941583,56509493,COMPLETED,1,,rsraki,Ahmed Mostafa #2,loss,74989.0,75721.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112713547.json,logs/round10_b1_herd_safe_submission_56509493/episode_112713547/agent_1_observation_logs.json,,1,56507190,2392.333689818612,2279.6057313941583,2221.245733212917,-732.0
112714306,525138817,551,521,436,187.0,1.0,"[[0, []], [72, [""FARMERS_MARKET""]], [144, [""FARMERS_MARKET"", ""SMOOTHIE_SHOP""]], [216, [""FARMERS_MARKET"", ""SMOOTHIE_SHOP"", ""PET_CAFE""]], [288, [""FARMERS_MARKET"", ""SMOOTHIE_SHOP"", ""PET_CAFE"", ""BAKERY""]], [360, [""FARMERS_MARKET"", ""SMOOTHIE_SHOP"", ""PET_CAFE"", ""BAKERY"", ""PIZZA_SHOP""]], [432, [""FARMERS_MARKET"", ""SMOOTHIE_SHOP"", ""PET_CAFE"", ""BAKERY"", ""PIZZA_SHOP"", ""YARN_STORE""]], [504, [""FARMERS_MARKET"", ""SMOOTHIE_SHOP"", ""PET_CAFE"", ""BAKERY"", ""PIZZA_SHOP"", ""YARN_STORE"", ""PET_CAFE""]], [576, [""FARMERS_MARKET"", ""SMOOTHIE_SHOP"", ""PET_CAFE"", ""BAKERY"", ""PIZZA_SHOP"", ""YARN_STORE"", ""PET_CAFE"", ""YARN_STORE""]]]",469,920,499,208,872,14,99,239,404,1099,307,376,587,482,52,5.0,38,118,460,934,521,205,881,14,100,239,416,1106,306,370,598,483,48.0,5.0,37,113,2026-09-24T03:48:46.095182100Z,2026-09-24T03:51:36.600804600Z,COMPLETED,EPISODE_TYPE_PUBLIC,56490528,56509493,2234.7454601327213,2279.6057313941583,2231.4475085009194,2332.37295750299,56509493,COMPLETED,1,,rsraki,Fabian Friedland,win,83723.0,83570.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112714306.json,logs/round10_b1_herd_safe_submission_56509493/episode_112714306/agent_1_observation_logs.json,,1,56490528,2279.6057313941583,2332.37295750299,2234.7454601327213,153.0
112715478,735539330,719,719,719,,,"[[0, []], [72, [""BAKERY""]], [144, [""BAKERY"", ""YARN_STORE""]], [216, [""BAKERY"", ""YARN_STORE"", ""YARN_STORE""]], [288, [""BAKERY"", ""YARN_STORE"", ""YARN_STORE"", ""BAKERY""]], [360, [""BAKERY"", ""YARN_STORE"", ""YARN_STORE"", ""BAKERY"", ""FARMERS_MARKET""]], [432, [""BAKERY"", ""YARN_STORE"", ""YARN_STORE"", ""BAKERY"", ""FARMERS_MARKET"", ""YARN_STORE""]], [504, [""BAKERY"", ""YARN_STORE"", ""YARN_STORE"", ""BAKERY"", ""FARMERS_MARKET"", ""YARN_STORE"", ""YARN_STORE""]], [576, [""BAKERY"", ""YARN_STORE"", ""YARN_STORE"", ""BAKERY"", ""FARMERS_MARKET"", ""YARN_STORE"", ""YARN_STORE"", ""FARMERS_MARKET""]]]",751,957,611,181,917,23,137,239,500,1096,437,439,677,495,25,2.0,36,96,751,957,611,181,917,23,137,239,500,1096,437,439,677,495,25.0,2.0,36,96,2026-09-24T03:52:49.620295500Z,2026-09-24T03:57:18.118962Z,COMPLETED,EPISODE_TYPE_PUBLIC,56466062,56509493,2358.674739497837,2275.7912182619184,2356.9727752227964,2294.368755067422,56509493,COMPLETED,1,,rsraki,ml_gg,draw,105468.0,105468.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112715478.json,logs/round10_b1_herd_safe_submission_56509493/episode_112715478/agent_1_observation_logs.json,,1,56466062,2275.7912182619184,2294.368755067422,2358.674739497837,0.0
112715910,704903415,712,672,668,186.0,351.0,"[[0, []], [72, [""BAKERY""]], [144, [""BAKERY"", ""ICE_CREAM_SHOP""]], [216, [""BAKERY"", ""ICE_CREAM_SHOP"", ""PET_CAFE""]], [288, [""BAKERY"", ""ICE_CREAM_SHOP"", ""PET_CAFE"", ""PET_CAFE""]], [360, [""BAKERY"", ""ICE_CREAM_SHOP"", ""PET_CAFE"", ""PET_CAFE"", ""BAKERY""]], [432, [""BAKERY"", ""ICE_CREAM_SHOP"", ""PET_CAFE"", ""PET_CAFE"", ""BAKERY"", ""FARMERS_MARKET""]], [504, [""BAKERY"", ""ICE_CREAM_SHOP"", ""PET_CAFE"", ""PET_CAFE"", ""BAKERY"", ""FARMERS_MARKET"", ""PIZZA_SHOP""]], [576, [""BAKERY"", ""ICE_CREAM_SHOP"", ""PET_CAFE"", ""PET_CAFE"", ""BAKERY"", ""FARMERS_MARKET"", ""PIZZA_SHOP"", ""FARMERS_MARKET""]]]",493,920,499,208,872,14,99,239,403,1099,284,376,587,482,52,5.0,38,118,494,920,499,208,872,14,99,238,404,1099,284,374,587,482,52.0,5.0,39,118,2026-09-24T03:52:50.356206300Z,2026-09-24T03:55:26.935927500Z,COMPLETED,EPISODE_TYPE_PUBLIC,56506843,56509493,2300.9420208644665,2332.37295750299,2306.997525670937,2275.7912182619184,56509493,COMPLETED,1,,rsraki,Seva Gusev,loss,62319.0,62322.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112715910.json,logs/round10_b1_herd_safe_submission_56509493/episode_112715910/agent_1_observation_logs.json,,1,56506843,2332.37295750299,2275.7912182619184,2300.9420208644665,-3.0
112716679,1240191080,713,712,708,626.0,634.0,"[[0, []], [72, [""ICE_CREAM_SHOP""]], [144, [""ICE_CREAM_SHOP"", ""BAKERY""]], [216, [""ICE_CREAM_SHOP"", ""BAKERY"", ""FARMERS_MARKET""]], [288, [""ICE_CREAM_SHOP"", ""BAKERY"", ""FARMERS_MARKET"", ""FARMERS_MARKET""]], [360, [""ICE_CREAM_SHOP"", ""BAKERY"", ""FARMERS_MARKET"", ""FARMERS_MARKET"", ""PET_CAFE""]], [432, [""ICE_CREAM_SHOP"", ""BAKERY"", ""FARMERS_MARKET"", ""FARMERS_MARKET"", ""PET_CAFE"", ""PIZZA_SHOP""]], [504, [""ICE_CREAM_SHOP"", ""BAKERY"", ""FARMERS_MARKET"", ""FARMERS_MARKET"", ""PET_CAFE"", ""PIZZA_SHOP"", ""BRUNCH_SPOT""]], [576, [""ICE_CREAM_SHOP"", ""BAKERY"", ""FARMERS_MARKET"", ""FARMERS_MARKET"", ""PET_CAFE"", ""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""YARN_STORE""]]]",484,923,501,209,878,14,99,239,404,1100,294,376,588,481,52,5.0,38,124,485,923,501,209,878,14,99,239,405,1100,294,374,588,481,52.0,5.0,38,124,2026-09-24T03:56:44.289643600Z,2026-09-24T04:00:44.371450100Z,COMPLETED,EPISODE_TYPE_PUBLIC,56509493,56495332,2294.368755067422,2369.261339822845,2261.125209806411,2372.34563476732,56509493,COMPLETED,0,,rsraki,LIH.YUN,loss,91448.0,91664.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112716679.json,logs/round10_b1_herd_safe_submission_56509493/episode_112716679/agent_0_observation_logs.json,,0,56495332,2294.368755067422,2261.125209806411,2369.261339822845,-216.0
112716680,1113948687,716,545,542,476.0,1.0,"[[0, []], [72, [""PIZZA_SHOP""]], [144, [""PIZZA_SHOP"", ""BRUNCH_SPOT""]], [216, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""FARMERS_MARKET""]], [288, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""FARMERS_MARKET"", ""YARN_STORE""]], [360, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""FARMERS_MARKET"", ""YARN_STORE"", ""BAKERY""]], [432, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""FARMERS_MARKET"", ""YARN_STORE"", ""BAKERY"", ""ICE_CREAM_SHOP""]], [504, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""FARMERS_MARKET"", ""YARN_STORE"", ""BAKERY"", ""ICE_CREAM_SHOP"", ""FARMERS_MARKET""]], [576, [""PIZZA_SHOP"", ""BRUNCH_SPOT"", ""FARMERS_MARKET"", ""YARN_STORE"", ""BAKERY"", ""ICE_CREAM_SHOP"", ""FARMERS_MARKET"", ""PIZZA_SHOP""]]]",452,923,499,209,880,14,99,239,404,1098,329,373,589,482,52,5.0,38,124,452,923,499,209,880,14,99,239,405,1098,329,375,589,479,52.0,5.0,38,124,2026-09-24T03:56:44.289053600Z,2026-09-24T04:01:31.899723800Z,COMPLETED,EPISODE_TYPE_PUBLIC,56509493,56509401,2261.125209806411,2303.337835928134,2230.6754868036205,2340.1413127168385,56509493,COMPLETED,0,,rsraki,Justin Yang,loss,85584.0,88248.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112716680.json,logs/round10_b1_herd_safe_submission_56509493/episode_112716680/agent_0_observation_logs.json,,0,56509401,2261.125209806411,2230.6754868036205,2303.337835928134,-2664.0
112717862,1981309468,704,693,680,146.0,1.0,"[[0, []], [72, [""YARN_STORE""]], [144, [""YARN_STORE"", ""ICE_CREAM_SHOP""]], [216, [""YARN_STORE"", ""ICE_CREAM_SHOP"", ""BAKERY""]], [288, [""YARN_STORE"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""BRUNCH_SPOT""]], [360, [""YARN_STORE"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""BRUNCH_SPOT"", ""ICE_CREAM_SHOP""]], [432, [""YARN_STORE"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""BRUNCH_SPOT"", ""ICE_CREAM_SHOP"", ""SMOOTHIE_SHOP""]], [504, [""YARN_STORE"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""BRUNCH_SPOT"", ""ICE_CREAM_SHOP"", ""SMOOTHIE_SHOP"", ""BRUNCH_SPOT""]], [576, [""YARN_STORE"", ""ICE_CREAM_SHOP"", ""BAKERY"", ""BRUNCH_SPOT"", ""ICE_CREAM_SHOP"", ""SMOOTHIE_SHOP"", ""BRUNCH_SPOT"", ""PET_CAFE""]]]",671,945,583,157,907,17,110,239,397,1096,362,379,618,462,30,2.0,36,106,654,943,581,157,909,17,112,239,411,1096,362,377,620,464,29.0,2.0,38,106,2026-09-24T04:00:47.468279500Z,2026-09-24T04:03:35.258607800Z,COMPLETED,EPISODE_TYPE_PUBLIC,56509493,56491805,2230.6754868036205,2220.75922331088,2264.4579891299195,2216.783670268805,56509493,COMPLETED,0,,rsraki,M0h4m3d-Byte,win,104632.0,103281.0,720,downloaded,extracted_empty,extracted_empty,replays/round10_b1_herd_safe_submission_56509493/episode_112717862.json,logs/round10_b1_herd_safe_submission_56509493/episode_112717862/agent_0_observation_logs.json,,0,56491805,2230.6754868036205,2264.4579891299195,2220.75922331088,1351.0
