episode_id,role,op,item,units,cash
112699185,opp,HIRE,,305,-7908
112699185,opp,SELL,CARROT,0,0
112699185,opp,SELL,EGG,0,0
112699185,opp,SELL,FERTILIZER,211,11267
112699185,opp,SELL,MELON,120,14401
112699185,opp,SELL,MILK,217,21334
112699185,opp,SELL,STRAWBERRY,280,55445
112699185,opp,SELL,TOMATO,0,0
112699185,opp,SELL,WHEAT,814,36103
112699185,opp,SELL,WOOL,164,4580
112699185,self,BUY_ANIMAL,COW,8,-3200
112699185,self,BUY_ANIMAL,GOOSE,3,-900
112699185,self,BUY_ANIMAL,SHEEP,6,-3000
112699185,self,BUY_LAND,,3,-7000
112699185,self,BUY_PRODUCT,FERTILIZER,100,-3608
112699185,self,BUY_PRODUCT,WHEAT,125,-4537
112699185,self,BUY_SEED,CARROT,31,-620
112699185,self,BUY_SEED,MELON,12,-960
112699185,self,BUY_SEED,STRAWBERRY,33,-3300
112699185,self,BUY_SEED,TOMATO,10,-500
112699185,self,BUY_SEED,WHEAT,164,-1640
112699185,self,HIRE,,283,-7468
112699185,self,SELL,CARROT,95,5353
112699185,self,SELL,EGG,91,4753
112699185,self,SELL,FERTILIZER,332,17065
112699185,self,SELL,MELON,72,16946
112699185,self,SELL,MILK,241,25357
112699185,self,SELL,STRAWBERRY,249,51827
112699185,self,SELL,TOMATO,80,27221
112699185,self,SELL,WHEAT,387,18609
112699185,self,SELL,WOOL,110,6483
112700362,opp,BUY_ANIMAL,COW,10,-4000
112700362,opp,BUY_ANIMAL,SHEEP,4,-2000
112700362,opp,BUY_LAND,,2,-3000
112700362,opp,BUY_PRODUCT,WHEAT,519,-20062
112700362,opp,BUY_SEED,CARROT,13,-260
112700362,opp,BUY_SEED,MELON,20,-1600
112700362,opp,BUY_SEED,STRAWBERRY,34,-3400
112700362,opp,BUY_SEED,WHEAT,135,-1350
112700362,opp,HIRE,,277,-5977
112700362,opp,SELL,CARROT,15,924
112700362,opp,SELL,FERTILIZER,242,11807
112700362,opp,SELL,MELON,120,13949
112700362,opp,SELL,MILK,278,11362
112700362,opp,SELL,STRAWBERRY,254,48015
112700362,opp,SELL,WHEAT,598,23464
112700362,opp,SELL,WOOL,120,13740
112700362,self,BUY_ANIMAL,COW,8,-3200
112700362,self,BUY_ANIMAL,GOOSE,3,-900
112700362,self,BUY_ANIMAL,SHEEP,6,-3000
112700362,self,BUY_LAND,,2,-3000
112700362,self,BUY_PRODUCT,FERTILIZER,94,-3001
112700362,self,BUY_PRODUCT,WHEAT,122,-4078
112700362,self,BUY_SEED,CARROT,57,-1140
112700362,self,BUY_SEED,MELON,12,-960
112700362,self,BUY_SEED,STRAWBERRY,33,-3300
112700362,self,BUY_SEED,WHEAT,141,-1410
112700362,self,HIRE,,267,-4308
112700362,self,SELL,CARROT,182,10757
112700362,self,SELL,EGG,86,4567
112700362,self,SELL,FERTILIZER,342,16233
112700362,self,SELL,MELON,72,16064
112700362,self,SELL,MILK,208,15106
112700362,self,SELL,STRAWBERRY,249,49637
112700362,self,SELL,WHEAT,305,11808
112700362,self,SELL,WOOL,157,19433
112701496,opp,BUY_ANIMAL,COW,6,-2400
112701496,opp,BUY_ANIMAL,GOOSE,5,-1500
112701496,opp,BUY_ANIMAL,SHEEP,6,-3000
112701496,opp,BUY_LAND,,2,-3000
112701496,opp,BUY_PRODUCT,FERTILIZER,98,-2797
112701496,opp,BUY_PRODUCT,WHEAT,1494,-63359
112701496,opp,BUY_SEED,CARROT,67,-1340
112701496,opp,BUY_SEED,MELON,12,-960
112701496,opp,BUY_SEED,STRAWBERRY,33,-3300
112701496,opp,BUY_SEED,WHEAT,140,-1400
112701496,opp,HIRE,,268,-4397
112701496,opp,SELL,CARROT,189,11225
112701496,opp,SELL,EGG,161,8503
112701496,opp,SELL,FERTILIZER,337,15282
112701496,opp,SELL,MELON,72,14267
112701496,opp,SELL,MILK,147,4295
112701496,opp,SELL,STRAWBERRY,245,46322
112701496,opp,SELL,WHEAT,1687,71549
112701496,opp,SELL,WOOL,147,12354
112701496,self,BUY_ANIMAL,COW,6,-2400
112701496,self,BUY_ANIMAL,GOOSE,5,-1500
112701496,self,BUY_ANIMAL,SHEEP,6,-3000
112701496,self,BUY_LAND,,2,-3000
112701496,self,BUY_PRODUCT,FERTILIZER,98,-2797
112701496,self,BUY_PRODUCT,WHEAT,1494,-63359
112701496,self,BUY_SEED,CARROT,59,-1180
112701496,self,BUY_SEED,MELON,12,-960
112701496,self,BUY_SEED,STRAWBERRY,33,-3300
112701496,self,BUY_SEED,WHEAT,140,-1400
112701496,self,HIRE,,268,-4397
112701496,self,SELL,CARROT,189,11206
112701496,self,SELL,EGG,161,8502
112701496,self,SELL,FERTILIZER,339,15397
112701496,self,SELL,MELON,72,14267
112701496,self,SELL,MILK,147,4295
112701496,self,SELL,STRAWBERRY,247,46375
112701496,self,SELL,WHEAT,1687,71584
112701496,self,SELL,WOOL,147,12354
112701506,opp,BUY_ANIMAL,COW,9,-3600
112701506,opp,BUY_ANIMAL,SHEEP,4,-2000
112701506,opp,BUY_LAND,,2,-3000
112701506,opp,BUY_PRODUCT,WHEAT,206,-7599
112701506,opp,BUY_SEED,MELON,18,-1440
112701506,opp,BUY_SEED,STRAWBERRY,37,-3700
112701506,opp,BUY_SEED,WHEAT,140,-1400
112701506,opp,HIRE,,263,-7169
112701506,opp,SELL,FERTILIZER,219,10694
112701506,opp,SELL,MELON,108,14424
112701506,opp,SELL,MILK,220,51735
112701506,opp,SELL,STRAWBERRY,286,57269
112701506,opp,SELL,WHEAT,431,16154
112701506,opp,SELL,WOOL,132,13164
112701506,self,BUY_ANIMAL,COW,9,-3600
112701506,self,BUY_ANIMAL,GOOSE,3,-900
112701506,self,BUY_ANIMAL,SHEEP,5,-2500
112701506,self,BUY_LAND,,2,-3000
112701506,self,BUY_PRODUCT,FERTILIZER,72,-2984
112701506,self,BUY_PRODUCT,WHEAT,124,-4279
112701506,self,BUY_SEED,CARROT,31,-620
112701506,self,BUY_SEED,MELON,12,-960
112701506,self,BUY_SEED,STRAWBERRY,33,-3300
112701506,self,BUY_SEED,WHEAT,164,-1640
112701506,self,HIRE,,264,-3986
112701506,self,SELL,CARROT,95,2961
112701506,self,SELL,EGG,93,5066
112701506,self,SELL,FERTILIZER,338,17318
112701506,self,SELL,MELON,72,16908
112701506,self,SELL,MILK,263,61121
112701506,self,SELL,STRAWBERRY,249,50970
112701506,self,SELL,WHEAT,357,13780
112701506,self,SELL,WOOL,109,12834
112702653,opp,BUY_ANIMAL,COW,6,-2400
112702653,opp,BUY_ANIMAL,SHEEP,11,-5500
112702653,opp,BUY_LAND,,2,-3000
112702653,opp,BUY_PRODUCT,FERTILIZER,19,-591
112702653,opp,BUY_PRODUCT,WHEAT,149,-5374
112702653,opp,BUY_SEED,CARROT,37,-740
112702653,opp,BUY_SEED,MELON,12,-960
112702653,opp,BUY_SEED,STRAWBERRY,33,-3300
112702653,opp,BUY_SEED,WHEAT,157,-1570
112702653,opp,HIRE,,278,-4942
112702653,opp,SELL,CARROT,91,3544
112702653,opp,SELL,FERTILIZER,321,13442
112702653,opp,SELL,MELON,72,14231
112702653,opp,SELL,MILK,191,31019
112702653,opp,SELL,STRAWBERRY,246,45661
112702653,opp,SELL,WHEAT,271,10490
112702653,opp,SELL,WOOL,278,6250
112702653,self,BUY_ANIMAL,COW,9,-3600
112702653,self,BUY_ANIMAL,GOOSE,3,-900
112702653,self,BUY_ANIMAL,SHEEP,5,-2500
112702653,self,BUY_LAND,,2,-3000
112702653,self,BUY_PRODUCT,FERTILIZER,92,-2482
112702653,self,BUY_PRODUCT,WHEAT,122,-3996
112702653,self,BUY_SEED,CARROT,31,-620
112702653,self,BUY_SEED,MELON,12,-960
112702653,self,BUY_SEED,STRAWBERRY,33,-3300
112702653,self,BUY_SEED,WHEAT,164,-1640
112702653,self,HIRE,,267,-4308
112702653,self,SELL,CARROT,97,3730
112702653,self,SELL,EGG,93,5402
112702653,self,SELL,FERTILIZER,338,14745
112702653,self,SELL,MELON,72,14278
112702653,self,SELL,MILK,266,42255
112702653,self,SELL,STRAWBERRY,244,45865
112702653,self,SELL,WHEAT,395,15145
112702653,self,SELL,WOOL,87,4637
112703812,opp,BUY_ANIMAL,COW,8,-3200
112703812,opp,BUY_ANIMAL,GOOSE,3,-900
112703812,opp,BUY_ANIMAL,SHEEP,6,-3000
112703812,opp,BUY_LAND,,2,-3000
112703812,opp,BUY_PRODUCT,FERTILIZER,46,-1860
112703812,opp,BUY_PRODUCT,WHEAT,1340,-52009
112703812,opp,BUY_SEED,CARROT,31,-620
112703812,opp,BUY_SEED,MELON,12,-960
112703812,opp,BUY_SEED,STRAWBERRY,33,-3300
112703812,opp,BUY_SEED,WHEAT,163,-1630
112703812,opp,HIRE,,267,-4219
112703812,opp,SELL,CARROT,83,3468
112703812,opp,SELL,EGG,92,4807
112703812,opp,SELL,FERTILIZER,355,14754
112703812,opp,SELL,MELON,72,14267
112703812,opp,SELL,MILK,242,12762
112703812,opp,SELL,STRAWBERRY,249,26653
112703812,opp,SELL,TOMATO,0,0
112703812,opp,SELL,WHEAT,1487,57675
112703812,opp,SELL,WOOL,161,34893
112703812,self,BUY_ANIMAL,COW,8,-3200
112703812,self,BUY_ANIMAL,SHEEP,9,-4500
112703812,self,BUY_LAND,,2,-3000
112703812,self,BUY_PRODUCT,FERTILIZER,98,-2446
112703812,self,BUY_PRODUCT,WHEAT,122,-4321
112703812,self,BUY_SEED,CARROT,39,-780
112703812,self,BUY_SEED,MELON,12,-960
112703812,self,BUY_SEED,STRAWBERRY,33,-3300
112703812,self,BUY_SEED,WHEAT,160,-1600
112703812,self,HIRE,,268,-4452
112703812,self,SELL,CARROT,120,4985
112703812,self,SELL,FERTILIZER,343,14682
112703812,self,SELL,MELON,72,14267
112703812,self,SELL,MILK,209,12925
112703812,self,SELL,STRAWBERRY,249,26567
112703812,self,SELL,WHEAT,384,14490
112703812,self,SELL,WOOL,219,47629
112704959,opp,BUY_ANIMAL,COW,9,-3600
112704959,opp,BUY_ANIMAL,GOOSE,3,-900
112704959,opp,BUY_ANIMAL,SHEEP,5,-2500
112704959,opp,BUY_LAND,,2,-3000
112704959,opp,BUY_PRODUCT,FERTILIZER,98,-3194
112704959,opp,BUY_PRODUCT,WHEAT,131,-4633
112704959,opp,BUY_SEED,CARROT,31,-620
112704959,opp,BUY_SEED,MELON,12,-960
112704959,opp,BUY_SEED,STRAWBERRY,33,-3300
112704959,opp,BUY_SEED,WHEAT,163,-1630
112704959,opp,HIRE,,268,-4397
112704959,opp,SELL,CARROT,94,3749
112704959,opp,SELL,EGG,78,4379
112704959,opp,SELL,FERTILIZER,342,15822
112704959,opp,SELL,MELON,72,14267
112704959,opp,SELL,MILK,231,19079
112704959,opp,SELL,STRAWBERRY,249,22147
112704959,opp,SELL,TOMATO,0,0
112704959,opp,SELL,WHEAT,417,16635
112704959,opp,SELL,WOOL,132,20790
112704959,self,BUY_ANIMAL,COW,9,-3600
112704959,self,BUY_ANIMAL,GOOSE,3,-900
112704959,self,BUY_ANIMAL,SHEEP,5,-2500
112704959,self,BUY_LAND,,2,-3000
112704959,self,BUY_PRODUCT,FERTILIZER,98,-3211
112704959,self,BUY_PRODUCT,WHEAT,122,-4412
112704959,self,BUY_SEED,CARROT,31,-620
112704959,self,BUY_SEED,MELON,12,-960
112704959,self,BUY_SEED,STRAWBERRY,33,-3300
112704959,self,BUY_SEED,WHEAT,164,-1640
112704959,self,HIRE,,268,-4397
112704959,self,SELL,CARROT,97,3861
112704959,self,SELL,EGG,87,4874
112704959,self,SELL,FERTILIZER,338,15670
112704959,self,SELL,MELON,72,14267
112704959,self,SELL,MILK,231,19600
112704959,self,SELL,STRAWBERRY,249,22728
112704959,self,SELL,WHEAT,415,16802
112704959,self,SELL,WOOL,132,20923
112706103,opp,BUY_ANIMAL,COW,8,-3200
112706103,opp,BUY_ANIMAL,GOOSE,3,-900
112706103,opp,BUY_ANIMAL,SHEEP,6,-3000
112706103,opp,BUY_LAND,,3,-7000
112706103,opp,BUY_PRODUCT,FERTILIZER,99,-3034
112706103,opp,BUY_PRODUCT,WHEAT,127,-4516
112706103,opp,BUY_SEED,CARROT,31,-620
112706103,opp,BUY_SEED,MELON,12,-960
112706103,opp,BUY_SEED,STRAWBERRY,33,-3300
112706103,opp,BUY_SEED,TOMATO,10,-500
112706103,opp,BUY_SEED,WHEAT,163,-1630
112706103,opp,HIRE,,286,-7845
112706103,opp,SELL,CARROT,91,3731
112706103,opp,SELL,EGG,83,4791
112706103,opp,SELL,FERTILIZER,338,15700
112706103,opp,SELL,MELON,72,14267
112706103,opp,SELL,MILK,206,14617
112706103,opp,SELL,STRAWBERRY,246,20388
112706103,opp,SELL,TOMATO,80,13277
112706103,opp,SELL,WHEAT,416,17552
112706103,opp,SELL,WOOL,100,5482
112706103,self,BUY_ANIMAL,COW,8,-3200
112706103,self,BUY_ANIMAL,GOOSE,3,-900
112706103,self,BUY_ANIMAL,SHEEP,6,-3000
112706103,self,BUY_LAND,,3,-7000
112706103,self,BUY_PRODUCT,FERTILIZER,107,-3331
112706103,self,BUY_PRODUCT,WHEAT,122,-4413
112706103,self,BUY_SEED,CARROT,31,-620
112706103,self,BUY_SEED,MELON,12,-960
112706103,self,BUY_SEED,STRAWBERRY,33,-3300
112706103,self,BUY_SEED,TOMATO,10,-500
112706103,self,BUY_SEED,WHEAT,164,-1640
112706103,self,HIRE,,284,-7557
112706103,self,SELL,CARROT,95,3869
112706103,self,SELL,EGG,86,4938
112706103,self,SELL,FERTILIZER,335,15657
112706103,self,SELL,MELON,72,14267
112706103,self,SELL,MILK,206,14835
112706103,self,SELL,STRAWBERRY,249,21886
112706103,self,SELL,TOMATO,80,13423
112706103,self,SELL,WHEAT,434,18532
112706103,self,SELL,WOOL,100,5478
112707248,opp,BUY_ANIMAL,COW,9,-3600
112707248,opp,BUY_ANIMAL,GOOSE,3,-900
112707248,opp,BUY_ANIMAL,SHEEP,5,-2500
112707248,opp,BUY_LAND,,2,-3000
112707248,opp,BUY_PRODUCT,FERTILIZER,91,-2865
112707248,opp,BUY_PRODUCT,WHEAT,117,-4213
112707248,opp,BUY_SEED,CARROT,31,-620
112707248,opp,BUY_SEED,MELON,12,-960
112707248,opp,BUY_SEED,STRAWBERRY,33,-3300
112707248,opp,BUY_SEED,WHEAT,163,-1630
112707248,opp,HIRE,,267,-4308
112707248,opp,SELL,CARROT,94,2532
112707248,opp,SELL,EGG,86,4471
112707248,opp,SELL,FERTILIZER,344,15501
112707248,opp,SELL,MELON,72,14267
112707248,opp,SELL,MILK,260,26684
112707248,opp,SELL,STRAWBERRY,249,11860
112707248,opp,SELL,TOMATO,0,0
112707248,opp,SELL,WHEAT,357,12060
112707248,opp,SELL,WOOL,139,28675
112707248,self,BUY_ANIMAL,COW,9,-3600
112707248,self,BUY_ANIMAL,GOOSE,3,-900
112707248,self,BUY_ANIMAL,SHEEP,5,-2500
112707248,self,BUY_LAND,,2,-3000
112707248,self,BUY_PRODUCT,FERTILIZER,91,-2888
112707248,self,BUY_PRODUCT,WHEAT,122,-4389
112707248,self,BUY_SEED,CARROT,31,-620
112707248,self,BUY_SEED,MELON,12,-960
112707248,self,BUY_SEED,STRAWBERRY,33,-3300
112707248,self,BUY_SEED,WHEAT,164,-1640
112707248,self,HIRE,,267,-4308
112707248,self,SELL,CARROT,97,2622
112707248,self,SELL,EGG,90,4698
112707248,self,SELL,FERTILIZER,338,15365
112707248,self,SELL,MELON,72,14267
112707248,self,SELL,MILK,260,27962
112707248,self,SELL,STRAWBERRY,247,13041
112707248,self,SELL,WHEAT,369,12696
112707248,self,SELL,WOOL,139,28641
112708388,opp,BUY_ANIMAL,COW,6,-2400
112708388,opp,BUY_ANIMAL,GOOSE,5,-1500
112708388,opp,BUY_ANIMAL,SHEEP,6,-3000
112708388,opp,BUY_LAND,,3,-7000
112708388,opp,BUY_PRODUCT,FERTILIZER,96,-2736
112708388,opp,BUY_PRODUCT,WHEAT,1508,-65616
112708388,opp,BUY_SEED,CARROT,48,-960
112708388,opp,BUY_SEED,MELON,12,-960
112708388,opp,BUY_SEED,STRAWBERRY,33,-3300
112708388,opp,BUY_SEED,TOMATO,10,-500
112708388,opp,BUY_SEED,WHEAT,158,-1580
112708388,opp,HIRE,,286,-7845
112708388,opp,SELL,CARROT,114,6586
112708388,opp,SELL,EGG,161,7540
112708388,opp,SELL,FERTILIZER,330,15203
112708388,opp,SELL,MELON,72,14079
112708388,opp,SELL,MILK,177,10442
112708388,opp,SELL,STRAWBERRY,245,25948
112708388,opp,SELL,TOMATO,80,18353
112708388,opp,SELL,WHEAT,1749,76421
112708388,opp,SELL,WOOL,110,7956
112708388,self,BUY_ANIMAL,COW,6,-2400
112708388,self,BUY_ANIMAL,GOOSE,5,-1500
112708388,self,BUY_ANIMAL,SHEEP,6,-3000
112708388,self,BUY_LAND,,3,-7000
112708388,self,BUY_PRODUCT,FERTILIZER,103,-2963
112708388,self,BUY_PRODUCT,WHEAT,1495,-65213
112708388,self,BUY_SEED,CARROT,41,-820
112708388,self,BUY_SEED,MELON,12,-960
112708388,self,BUY_SEED,STRAWBERRY,33,-3300
112708388,self,BUY_SEED,TOMATO,10,-500
112708388,self,BUY_SEED,WHEAT,158,-1580
112708388,self,HIRE,,284,-7557
112708388,self,SELL,CARROT,118,6840
112708388,self,SELL,EGG,163,7705
112708388,self,SELL,FERTILIZER,331,15454
112708388,self,SELL,MELON,72,14425
112708388,self,SELL,MILK,177,10890
112708388,self,SELL,STRAWBERRY,247,25549
112708388,self,SELL,TOMATO,80,18470
112708388,self,SELL,WHEAT,1747,76533
112708388,self,SELL,WOOL,110,7961
112709526,opp,BUY_ANIMAL,COW,6,-2400
112709526,opp,BUY_ANIMAL,GOOSE,5,-1500
112709526,opp,BUY_ANIMAL,SHEEP,6,-3000
112709526,opp,BUY_LAND,,3,-7000
112709526,opp,BUY_PRODUCT,FERTILIZER,92,-2739
112709526,opp,BUY_PRODUCT,WHEAT,144,-5050
112709526,opp,BUY_SEED,CARROT,58,-1160
112709526,opp,BUY_SEED,MELON,12,-960
112709526,opp,BUY_SEED,STRAWBERRY,33,-3300
112709526,opp,BUY_SEED,TOMATO,10,-500
112709526,opp,BUY_SEED,WHEAT,148,-1480
112709526,opp,HIRE,,282,-7379
112709526,opp,SELL,CARROT,144,9532
112709526,opp,SELL,EGG,159,6730
112709526,opp,SELL,FERTILIZER,327,15221
112709526,opp,SELL,MELON,72,14267
112709526,opp,SELL,MILK,181,18038
112709526,opp,SELL,STRAWBERRY,247,48468
112709526,opp,SELL,TOMATO,80,12339
112709526,opp,SELL,WHEAT,349,13498
112709526,opp,SELL,WOOL,99,5478
112709526,self,BUY_ANIMAL,COW,6,-2400
112709526,self,BUY_ANIMAL,GOOSE,5,-1500
112709526,self,BUY_ANIMAL,SHEEP,6,-3000
112709526,self,BUY_LAND,,3,-7000
112709526,self,BUY_PRODUCT,FERTILIZER,99,-2863
112709526,self,BUY_PRODUCT,WHEAT,122,-4304
112709526,self,BUY_SEED,CARROT,65,-1300
112709526,self,BUY_SEED,MELON,12,-960
112709526,self,BUY_SEED,STRAWBERRY,33,-3300
112709526,self,BUY_SEED,TOMATO,10,-500
112709526,self,BUY_SEED,WHEAT,132,-1320
112709526,self,HIRE,,283,-7468
112709526,self,SELL,CARROT,192,12671
112709526,self,SELL,EGG,158,6704
112709526,self,SELL,FERTILIZER,328,15354
112709526,self,SELL,MELON,72,14267
112709526,self,SELL,MILK,181,18031
112709526,self,SELL,STRAWBERRY,247,48734
112709526,self,SELL,TOMATO,80,12339
112709526,self,SELL,WHEAT,292,11360
112709526,self,SELL,WOOL,99,5482
112710679,opp,BUY_ANIMAL,COW,8,-3200
112710679,opp,BUY_ANIMAL,GOOSE,3,-900
112710679,opp,BUY_ANIMAL,SHEEP,6,-3000
112710679,opp,BUY_LAND,,3,-7000
112710679,opp,BUY_PRODUCT,FERTILIZER,107,-3421
112710679,opp,BUY_PRODUCT,WHEAT,134,-4759
112710679,opp,BUY_SEED,CARROT,31,-620
112710679,opp,BUY_SEED,MELON,12,-960
112710679,opp,BUY_SEED,STRAWBERRY,33,-3300
112710679,opp,BUY_SEED,TOMATO,10,-500
112710679,opp,BUY_SEED,WHEAT,164,-1640
112710679,opp,HIRE,,284,-7557
112710679,opp,SELL,CARROT,95,4345
112710679,opp,SELL,EGG,91,4851
112710679,opp,SELL,FERTILIZER,333,15832
112710679,opp,SELL,MELON,72,14267
112710679,opp,SELL,MILK,241,23875
112710679,opp,SELL,STRAWBERRY,249,25703
112710679,opp,SELL,TOMATO,80,8206
112710679,opp,SELL,WHEAT,413,17149
112710679,opp,SELL,WOOL,99,5484
112710679,self,BUY_ANIMAL,COW,8,-3200
112710679,self,BUY_ANIMAL,GOOSE,3,-900
112710679,self,BUY_ANIMAL,SHEEP,6,-3000
112710679,self,BUY_LAND,,3,-7000
112710679,self,BUY_PRODUCT,FERTILIZER,107,-3465
112710679,self,BUY_PRODUCT,WHEAT,122,-4403
