episode_id,sid,opponent_submission,opponent_rating,result,margin,nearest_v124_units_samefraction,nearest_v124_units_episode,old_exact_first144_units_exists,opp_first_difference_units,opp_samefraction_units,opp_hash100_units,nearest_v124_market_samefraction,nearest_v124_market_episode,old_exact_first144_market_exists,opp_first_difference_market,opp_samefraction_market,opp_hash100_market,nearest_v124_all_samefraction,nearest_v124_all_episode,old_exact_first144_all_exists,opp_first_difference_all,opp_samefraction_all,opp_hash100_all,opp_same_units_prefix24,opp_same_market_prefix24,opp_same_units_prefix72,opp_same_market_prefix72,opp_same_units_prefix100,opp_same_market_prefix100,opp_same_units_prefix120,opp_same_market_prefix120,opp_same_units_prefix144,opp_same_market_prefix144,opp_same_units_prefix216,opp_same_market_prefix216,opp_same_units_prefix288,opp_same_market_prefix288,opp_portfolio_equal_all30days,opp_portfolio_equal_selected,margin_t72,portfolio_L1_t72,delta_COW_t72,delta_SHEEP_t72,delta_GOOSE_t72,delta_WHEAT_t72,delta_CARROT_t72,delta_TOMATO_t72,delta_STRAWBERRY_t72,delta_MELON_t72,margin_t144,portfolio_L1_t144,delta_COW_t144,delta_SHEEP_t144,delta_GOOSE_t144,delta_WHEAT_t144,delta_CARROT_t144,delta_TOMATO_t144,delta_STRAWBERRY_t144,delta_MELON_t144,margin_t216,portfolio_L1_t216,delta_COW_t216,delta_SHEEP_t216,delta_GOOSE_t216,delta_WHEAT_t216,delta_CARROT_t216,delta_TOMATO_t216,delta_STRAWBERRY_t216,delta_MELON_t216,margin_t288,portfolio_L1_t288,delta_COW_t288,delta_SHEEP_t288,delta_GOOSE_t288,delta_WHEAT_t288,delta_CARROT_t288,delta_TOMATO_t288,delta_STRAWBERRY_t288,delta_MELON_t288,margin_t360,portfolio_L1_t360,delta_COW_t360,delta_SHEEP_t360,delta_GOOSE_t360,delta_WHEAT_t360,delta_CARROT_t360,delta_TOMATO_t360,delta_STRAWBERRY_t360,delta_MELON_t360,margin_t432,portfolio_L1_t432,delta_COW_t432,delta_SHEEP_t432,delta_GOOSE_t432,delta_WHEAT_t432,delta_CARROT_t432,delta_TOMATO_t432,delta_STRAWBERRY_t432,delta_MELON_t432,margin_t480,portfolio_L1_t480,delta_COW_t480,delta_SHEEP_t480,delta_GOOSE_t480,delta_WHEAT_t480,delta_CARROT_t480,delta_TOMATO_t480,delta_STRAWBERRY_t480,delta_MELON_t480,margin_t504,portfolio_L1_t504,delta_COW_t504,delta_SHEEP_t504,delta_GOOSE_t504,delta_WHEAT_t504,delta_CARROT_t504,delta_TOMATO_t504,delta_STRAWBERRY_t504,delta_MELON_t504,margin_t576,portfolio_L1_t576,delta_COW_t576,delta_SHEEP_t576,delta_GOOSE_t576,delta_WHEAT_t576,delta_CARROT_t576,delta_TOMATO_t576,delta_STRAWBERRY_t576,delta_MELON_t576,margin_t648,portfolio_L1_t648,delta_COW_t648,delta_SHEEP_t648,delta_GOOSE_t648,delta_WHEAT_t648,delta_CARROT_t648,delta_TOMATO_t648,delta_STRAWBERRY_t648,delta_MELON_t648,margin_t696,portfolio_L1_t696,delta_COW_t696,delta_SHEEP_t696,delta_GOOSE_t696,delta_WHEAT_t696,delta_CARROT_t696,delta_TOMATO_t696,delta_STRAWBERRY_t696,delta_MELON_t696,margin_t719,portfolio_L1_t719,delta_COW_t719,delta_SHEEP_t719,delta_GOOSE_t719,delta_WHEAT_t719,delta_CARROT_t719,delta_TOMATO_t719,delta_STRAWBERRY_t719,delta_MELON_t719
111197979,56384917,56332387,1691.7440926270783,loss,-1409.0,0.9916550764951322,110870709,True,152,0.7593880389429764,0xd46c10da5cc413d9,0.9485396383866481,110870709,True,0,0.5785813630041725,0xd5ea2fa3195b6ab1,0.9443671766342142,110870709,True,0,0.4965229485396384,0xc356e84257436756,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,-8.0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,-5.0,0,0,0,0,0,0,0,0,0,-284.0,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,-730.0,0,0,0,0,0,0,0,0,0,-1180.0,0,0,0,0,0,0,0,0,0,-1124.0,0,0,0,0,0,0,0,0,0,-391.0,0,0,0,0,0,0,0,0,0,-1047.0,0,0,0,0,0,0,0,0,0,-990.0,0,0,0,0,0,0,0,0,0,-1409.0,0,0,0,0,0,0,0,0,0
111196373,56384917,56390378,1602.3057233582851,loss,-6193.0,0.9860917941585535,110887270,True,152,0.6898470097357441,0xd46c10da5cc413d9,0.8122392211404729,111055792,True,0,0.5465924895688457,0x1de9b4ce9bfaf96f,0.7732962447844228,110887270,True,0,0.45897079276773295,0x56ba801cd5457b94,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-23.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,-213.0,0,0,0,0,0,0,0,0,0,-822.0,6,0,-3,3,0,0,0,0,0,-716.0,6,0,-3,3,0,0,0,0,0,-3690.0,6,0,-3,3,0,0,0,0,0,-2953.0,6,0,-3,3,0,0,0,0,0,-4246.0,6,0,-3,3,0,0,0,0,0,-4457.0,6,0,-3,3,0,0,0,0,0,-5448.0,6,0,-3,3,0,0,0,0,0,-8641.0,6,0,-3,3,0,0,0,0,0,-6193.0,6,0,-3,3,0,0,0,0,0
111196878,56384917,56184778,1609.0711537052557,loss,-41578.0,0.7927677329624478,110826721,True,144,0.2698191933240612,0xd46c10da5cc413d9,0.799721835883171,110826721,True,0,0.5382475660639777,0xeb6f1a73c2b2a743,0.6968011126564673,110826721,True,0,0.21974965229485396,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,-365.0,1,0,0,0,-1,0,0,0,0,-13125.0,22,-2,-6,0,-5,0,0,-1,8,-12589.0,11,-2,-6,0,-1,0,0,-2,0,-25971.0,11,-2,-6,0,-1,0,0,-2,0,-28594.0,10,-2,-6,0,0,0,0,-2,0,-32236.0,10,-2,-6,0,0,0,0,-2,0,-36745.0,8,-2,-6,0,0,0,0,0,0,-40134.0,14,-2,-6,0,-3,3,0,0,0,-42521.0,10,-2,-6,0,1,-1,0,0,0,-41578.0,8,-2,-6,0,0,0,0,0,0
111196171,56384917,56304214,1574.0760331545416,win,3470.0,0.9833101529902643,110981978,True,2,0.5674547983310153,0x5f788403407dafa7,0.9304589707927677,110981978,True,0,0.5563282336578581,0x3e344a6860afe0a4,0.9165507649513213,110981978,True,0,0.40751043115438107,0x57acc78ec70f8757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,-170.0,0,0,0,0,0,0,0,0,0,-957.0,0,0,0,0,0,0,0,0,0,-1056.0,0,0,0,0,0,0,0,0,0,-650.0,0,0,0,0,0,0,0,0,0,-5770.0,10,0,0,0,0,0,10,0,0,-5744.0,10,0,0,0,0,0,10,0,0,-6093.0,10,0,0,0,0,0,10,0,0,-3578.0,10,0,0,0,0,0,10,0,0,1141.0,10,0,0,0,0,0,10,0,0,3470.0,10,0,0,0,0,0,10,0,0
111194645,56384917,56159339,1613.996296059514,loss,-4409.0,0.9735744089012517,110832243,True,144,0.3949930458970793,0xd46c10da5cc413d9,0.9694019471488178,110873211,True,0,0.5354659248956884,0xeb6f1a73c2b2a743,0.9429763560500696,110873211,True,0,0.2614742698191933,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,-222.0,0,0,0,0,0,0,0,0,0,428.0,1,0,-1,0,0,0,0,0,0,1613.0,1,0,-1,0,0,0,0,0,0,-755.0,1,0,-1,0,0,0,0,0,0,-2892.0,1,0,-1,0,0,0,0,0,0,-5378.0,1,0,-1,0,0,0,0,0,0,-4766.0,1,0,-1,0,0,0,0,0,0,-6104.0,7,0,-1,0,-3,3,0,0,0,-4002.0,3,0,-1,0,1,-1,0,0,0,-4409.0,1,0,-1,0,0,0,0,0,0
111193529,56384917,56373325,1548.0443097403522,win,6830.0,0.9443671766342142,110859930,True,144,0.2809457579972184,0xd46c10da5cc413d9,0.9401947148817803,110859930,True,0,0.4728789986091794,0x75b9b38715da8ce6,0.9109874826147427,110859930,True,0,0.2086230876216968,0x51e4a316fc380abf,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-23.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,-348.0,0,0,0,0,0,0,0,0,0,70.0,1,0,-1,0,0,0,0,0,0,-2018.0,2,-1,-1,0,0,0,0,0,0,-3551.0,2,-1,-1,0,0,0,0,0,0,-3775.0,2,-1,-1,0,0,0,0,0,0,-4273.0,2,-1,-1,0,0,0,0,0,0,-5690.0,23,-1,-1,0,11,-10,0,0,0,-433.0,14,-1,1,0,7,5,0,0,0,950.0,21,-1,5,0,8,-7,0,0,0,6830.0,10,-1,5,0,-1,-3,0,0,0
111192415,56384917,56162127,1582.5604254615032,loss,-816.0,0.9930458970792768,110880139,True,719,1.0,0xd46c10da5cc413d9,0.8414464534075105,110843156,True,0,0.7496522948539638,0xeb6f1a73c2b2a743,0.8261474269819193,110843156,True,0,0.7496522948539638,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,882.0,0,0,0,0,0,0,0,0,0,-11.0,0,0,0,0,0,0,0,0,0,-124.0,0,0,0,0,0,0,0,0,0,45.0,0,0,0,0,0,0,0,0,0,-65.0,0,0,0,0,0,0,0,0,0,791.0,0,0,0,0,0,0,0,0,0,-205.0,0,0,0,0,0,0,0,0,0,-816.0,0,0,0,0,0,0,0,0,0
111191297,56384917,56182973,1626.6022193927745,loss,-3431.0,0.980528511821975,110880139,True,91,0.7426981919332406,0x70d0f260077fd86b,0.9471488178025035,110810180,True,0,0.7454798331015299,0xeb6f1a73c2b2a743,0.9360222531293463,110810180,True,0,0.5869262865090403,0xd9253a5bcb00c10a,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,20.0,1,0,0,0,-1,0,0,0,0,-360.0,2,1,-1,0,0,0,0,0,0,-654.0,2,1,-1,0,0,0,0,0,0,-329.0,2,1,-1,0,0,0,0,0,0,-74.0,2,1,-1,0,0,0,0,0,0,-50.0,2,1,-1,0,0,0,0,0,0,439.0,16,1,-1,0,7,-7,0,0,0,-230.0,2,1,-1,0,0,0,0,0,0,-2560.0,2,1,1,0,0,0,0,0,0,-3431.0,2,1,1,0,0,0,0,0,0
111190173,56384917,56165057,1574.4788220014016,win,12552.0,0.9680111265646731,110889465,True,152,0.7510431154381085,0xd46c10da5cc413d9,0.8998609179415855,110904914,True,0,0.6230876216968011,0xeb6f1a73c2b2a743,0.885952712100139,110904914,True,0,0.5201668984700973,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,-125.0,0,0,0,0,0,0,0,0,0,-788.0,0,0,0,0,0,0,0,0,0,-1021.0,0,0,0,0,0,0,0,0,0,1514.0,0,0,0,0,0,0,0,0,0,3706.0,0,0,0,0,0,0,0,0,0,4145.0,0,0,0,0,0,0,0,0,0,5829.0,0,0,0,0,0,0,0,0,0,7939.0,0,0,0,0,0,0,0,0,0,4543.0,0,0,0,0,0,0,0,0,0,12552.0,0,0,0,0,0,0,0,0,0
111189071,56384917,56282222,1601.4515167828142,loss,-1780.0,1.0,110981978,True,186,0.9930458970792768,0xd46c10da5cc413d9,0.9791376912378303,110981978,True,0,0.8358831710709318,0xeb6f1a73c2b2a743,0.9791376912378303,110981978,True,0,0.8289290681502086,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,0,0,-50.0,0,0,0,0,0,0,0,0,0,-188.0,0,0,0,0,0,0,0,0,0,-349.0,0,0,0,0,0,0,0,0,0,-796.0,0,0,0,0,0,0,0,0,0,-1734.0,0,0,0,0,0,0,0,0,0,-1768.0,0,0,0,0,0,0,0,0,0,-1780.0,0,0,0,0,0,0,0,0,0
111187945,56384917,56238058,1592.1758281399173,win,1817.0,0.9930458970792768,110880139,True,712,0.9902642559109874,0xd46c10da5cc413d9,0.8817802503477051,110864082,True,0,0.7454798331015299,0x5d130236ca07be89,0.866481223922114,110864082,True,0,0.7454798331015299,0xc7c26679c8edb8ea,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,-8.0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,22.0,1,0,0,0,0,0,0,1,0,16.0,1,0,0,0,0,0,0,1,0,-165.0,1,0,0,0,0,0,0,1,0,108.0,1,0,0,0,0,0,0,1,0,610.0,1,0,0,0,0,0,0,1,0,110.0,1,0,0,0,0,0,0,1,0,1365.0,0,0,0,0,0,0,0,0,0,561.0,0,0,0,0,0,0,0,0,0,1470.0,0,0,0,0,0,0,0,0,0,1817.0,0,0,0,0,0,0,0,0,0
111186840,56384917,56168161,1592.8749245144404,win,2950.0,0.9833101529902643,110878430,True,217,0.8595271210013908,0xd46c10da5cc413d9,0.9193324061196105,110827826,True,0,0.7273991655076495,0xeb6f1a73c2b2a743,0.9123783031988874,110878430,True,0,0.6717663421418637,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,-175.0,0,0,0,0,0,0,0,0,0,-281.0,0,0,0,0,0,0,0,0,0,-109.0,0,0,0,0,0,0,0,0,0,323.0,0,0,0,0,0,0,0,0,0,207.0,0,0,0,0,0,0,0,0,0,359.0,0,0,0,0,0,0,0,0,0,1645.0,0,0,0,0,0,0,0,0,0,2634.0,0,0,0,0,0,0,0,0,0,2950.0,0,0,0,0,0,0,0,0,0
