episode_id,create_time,end_time,state,episode_type,agent_0_submission_id,agent_1_submission_id,agent_0_initial_score,agent_1_initial_score,agent_0_updated_score,agent_1_updated_score,target_submission,archive,submission_seat,opponent_submission_id,team_name,opponent_team_name,result,own_reward,opponent_reward,step_count,seat,opponent_submission,opponent_rating,initial_rating,updated_rating,margin,module_version,steps,overage_min,money_72,margin_72,COW_72,SHEEP_72,GOOSE_72,WHEAT_72,CARROT_72,TOMATO_72,STRAWBERRY_72,MELON_72,land_72,money_144,margin_144,COW_144,SHEEP_144,GOOSE_144,WHEAT_144,CARROT_144,TOMATO_144,STRAWBERRY_144,MELON_144,land_144,money_216,margin_216,COW_216,SHEEP_216,GOOSE_216,WHEAT_216,CARROT_216,TOMATO_216,STRAWBERRY_216,MELON_216,land_216,money_288,margin_288,COW_288,SHEEP_288,GOOSE_288,WHEAT_288,CARROT_288,TOMATO_288,STRAWBERRY_288,MELON_288,land_288,money_360,margin_360,COW_360,SHEEP_360,GOOSE_360,WHEAT_360,CARROT_360,TOMATO_360,STRAWBERRY_360,MELON_360,land_360,money_432,margin_432,COW_432,SHEEP_432,GOOSE_432,WHEAT_432,CARROT_432,TOMATO_432,STRAWBERRY_432,MELON_432,land_432,money_504,margin_504,COW_504,SHEEP_504,GOOSE_504,WHEAT_504,CARROT_504,TOMATO_504,STRAWBERRY_504,MELON_504,land_504,money_576,margin_576,COW_576,SHEEP_576,GOOSE_576,WHEAT_576,CARROT_576,TOMATO_576,STRAWBERRY_576,MELON_576,land_576,money_648,margin_648,COW_648,SHEEP_648,GOOSE_648,WHEAT_648,CARROT_648,TOMATO_648,STRAWBERRY_648,MELON_648,land_648,money_696,margin_696,COW_696,SHEEP_696,GOOSE_696,WHEAT_696,CARROT_696,TOMATO_696,STRAWBERRY_696,MELON_696,land_696,money_719,margin_719,COW_719,SHEEP_719,GOOSE_719,WHEAT_719,CARROT_719,TOMATO_719,STRAWBERRY_719,MELON_719,land_719,max_COW,max_SHEEP,max_GOOSE,max_WHEAT,max_CARROT,max_TOMATO,max_STRAWBERRY,max_MELON,lost_COW,lost_SHEEP,lost_GOOSE,total_lost_animals,final_shed,final_carry,max_hands,hands_days,same_opening_120,hash_120,opening144_all,opening144_units,opening144_market,op_PASS,op_NORTH,op_SOUTH,op_PICKUP,op_BUILD_PASTURE,op_PLACE,op_WEST,op_CARE,op_PLANT,op_WATER,op_FEED,op_COLLECT_FERTILIZER,op_EAST,op_HARVEST,op_DROP,op_DIG,op_BUILD_COOP,op_FERTILIZE,orders_BUY_PRODUCT,BUY_PRODUCT_WHEAT,orders_SELL,SELL_WHEAT,orders_HIRE,orders_BUY_ANIMAL,BUY_ANIMAL_COW,BUY_ANIMAL_SHEEP,orders_BUY_SEED,BUY_SEED_MELON,BUY_SEED_WHEAT,SELL_FERTILIZER,BUY_SEED_STRAWBERRY,SELL_WOOL,orders_BUY_LAND,BUY_PRODUCT_FERTILIZER,SELL_MILK,BUY_ANIMAL_GOOSE,SELL_MELON,SELL_EGG,SELL_STRAWBERRY,BUY_SEED_CARROT,SELL_CARROT,orders_PASS,BUY_SEED_TOMATO,SELL_TOMATO,own_money_error_count,inventory_error_count,flows_reconciled,ledger_cash,ledger_residual,actual_BUY_PRODUCT_WHEAT_qty,actual_BUY_PRODUCT_WHEAT_cash,actual_SELL_WHEAT_qty,actual_SELL_WHEAT_cash,actual_HIRE__qty,actual_HIRE__cash,actual_BUY_ANIMAL_COW_qty,actual_BUY_ANIMAL_COW_cash,actual_BUY_ANIMAL_SHEEP_qty,actual_BUY_ANIMAL_SHEEP_cash,actual_BUY_SEED_MELON_qty,actual_BUY_SEED_MELON_cash,actual_BUY_SEED_WHEAT_qty,actual_BUY_SEED_WHEAT_cash,actual_SELL_FERTILIZER_qty,actual_SELL_FERTILIZER_cash,actual_BUY_SEED_STRAWBERRY_qty,actual_BUY_SEED_STRAWBERRY_cash,actual_SELL_WOOL_qty,actual_SELL_WOOL_cash,actual_BUY_LAND__qty,actual_BUY_LAND__cash,actual_BUY_PRODUCT_FERTILIZER_qty,actual_BUY_PRODUCT_FERTILIZER_cash,actual_SELL_MILK_qty,actual_SELL_MILK_cash,actual_BUY_ANIMAL_GOOSE_qty,actual_BUY_ANIMAL_GOOSE_cash,actual_SELL_MELON_qty,actual_SELL_MELON_cash,actual_SELL_EGG_qty,actual_SELL_EGG_cash,actual_SELL_STRAWBERRY_qty,actual_SELL_STRAWBERRY_cash,actual_BUY_SEED_CARROT_qty,actual_BUY_SEED_CARROT_cash,actual_SELL_CARROT_qty,actual_SELL_CARROT_cash,verified_PASS_noop,verified_NORTH_ok,verified_SOUTH_ok,verified_PICKUP_ok,verified_BUILD_PASTURE_ok,verified_PLACE_ok,verified_placed_COW,verified_WEST_ok,verified_CARE_ok,verified_PLANT_ok,verified_planted_MELON,verified_placed_SHEEP,verified_WATER_ok,verified_FEED_ok,verified_feed_SHEEP,verified_planted_WHEAT,verified_feed_COW,verified_COLLECT_FERTILIZER_ok,verified_harvest_FERTILIZER,verified_EAST_ok,verified_HARVEST_ok,verified_harvest_WHEAT,verified_CARE_noop,verified_noop_reason_precondition,verified_COLLECT_FERTILIZER_noop,verified_DROP_ok,verified_WATER_noop,verified_planted_STRAWBERRY,verified_harvest_WOOL,verified_DIG_noop,verified_DIG_ok,verified_dug_WEED,verified_harvest_MILK,verified_HARVEST_noop,verified_harvest_MELON,verified_BUILD_COOP_ok,verified_placed_GOOSE,verified_feed_GOOSE,verified_FERTILIZE_ok,verified_fertilized_STRAWBERRY,verified_harvest_EGG,verified_harvest_STRAWBERRY,verified_dug_COOP,verified_dug_STRAWBERRY,verified_planted_CARROT,verified_harvest_CARROT,verified_noop_reason_wrong_tile,overflow_WHEAT,overflow_STRAWBERRY,overflow_EGG,overflow_FERTILIZER,overflow_CARROT,overflow_MILK,overflow_total,overflow_correction_negative,atomic_seed_cancellations,terminal_2days_feed,terminal_2days_care,terminal_2days_fert_collect,terminal_2days_buy_wheat,effective_opening144_hash,retired_tiles_crop_reused_daily_observation,realized_WHEAT_unitcash_sum,realized_FERTILIZER_unitcash_sum,realized_WOOL_unitcash_sum,realized_MILK_unitcash_sum,realized_MELON_unitcash_sum,realized_EGG_unitcash_sum,realized_MILK_under5_qty,realized_MILK_floor_qty,realized_STRAWBERRY_unitcash_sum,realized_STRAWBERRY_under5_qty,realized_STRAWBERRY_floor_qty,realized_FERTILIZER_under5_qty,realized_FERTILIZER_floor_qty,realized_CARROT_unitcash_sum,price_unit_cash_check,realized_WOOL_floor_qty,realized_WOOL_under5_qty,verified_fertilized_WHEAT,verified_fertilized_CARROT,overflow_WOOL,verified_PICKUP_noop,verified_PLACE_noop,verified_FEED_noop,verified_FERTILIZE_noop,verified_noop_reason_not_shed,verified_NORTH_noop,verified_noop_reason_boundary,verified_BUILD_COOP_noop,verified_PLANT_noop,verified_BUILD_PASTURE_noop,verified_DROP_noop,overflow_MELON,overflow_SHEEP,verified_noop_reason_locked,verified_dug_WHEAT,actual_BUY_SEED_TOMATO_qty,actual_BUY_SEED_TOMATO_cash,actual_SELL_TOMATO_qty,actual_SELL_TOMATO_cash,verified_planted_TOMATO,verified_fertilized_TOMATO,verified_harvest_TOMATO,realized_TOMATO_unitcash_sum,verified_EAST_noop,overflow_COW,verified_WEST_noop,verified_dug_PASTURE
111179061,2026-09-20T09:57:45.422609800Z,2026-09-20T10:00:53.841905200Z,COMPLETED,EPISODE_TYPE_PUBLIC,56384917,56203741,1612.410362000363,1632.4358723323862,1623.0180669848253,1627.6902982472488,56384917,v125_submission_56384917.zip,0,,rsraki,uuu,win,94060.0,92836.0,720,0,56203741,1632.4358723323862,1612.410362000363,1623.0180669848253,1224.0,1.32.7,720,55.74585,205.0,-8.0,3,2,0,7,0,0,0,12,1,809.0,21.0,4,2,0,3,0,0,4,12,1,1551.0,-243.0,6,6,0,5,0,0,20,12,2,13766.0,-896.0,6,8,3,20,0,0,33,0,3,24823.0,-1677.0,6,8,3,24,0,0,33,0,3,40143.0,-1101.0,6,8,3,25,0,0,33,0,3,52282.0,2014.0,6,8,3,25,0,0,33,0,3,63470.0,1139.0,6,8,3,38,0,0,20,0,3,73549.0,-413.0,6,8,3,16,29,0,13,0,3,84141.0,-549.0,6,8,3,9,12,0,0,0,3,94060.0,1224.0,6,8,3,0,0,0,0,0,3,6,8,3,38,29,0,33,12,0,0,0,0,0,0,11,260,False,f892132b10a11260,408038fe1ce51a7e,d91f2b872e210ec3,47047144ba7f8ead,430,896,490,201,14,97,836,412,239,1111,368,366,558,476,48,35,5,61,65,161,298,7286,260,12,6,8,189,12,163,1355,33,397,2,46,1217,3.0,72,3071.0,275,31,3046,,,,0,0,True,94060,0.0,161,5502,309,11790,260,3630,6,2400,8,4000,12,960,163,1630,346,14364,33,3300,198,47165,2,3000,46,1787,191,19612,3.0,900.0,69,13943,73.0,3794.0,247,4685,31,620,84,3436,430,896,490,201,14,93,6,836,392,239,12,8,1094,366,172,163,142,363,363,558,469,517,20,52,3,48,17,33,205,,35,20,191,7,69,5,3.0,52.0,61,61,78.0,249,1.0,14,31,84,1.0,3.0,2.0,5.0,2.0,,,19,False,0,8,16,11,0,0baa758ae9a180dd,0,11790,14364,47165,19612,13943,3794.0,,,4685,191.0,171.0,69.0,42.0,3436,0,,,,,7.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
111178246,2026-09-20T09:53:45.829827500Z,2026-09-20T09:58:08.856444400Z,COMPLETED,EPISODE_TYPE_PUBLIC,56384917,56111307,1607.2494282595492,1449.404912258083,1612.410362000363,1447.1562700100512,56384917,v125_submission_56384917.zip,0,,rsraki,starlovelmj,win,144574.0,140545.0,720,0,56111307,1449.404912258083,1607.2494282595492,1612.410362000363,4029.0,1.32.7,720,56.208497,205.0,-10.0,3,2,0,7,0,0,0,12,1,808.0,21.0,4,2,0,3,0,0,4,12,1,1780.0,21.0,8,4,0,4,0,0,20,12,2,15137.0,140.0,8,6,3,20,0,0,33,0,3,27742.0,646.0,8,6,3,24,0,0,33,0,3,51841.0,1415.0,8,6,3,25,0,0,33,0,3,75817.0,1788.0,8,6,3,25,0,0,33,0,3,101562.0,2107.0,8,6,3,38,0,0,20,0,3,118495.0,2953.0,8,6,3,16,29,0,13,0,3,132212.0,3703.0,8,6,3,9,12,0,0,0,3,144574.0,4029.0,8,6,3,0,0,0,0,0,3,8,6,3,38,29,0,33,12,0,0,0,0,0,0,11,260,False,f892132b10a11260,408038fe1ce51a7e,d91f2b872e210ec3,47047144ba7f8ead,437,896,490,201,14,97,837,412,239,1101,367,367,559,474,48,38,5,61,64,161,291,311,260,12,8,6,189,12,163,349,33,161,2,46,246,3.0,72,78.0,249,31,84,142.0,,,0,0,True,144574,0.0,161,5674,307,12670,260,3630,8,3200,6,3000,12,960,163,1630,347,14539,33,3300,161,31824,2,3000,46,1802,245,33379,3.0,900.0,72,14267,78.0,3447.0,249,54571,31,620,84,4593,437,896,490,201,14,97,8,837,393,239,12,6,1093,367,133,163,182,364,364,559,470,513,19,34,3,48,8,33,161,,38,23,245,4,72,5,3.0,52.0,61,61,78.0,249,1.0,14,31,84,,0.0,0.0,0.0,2.0,0.0,0.0,2,False,0,9,16,11,0,0baa758ae9a180dd,0,12670,14539,31824,33379,14267,3447.0,,,54571,,,73.0,56.0,4593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111177947,2026-09-20T09:53:45.233182700Z,2026-09-20T09:57:36.207628400Z,COMPLETED,EPISODE_TYPE_PUBLIC,56188337,56384917,1591.8662876425594,1596.9151770579929,1587.5328304462994,1607.2494282595492,56384917,v125_submission_56384917.zip,1,,rsraki,XJHya233,win,94821.0,88518.0,720,1,56188337,1591.8662876425594,1596.9151770579929,1607.2494282595492,6303.0,1.32.7,720,55.045492,194.0,1.0,3,2,0,7,0,0,0,12,1,797.0,2.0,4,2,0,3,0,0,4,12,1,1688.0,-92.0,8,4,0,5,0,0,20,12,2,15822.0,861.0,9,5,3,20,0,0,33,0,3,26565.0,1353.0,9,5,3,24,0,0,33,0,3,42899.0,441.0,9,5,3,25,0,0,33,0,3,57686.0,1982.0,9,5,3,25,0,0,33,0,3,65329.0,2604.0,9,5,3,33,5,0,20,0,3,74938.0,3693.0,9,5,2,14,31,0,13,0,3,84636.0,6349.0,9,5,2,0,21,0,0,0,3,94821.0,6303.0,9,5,2,0,0,0,0,0,3,9,5,3,35,38,0,33,12,0,0,1,1,0,2,12,268,False,f892132b10a11260,408038fe1ce51a7e,d91f2b872e210ec3,47047144ba7f8ead,464,920,499,209,14,99,876,402,238,1098,333,378,584,479,51,37,5,122,75,149,323,4338,268,12,9,5,180,12,152,3354,33,118,2,97,1248,3.0,72,1089.0,274,54,2102,,,,0,0,True,94821,0.0,149,5112,359,13383,268,4452,9,3600,5,2500,12,960,152,1520,342,14463,33,3300,87,6810,2,3000,97,2367,266,43897,3.0,900.0,72,14267,81.0,3940.0,249,15446,54,1080,146,8406,464,920,499,209,14,97,9,876,390,238,12,5,1087,331,82,147,199,369,369,584,472,545,12,45,9,50,11,33,87,3.0,34,19,266,7,72,5,3.0,50.0,121,61,82.0,249,1.0,14,46,146,3.0,4.0,,1.0,1.0,,,6,False,0,4,15,18,0,0baa758ae9a180dd,0,13383,14463,6810,43897,14267,3940.0,,,15446,70.0,54.0,54.0,37.0,8406,0,28.0,31.0,35.0,25.0,,,2.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
111176827,2026-09-20T09:49:45.630746200Z,2026-09-20T09:52:04.720331100Z,COMPLETED,EPISODE_TYPE_PUBLIC,56384917,56386470,1608.3197323305578,1584.8963005097726,1596.9151770579929,1603.4552831969952,56384917,v125_submission_56384917.zip,0,,rsraki,yuki #2,loss,64913.0,77218.0,720,0,56386470,1584.8963005097726,1608.3197323305578,1596.9151770579929,-12305.0,1.32.7,720,54.013408,198.0,-23.0,3,2,0,7,0,0,0,12,1,801.0,7.0,4,2,0,3,0,0,4,12,1,1054.0,-311.0,8,4,0,5,0,0,20,12,2,12049.0,-1564.0,8,6,3,20,0,0,33,0,3,18124.0,-1530.0,8,6,3,24,0,0,33,0,3,29030.0,-1637.0,8,6,3,25,0,0,33,0,3,41540.0,-2479.0,8,6,3,25,0,0,33,0,3,50278.0,-4340.0,8,6,3,38,0,0,20,0,3,53465.0,-7990.0,8,6,3,16,29,0,13,0,3,57539.0,-10890.0,8,6,3,9,12,0,0,0,3,64913.0,-12305.0,8,6,3,0,0,0,0,0,3,8,6,3,38,29,0,33,12,0,0,0,0,0,0,11,260,False,f892132b10a11260,408038fe1ce51a7e,d91f2b872e210ec3,47047144ba7f8ead,425,896,490,201,14,97,837,412,239,1108,367,369,559,479,48,35,5,62,65,162,308,8286,260,12,8,6,189,12,163,1357,33,179,2,46,1239,3.0,72,7052.0,272,31,2060,,,,0,0,True,64913,0.0,162,5633,314,11883,260,3630,8,3200,6,3000,12,960,163,1630,347,15065,33,3300,161,5529,2,3000,46,1892,245,5551,3.0,900.0,72,14267,81.0,4132.0,249,27256,31,620,84,5995,425,896,490,201,14,97,8,837,390,239,12,6,1097,367,133,163,182,364,364,559,475,519,22,41,5,48,11,33,161,,35,20,245,4,72,5,3.0,52.0,62,61,81.0,249,1.0,14,31,84,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,False,0,9,16,11,0,0baa758ae9a180dd,0,11883,15065,5529,5551,14267,4132.0,118.0,84.0,27256,11.0,6.0,40.0,7.0,5995,0,117.0,124.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111175700,2026-09-20T09:45:50.323120300Z,2026-09-20T09:50:22.493559500Z,COMPLETED,EPISODE_TYPE_PUBLIC,56178498,56384917,1591.522000828363,1597.178687771912,1587.2085312526249,1608.3197323305578,56384917,v125_submission_56384917.zip,1,,rsraki,NCK,win,82063.0,74387.0,720,1,56178498,1591.522000828363,1597.178687771912,1608.3197323305578,7676.0,1.32.7,720,57.719821,205.0,-8.0,3,2,0,7,0,0,0,12,1,809.0,21.0,4,2,0,3,0,0,4,12,1,982.0,-230.0,6,6,0,5,0,0,20,12,2,14376.0,1043.0,6,10,0,20,0,0,33,0,3,21981.0,-1472.0,6,10,0,24,0,0,33,0,3,39058.0,3800.0,6,10,0,25,0,0,33,0,3,47952.0,6621.0,6,10,0,25,0,0,33,0,3,55353.0,5401.0,6,10,0,28,9,0,20,0,3,64251.0,6773.0,6,10,0,19,24,0,13,0,3,72316.0,6319.0,6,10,0,0,21,0,0,0,3,82063.0,7676.0,6,10,0,0,0,0,0,0,3,6,10,0,36,33,0,33,12,0,0,0,0,0,4,12,281,False,f892132b10a11260,408038fe1ce51a7e,d91f2b872e210ec3,47047144ba7f8ead,632,968,569,154,17,108,914,397,236,1097,338,377,653,470,35,35,2,95,54,177,236,6318,281,12,6,10,188,12,152,2337,33,1542,2,63,1219,,72,,1258,46,2091,,,,0,0,True,82063,0.0,177,5926,367,11711,281,5638,6,2400,10,5000,12,960,152,1520,315,13358,33,3300,221,49097,2,3000,63,1173,172,6958,,,72,14267,,,245,4658,46,920,129,8851,632,968,569,152,17,103,6,914,374,236,12,10,1082,316,190,148,126,355,355,653,447,511,23,98,22,29,15,33,225,,35,20,172,23,72,2,,,93,60,,247,1.0,14,43,129,17.0,5.0,2.0,,6.0,,0.0,17,False,0,9,15,17,0,0baa758ae9a180dd,0,11711,13358,49097,6958,14267,,60.0,38.0,4658,186.0,164.0,41.0,27.0,8851,0,,,16.0,17.0,4.0,2.0,5.0,22.0,2.0,5.0,,,,,,6.0,,,,,,,,,,,,,,,,
111174605,2026-09-20T09:41:45.757685200Z,2026-09-20T09:47:05.184742Z,COMPLETED,EPISODE_TYPE_PUBLIC,56155248,56384917,1570.6342191201388,1585.9760767277755,1566.4767060177537,1597.178687771912,56384917,v125_submission_56384917.zip,1,,rsraki,Hiters,win,88081.0,83833.0,720,1,56155248,1570.6342191201388,1585.9760767277755,1597.178687771912,4248.0,1.32.7,720,54.927692,205.0,-10.0,3,2,0,7,0,0,0,12,1,809.0,19.0,4,2,0,3,0,0,4,12,1,1175.0,19.0,6,6,0,4,0,0,20,12,2,12317.0,-382.0,6,11,0,18,0,0,32,0,3,19526.0,-748.0,6,11,0,24,0,0,32,0,3,37187.0,767.0,6,11,0,25,0,0,32,0,3,47179.0,1786.0,6,11,0,25,0,0,32,0,3,56410.0,2625.0,6,11,0,38,0,0,19,0,3,70568.0,3401.0,6,11,0,16,29,0,13,0,3,77181.0,4151.0,6,11,0,9,12,0,0,0,3,88081.0,4248.0,6,11,0,0,0,0,0,0,3,6,11,0,38,29,0,32,12,0,0,0,0,0,0,12,277,False,f892132b10a11260,408038fe1ce51a7e,d91f2b872e210ec3,47047144ba7f8ead,534,967,569,151,17,108,906,401,237,1108,367,384,659,475,37,36,2,61,59,165,280,10273,277,11,6,11,179,12,161,4353,34,2890,2,43,2450,,72,,1267,31,3045,,,,0,0,True,88081,0.0,162,5374,309,11159,277,5028,6,2400,11,5500,12,960,161,1610,356,14472,34,3400,272,60654,2,3000,43,1615,190,4421,,,72,14267,,,243,3851,31,620,84,5764,534,967,569,151,17,106,6,906,392,237,12,11,1078,362,222,161,140,373,373,659,450,509,9,75,11,34,30,33,272,,36,21,190,25,72,2,,,60,60,,243,1.0,14,31,84,11.0,,,,,,,0,False,0,5,15,18,0,0baa758ae9a180dd,0,11159,14472,60654,4421,14267,,133.0,117.0,3851,181.0,164.0,78.0,59.0,5764,0,,,,,,,2.0,5.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,
111173507,2026-09-20T09:37:45.251420200Z,2026-09-20T09:40:34.226421100Z,COMPLETED,EPISODE_TYPE_PUBLIC,56384917,56256865,1573.738354337985,1570.663546895296,1585.9760767277755,1566.3221027381237,56384917,v125_submission_56384917.zip,0,,rsraki,Sean Peppers,win,138228.0,137333.0,720,0,56256865,1570.663546895296,1573.738354337985,1585.9760767277755,895.0,1.32.7,720,55.856432,205.0,-10.0,3,2,0,7,0,0,0,12,1,808.0,20.0,4,2,0,3,0,0,4,12,1,1775.0,17.0,8,4,0,5,0,0,20,12,2,15226.0,17.0,9,5,3,20,0,0,33,0,3,26077.0,46.0,9,5,3,24,0,0,33,0,3,46439.0,170.0,9,5,3,25,0,0,33,0,3,69964.0,939.0,9,5,3,25,0,0,33,0,3,92896.0,713.0,9,5,3,38,0,0,20,0,3,109230.0,564.0,9,5,3,16,29,0,13,0,3,125717.0,3124.0,9,5,3,9,12,0,0,0,3,138228.0,895.0,9,5,3,0,0,0,0,0,3,9,5,3,38,29,0,33,12,0,0,0,0,0,0,11,261,False,f892132b10a11260,408038fe1ce51a7e,d91f2b872e210ec3,47047144ba7f8ead,429,897,485,202,14,97,848,412,239,1106,353,372,568,476,51,36,5,74,66,161,316,8297,261,12,9,5,189,12,163,3350,33,159,2,54,1254,3.0,72,3072.0,264,31,2060,,,,0,0,True,138228,0.0,161,5674,332,14040,261,3719,9,3600,5,2500,12,960,163,1630,346,14439,33,3300,116,5524,2,3000,54,1994,266,63951,3.0,900.0,72,14267,72.0,3570.0,244,44453,31,620,84,2881,429,897,485,202,14,97,9,848,393,239,12,5,1094,353,100,163,201,369,369,568,471,539,19,39,3,51,12,33,116,1.0,35,20,266,5,72,5,3.0,52.0,74,62,78.0,251,1.0,14,31,84,1.0,15.0,7.0,6.0,3.0,,0.0,31,False,0,9,16,16,0,0baa758ae9a180dd,0,14040,14439,5524,63951,14267,3570.0,,,44453,,,69.0,52.0,2881,0,66.0,77.0,12.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
111172393,2026-09-20T09:33:45.421731100Z,2026-09-20T09:36:57.991289700Z,COMPLETED,EPISODE_TYPE_PUBLIC,56371565,56384917,1681.218084526815,1582.4183469509285,1684.1798225157322,1573.738354337985,56384917,v125_submission_56384917.zip,1,,rsraki,Michael Pershin,loss,103353.0,108003.0,720,1,56371565,1681.218084526815,1582.4183469509285,1573.738354337985,-4650.0,1.32.7,720,54.51319,205.0,-10.0,3,2,0,7,0,0,0,12,1,809.0,19.0,4,2,0,3,0,0,4,12,1,1201.0,544.0,6,6,0,4,0,0,20,12,2,12360.0,901.0,6,11,0,18,0,0,32,0,3,20334.0,-1901.0,6,11,0,24,0,0,32,0,3,41697.0,-1650.0,6,11,0,25,0,0,32,0,3,54608.0,-3785.0,6,11,0,25,0,0,32,0,3,66402.0,-3260.0,6,11,0,38,0,0,19,0,3,83755.0,-3437.0,6,11,0,16,29,0,13,0,3,91457.0,-4364.0,6,11,0,9,12,0,0,0,3,103353.0,-4650.0,6,11,0,0,0,0,0,0,3,6,11,0,38,29,0,32,12,0,0,0,0,0,0,12,277,False,f892132b10a11260,408038fe1ce51a7e,d91f2b872e210ec3,47047144ba7f8ead,542,968,570,151,17,108,906,402,237,1108,360,384,658,475,34,36,2,61,59,166,277,10282,277,11,6,11,179,12,161,2351,34,1728,2,43,3219,,72,,1242,31,2060,,,,0,0,True,103353,0.0,164,5422,315,9623,277,5028,6,2400,11,5500,12,960,161,1610,356,14233,34,3400,271,65364,2,3000,43,1617,182,10537,,,72,14267,,,243,9946,31,620,84,5940,542,968,570,151,17,106,6,906,393,237,12,11,1078,357,223,161,134,373,373,658,450,509,9,71,11,33,30,33,271,,36,21,182,25,72,2,,,60,60,,243,1.0,14,31,84,11.0,1.0,,,,,,1,False,0,9,16,18,0,0baa758ae9a180dd,0,9623,14233,65364,10537,14267,,1.0,,9946,98.0,79.0,84.0,66.0,5940,0,,,,,,,2.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
111171254,2026-09-20T09:29:45.256614700Z,2026-09-20T09:32:27.615674300Z,COMPLETED,EPISODE_TYPE_PUBLIC,56384917,56322537,1600.35432437781,1514.8917748397494,1582.4183469509285,1520.6810895351134,56384917,v125_submission_56384917.zip,0,,rsraki,cha7ura,loss,69319.0,78439.0,720,0,56322537,1514.8917748397494,1600.35432437781,1582.4183469509285,-9120.0,1.32.7,720,54.840707,217.0,207.0,3,2,0,7,0,0,0,12,1,763.0,742.0,4,2,0,3,0,0,4,12,1,1095.0,1089.0,6,4,2,5,0,0,20,12,2,13646.0,-2629.0,6,6,5,20,0,0,33,0,3,20068.0,-741.0,6,6,5,24,0,0,33,0,3,30313.0,-3942.0,6,6,5,25,0,0,33,0,3,42898.0,-2355.0,6,6,5,25,0,0,33,0,3,53176.0,-33.0,6,6,5,38,0,0,20,0,3,57389.0,-5467.0,6,6,5,16,29,0,13,0,3,62049.0,-8274.0,6,6,5,9,12,0,0,0,3,69319.0,-9120.0,6,6,5,0,0,0,0,0,3,6,6,5,38,29,0,33,12,0,0,0,0,0,0,11,260,False,f892132b10a11260,408038fe1ce51a7e,d91f2b872e210ec3,47047144ba7f8ead,427,896,490,201,12,97,840,408,239,1103,367,370,559,479,48,36,7,64,64,160,310,7304,260,12,6,6,189,12,163,1355,33,180,2,46,1226,5.0,72,9047.0,281,31,2060,,,,0,0,True,69319,0.0,159,5592,314,12291,260,3630,6,2400,6,3000,12,960,163,1630,346,12759,33,3300,160,6655,2,3000,46,1570,191,4582,5.0,1500.0,72,15434,140.0,5760.0,249,30028,31,620,84,6012,427,896,490,200,12,93,6,840,390,239,12,6,1095,365,132,163,142,364,364,559,475,523,18,44,6,47,8,33,160,1.0,35,20,191,4,72,7,5.0,91.0,64,61,140.0,249,1.0,14,31,84,1.0,3.0,,,,,,3,False,0,8,16,11,0,0baa758ae9a180dd,0,12291,12759,6655,4582,15434,5760.0,143.0,136.0,30028,11.0,8.0,85.0,46.0,6012,0,108.0,110.0,3.0,,,1.0,4.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
111170142,2026-09-20T09:25:46.405258900Z,2026-09-20T09:29:42.286536500Z,COMPLETED,EPISODE_TYPE_PUBLIC,56384917,56352608,1613.103244132613,1642.7201105073204,1600.35432437781,1646.636655720367,56384917,v125_submission_56384917.zip,0,,rsraki,infamemconculcemus,loss,69178.0,73831.0,720,0,56352608,1642.7201105073204,1613.103244132613,1600.35432437781,-4653.0,1.32.7,720,56.249493,213.0,-2.0,3,2,0,7,0,0,0,12,1,816.0,28.0,4,2,0,3,0,0,4,12,1,1422.0,131.0,8,4,0,5,0,0,20,12,2,13897.0,-669.0,8,6,3,20,0,0,33,0,3,23094.0,-710.0,8,6,3,24,0,0,33,0,3,36565.0,-694.0,8,6,3,25,0,0,33,0,3,43964.0,-959.0,8,6,3,25,0,0,33,0,3,48295.0,-2482.0,8,6,3,38,0,0,20,0,3,54564.0,-3723.0,8,6,3,16,29,0,13,0,3,61641.0,-4032.0,8,6,3,9,12,0,0,0,3,69178.0,-4653.0,8,6,3,0,0,0,0,0,3,8,6,3,38,29,0,33,12,0,0,0,0,0,0,11,264,False,f892132b10a11260,408038fe1ce51a7e,d91f2b872e210ec3,47047144ba7f8ead,432,917,495,205,14,97,852,417,239,1107,344,373,577,475,51,36,5,88,69,161,324,378,264,12,8,6,189,12,163,359,33,162,2,70,234,3.0,72,77.0,251,31,94,,,,0,0,True,69178,0.0,161,5697,366,15317,264,3986,8,3200,6,3000,12,960,163,1630,352,15370,33,3300,159,5473,2,3000,70,2234,227,22279,3.0,900.0,72,14267,76.0,4430.0,249,13487,31,620,94,4082,432,917,495,205,14,97,8,852,393,239,12,6,1094,344,130,163,162,370,370,577,471,549,24,44,3,51,13,33,159,1.0,35,20,227,4,72,5,3.0,52.0,88,61,76.0,249,1.0,14,31,94,1.0,,,,,,,0,False,0,7,16,16,0,0baa758ae9a180dd,0,15317,15370,5473,22279,14267,4430.0,,,13487,81.0,68.0,30.0,11.0,4082,0,114.0,122.0,17.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
