episode_id,side,day,opponent_rating,result,final_margin,PASS_noop,BUY_PRODUCT_WHEAT_qty,BUY_PRODUCT_WHEAT_cash,SELL_WHEAT_qty,SELL_WHEAT_cash,NORTH_ok,HIRE__qty,HIRE__cash,BUY_ANIMAL_COW_qty,BUY_ANIMAL_COW_cash,BUY_ANIMAL_SHEEP_qty,BUY_ANIMAL_SHEEP_cash,SOUTH_ok,PICKUP_ok,BUILD_PASTURE_ok,PLACE_ok,placed_COW,WEST_ok,CARE_ok,BUY_SEED_MELON_qty,BUY_SEED_MELON_cash,PLANT_ok,planted_MELON,placed_SHEEP,WATER_ok,FEED_ok,feed_SHEEP,BUY_SEED_WHEAT_qty,BUY_SEED_WHEAT_cash,planted_WHEAT,feed_COW,COLLECT_FERTILIZER_ok,harvest_FERTILIZER,SELL_FERTILIZER_qty,SELL_FERTILIZER_cash,EAST_ok,HARVEST_ok,harvest_WHEAT,CARE_noop,COLLECT_FERTILIZER_noop,DROP_ok,BUY_SEED_STRAWBERRY_qty,BUY_SEED_STRAWBERRY_cash,WATER_noop,planted_STRAWBERRY,harvest_WOOL,SELL_WOOL_qty,SELL_WOOL_cash,BUY_LAND__qty,BUY_LAND__cash,BUY_PRODUCT_FERTILIZER_qty,BUY_PRODUCT_FERTILIZER_cash,DIG_noop,DIG_ok,dug_WEED,harvest_MILK,SELL_MILK_qty,SELL_MILK_cash,HARVEST_noop,BUY_ANIMAL_GOOSE_qty,BUY_ANIMAL_GOOSE_cash,harvest_MELON,SELL_MELON_qty,SELL_MELON_cash,BUILD_COOP_ok,placed_GOOSE,feed_GOOSE,PLACE_noop,FERTILIZE_ok,fertilized_WHEAT,fertilized_STRAWBERRY,harvest_EGG,SELL_EGG_qty,SELL_EGG_cash,harvest_STRAWBERRY,dug_COOP,SELL_STRAWBERRY_qty,SELL_STRAWBERRY_cash,BUY_SEED_CARROT_qty,BUY_SEED_CARROT_cash,planted_CARROT,dug_STRAWBERRY,FERTILIZE_noop,harvest_CARROT,fertilized_CARROT,SELL_CARROT_qty,SELL_CARROT_cash,FEED_noop,overflow_WHEAT,overflow_EGG,overflow_FERTILIZER,overflow_MILK,overflow_STRAWBERRY,overflow_WOOL,PLANT_noop,PICKUP_noop,BUILD_PASTURE_noop,BUY_SEED_TOMATO_qty,BUY_SEED_TOMATO_cash,planted_TOMATO,fertilized_TOMATO,harvest_TOMATO,SELL_TOMATO_qty,SELL_TOMATO_cash,dug_TOMATO,dug_PASTURE,NORTH_noop,BUILD_COOP_noop,DROP_noop,overflow_CARROT,dug_WHEAT,WEST_noop,EAST_noop,SOUTH_noop,fertilized_MELON,overflow_TOMATO,dug_CARROT,overflow_MELON
111215310,own,5,1659.5518656011288,loss,-6694.0,16.0,0.0,0.0,2.0,60.0,15.0,4.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,4.0,0.0,0.0,23.0,6.0,2.0,0.0,0.0,0.0,4.0,6.0,6.0,5.0,460.0,7.0,4.0,8.0,1.0,0.0,2.0,4.0,400.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111215310,opponent,5,1659.5518656011288,loss,-6694.0,16.0,0.0,0.0,2.0,60.0,15.0,4.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,4.0,0.0,0.0,23.0,6.0,2.0,0.0,0.0,0.0,4.0,6.0,6.0,5.0,460.0,7.0,4.0,8.0,1.0,0.0,2.0,4.0,400.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111215310,own,6,1659.5518656011288,loss,-6694.0,13.0,10.0,306.0,9.0,274.0,28.0,7.0,33.0,2.0,800.0,0.0,0.0,7.0,8.0,7.0,5.0,2.0,18.0,8.0,0.0,0.0,13.0,0.0,0.0,28.0,8.0,2.0,5.0,50.0,5.0,6.0,6.0,6.0,9.0,807.0,26.0,5.0,6.0,0.0,0.0,3.0,8.0,800.0,2.0,8.0,12.0,12.0,2413.0,1.0,1000.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111215310,opponent,6,1659.5518656011288,loss,-6694.0,13.0,10.0,306.0,9.0,280.0,28.0,7.0,33.0,2.0,800.0,0.0,0.0,7.0,8.0,7.0,5.0,2.0,18.0,8.0,0.0,0.0,13.0,0.0,0.0,28.0,8.0,2.0,5.0,50.0,5.0,6.0,6.0,6.0,9.0,807.0,26.0,5.0,6.0,0.0,0.0,3.0,8.0,800.0,2.0,8.0,12.0,12.0,2406.0,1.0,1000.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111215310,own,7,1659.5518656011288,loss,-6694.0,11.0,0.0,0.0,0.0,0.0,42.0,7.0,33.0,2.0,800.0,0.0,0.0,10.0,8.0,0.0,7.0,2.0,24.0,10.0,0.0,0.0,8.0,0.0,0.0,28.0,7.0,2.0,4.0,40.0,4.0,5.0,8.0,8.0,9.0,780.0,14.0,0.0,0.0,1.0,0.0,2.0,4.0,400.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111215310,opponent,7,1659.5518656011288,loss,-6694.0,11.0,0.0,0.0,0.0,0.0,42.0,7.0,33.0,2.0,800.0,0.0,0.0,10.0,8.0,0.0,7.0,2.0,24.0,10.0,0.0,0.0,8.0,0.0,0.0,29.0,7.0,2.0,4.0,40.0,4.0,5.0,8.0,8.0,9.0,780.0,14.0,0.0,0.0,1.0,0.0,2.0,4.0,400.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111215310,own,8,1659.5518656011288,loss,-6694.0,25.0,21.0,668.0,2.0,66.0,31.0,8.0,54.0,0.0,0.0,2.0,1000.0,12.0,9.0,0.0,4.0,0.0,16.0,12.0,0.0,0.0,5.0,0.0,2.0,35.0,11.0,4.0,1.0,10.0,1.0,7.0,10.0,10.0,10.0,834.0,23.0,7.0,10.0,1.0,0.0,6.0,4.0,400.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,0.0,0.0,0.0,12.0,12.0,2237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111215310,opponent,8,1659.5518656011288,loss,-6694.0,25.0,21.0,668.0,4.0,132.0,31.0,8.0,54.0,0.0,0.0,2.0,1000.0,12.0,9.0,0.0,4.0,0.0,16.0,12.0,0.0,0.0,5.0,0.0,2.0,35.0,11.0,4.0,1.0,10.0,1.0,7.0,10.0,10.0,10.0,834.0,23.0,7.0,10.0,1.0,0.0,6.0,4.0,400.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,0.0,0.0,0.0,12.0,12.0,2237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111215310,own,9,1659.5518656011288,loss,-6694.0,6.0,18.0,614.0,2.0,70.0,36.0,8.0,54.0,0.0,0.0,2.0,1000.0,9.0,8.0,0.0,6.0,0.0,25.0,13.0,0.0,0.0,4.0,0.0,1.0,38.0,13.0,5.0,4.0,40.0,4.0,8.0,12.0,12.0,14.0,1105.0,24.0,5.0,6.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,8.0,8.0,1321.0,0.0,0.0,1.0,81.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111215310,opponent,9,1659.5518656011288,loss,-6694.0,9.0,18.0,614.0,4.0,140.0,36.0,8.0,54.0,0.0,0.0,2.0,1000.0,9.0,8.0,0.0,6.0,0.0,24.0,13.0,0.0,0.0,4.0,0.0,1.0,40.0,13.0,5.0,4.0,40.0,4.0,8.0,12.0,12.0,14.0,1104.0,22.0,6.0,8.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,8.0,1441.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111215310,own,10,1659.5518656011288,loss,-6694.0,26.0,40.0,1476.0,3.0,114.0,49.0,11.0,232.0,0.0,0.0,0.0,0.0,24.0,9.0,1.0,14.0,0.0,35.0,16.0,0.0,0.0,7.0,0.0,1.0,20.0,16.0,6.0,7.0,70.0,7.0,8.0,13.0,13.0,8.0,612.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,613.0,0.0,0.0,0.0,12.0,9.0,1473.0,1.0,2.0,600.0,72.0,60.0,13000.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111215310,opponent,10,1659.5518656011288,loss,-6694.0,25.0,31.0,1134.0,6.0,228.0,49.0,11.0,232.0,0.0,0.0,0.0,0.0,24.0,9.0,1.0,15.0,0.0,35.0,16.0,0.0,0.0,7.0,0.0,1.0,20.0,16.0,6.0,7.0,70.0,7.0,8.0,13.0,13.0,9.0,693.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,613.0,0.0,0.0,0.0,12.0,12.0,2253.0,0.0,2.0,600.0,72.0,60.0,13000.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
