episode_id,sid,opponent_rating,result,margin,item,own_sales,opp_sales,own_buy,opp_buy,delta_sales,net_delta,own_qty,opp_qty,own_price,opp_price,qty_effect,price_effect
111201362,56384917,1570.2375980708468,win,2297.0,TOMATO,0,0,0,0,0,0,0,0,,,,
111201362,56384917,1570.2375980708468,win,2297.0,STRAWBERRY,25598,24524,3300,3300,1074,1074,249,249,102.80321285140562,98.48995983935743,0.0,1074.0
111201362,56384917,1570.2375980708468,win,2297.0,MELON,14267,14267,960,960,0,0,72,72,198.15277777777777,198.15277777777777,0.0,0.0
111201362,56384917,1570.2375980708468,win,2297.0,EGG,3955,3973,900,900,-18,-18,78,78,50.705128205128204,50.93589743589744,0.0,-18.000000000000213
111201362,56384917,1570.2375980708468,win,2297.0,MILK,55606,55328,3200,3200,278,278,245,245,226.96326530612245,225.82857142857142,0.0,278.0000000000023
111201362,56384917,1570.2375980708468,win,2297.0,WOOL,18254,17211,3000,3000,1043,1043,161,161,113.37888198757764,106.90062111801242,0.0,1043.0000000000002
111201362,56384917,1570.2375980708468,win,2297.0,FERTILIZER,14311,14457,1760,1799,-146,-107,348,354,41.12356321839081,40.83898305084746,-245.88763880771478,99.88763880771458
111201362,56384917,1570.2375980708468,win,2297.0,HIRE,0,0,3630,3630,0,0,0,0,,,,
111201362,56384917,1570.2375980708468,win,2297.0,BUY_LAND,0,0,3000,3000,0,0,0,0,,,,
111200251,56384917,1566.874053813492,loss,-3121.0,WHEAT,11044,10670,6881,7544,374,1037,323,311,34.191950464396285,34.30868167202572,411.0037928185321,-37.00379281853093
111200251,56384917,1566.874053813492,loss,-3121.0,CARROT,8293,7166,620,560,1127,1067,84,75,98.72619047619048,95.54666666666667,874.2278571428573,252.77214285714328
111200251,56384917,1566.874053813492,loss,-3121.0,TOMATO,0,0,0,0,0,0,0,0,,,,
111200251,56384917,1566.874053813492,loss,-3121.0,STRAWBERRY,9952,10160,3400,3300,-208,-308,241,246,41.29460580912863,41.300813008130085,-206.4885470431468,-1.5114529568534678
111200251,56384917,1566.874053813492,loss,-3121.0,MELON,14267,14267,960,960,0,0,72,72,198.15277777777777,198.15277777777777,0.0,0.0
111200251,56384917,1566.874053813492,loss,-3121.0,EGG,0,0,0,0,0,0,0,0,,,,
111200251,56384917,1566.874053813492,loss,-3121.0,MILK,6232,5621,2400,2400,611,611,191,191,32.6282722513089,29.42931937172775,0.0,610.9999999999995
111200251,56384917,1566.874053813492,loss,-3121.0,WOOL,35368,40937,5000,5500,-5569,-5069,250,278,141.472,147.25539568345323,-4042.1835395683447,-1526.8164604316505
111200251,56384917,1566.874053813492,loss,-3121.0,FERTILIZER,14041,13288,1593,559,753,-281,341,330,41.17595307917889,40.266666666666666,447.9344086021505,305.06559139785094
111200251,56384917,1566.874053813492,loss,-3121.0,HIRE,0,0,5028,4850,0,-178,0,0,,,,
111200251,56384917,1566.874053813492,loss,-3121.0,BUY_LAND,0,0,3000,3000,0,0,0,0,,,,
111199130,56384917,1531.2721390534662,loss,-15967.0,WHEAT,12476,16373,8278,12670,-3897,495,350,462,35.645714285714284,35.43939393939394,-3980.766060606061,83.76606060606066
111199130,56384917,1531.2721390534662,loss,-15967.0,CARROT,3443,0,560,0,3443,2883,72,0,47.81944444444444,,,
111199130,56384917,1531.2721390534662,loss,-15967.0,TOMATO,0,4138,0,500,-4138,-3638,0,67,,61.76119402985075,,
111199130,56384917,1531.2721390534662,loss,-15967.0,STRAWBERRY,32236,24185,3300,2500,8051,7251,232,161,138.94827586206895,150.2173913043478,10265.381184407795,-2214.381184407796
111199130,56384917,1531.2721390534662,loss,-15967.0,MELON,16228,12375,960,960,3853,3853,72,72,225.38888888888889,171.875,0.0,3853.0
111199130,56384917,1531.2721390534662,loss,-15967.0,EGG,0,0,0,0,0,0,0,0,,,,
111199130,56384917,1531.2721390534662,loss,-15967.0,MILK,8498,6461,2400,2000,2037,1637,183,148,46.43715846994535,43.6554054054054,1576.619867818638,460.3801321813615
111199130,56384917,1531.2721390534662,loss,-15967.0,WOOL,56042,85878,5000,8500,-29836,-26336,248,372,225.9758064516129,230.8548387096774,-28323.5,-1512.4999999999989
111199130,56384917,1531.2721390534662,loss,-15967.0,FERTILIZER,12480,13607,941,0,-1127,-2068,324,292,38.51851851851852,46.59931506849315,1361.8853373921866,-2488.8853373921856
111199130,56384917,1531.2721390534662,loss,-15967.0,HIRE,0,0,4973,4929,0,-44,0,0,,,,
111199130,56384917,1531.2721390534662,loss,-15967.0,BUY_LAND,0,0,3000,3000,0,0,0,0,,,,
111197979,56384917,1691.7440926270783,loss,-1409.0,WHEAT,14297,152378,7238,144449,-138081,-870,374,3627,38.22727272727273,42.01213123793769,-130509.39054941473,-7571.609450585254
111197979,56384917,1691.7440926270783,loss,-1409.0,CARROT,3280,2868,620,620,412,412,99,86,33.13131313131313,33.348837209302324,432.12097721400045,-20.120977214000675
111197979,56384917,1691.7440926270783,loss,-1409.0,TOMATO,0,0,0,0,0,0,0,0,,,,
111197979,56384917,1691.7440926270783,loss,-1409.0,STRAWBERRY,37266,37828,3300,3300,-562,-562,249,249,149.66265060240963,151.91967871485943,0.0,-562.0000000000008
111197979,56384917,1691.7440926270783,loss,-1409.0,MELON,14267,14267,960,960,0,0,72,72,198.15277777777777,198.15277777777777,0.0,0.0
111197979,56384917,1691.7440926270783,loss,-1409.0,EGG,4477,5176,900,900,-699,-699,74,86,60.5,60.18604651162791,-724.1162790697674,25.116279069767415
111197979,56384917,1691.7440926270783,loss,-1409.0,MILK,15011,15151,3200,3200,-140,-140,245,245,61.26938775510204,61.840816326530614,0.0,-140.00000000000125
111197979,56384917,1691.7440926270783,loss,-1409.0,WOOL,7795,7089,3000,3000,706,706,161,161,48.41614906832298,44.03105590062112,0.0,705.9999999999995
111197979,56384917,1691.7440926270783,loss,-1409.0,FERTILIZER,15148,14708,2576,2168,440,32,347,331,43.654178674351584,44.43504531722054,704.713791932577,-264.71379193257667
111197979,56384917,1691.7440926270783,loss,-1409.0,HIRE,0,0,4452,4164,0,-288,0,0,,,,
111197979,56384917,1691.7440926270783,loss,-1409.0,BUY_LAND,0,0,3000,3000,0,0,0,0,,,,
111196373,56384917,1602.3057233582851,loss,-6193.0,WHEAT,11908,14824,7102,6324,-2916,-3694,311,378,38.28938906752411,39.216931216931215,-2596.4617295292533,-319.53827047074685
111196373,56384917,1602.3057233582851,loss,-6193.0,CARROT,2295,2652,620,620,-357,-357,84,97,27.321428571428573,27.34020618556701,-355.3006259204713,-1.6993740795284715
111196373,56384917,1602.3057233582851,loss,-6193.0,TOMATO,0,0,0,0,0,0,0,0,,,,
111196373,56384917,1602.3057233582851,loss,-6193.0,STRAWBERRY,39922,39403,3300,3300,519,519,249,247,160.3293172690763,159.52631578947367,319.85563305855,199.14436694145525
111196373,56384917,1602.3057233582851,loss,-6193.0,MELON,14267,14267,960,960,0,0,72,72,198.15277777777777,198.15277777777777,0.0,0.0
111196373,56384917,1602.3057233582851,loss,-6193.0,EGG,4396,0,900,0,4396,3496,78,0,56.35897435897436,,,
111196373,56384917,1602.3057233582851,loss,-6193.0,MILK,35827,36689,3200,3200,-862,-862,245,245,146.23265306122448,149.75102040816327,0.0,-862.0000000000032
111196373,56384917,1602.3057233582851,loss,-6193.0,WOOL,20701,28959,3000,4500,-8258,-6758,161,212,128.5776397515528,136.5990566037736,-6762.005757060822,-1495.9942429391783
111196373,56384917,1602.3057233582851,loss,-6193.0,FERTILIZER,14829,14633,1873,2462,196,785,349,343,42.48997134670487,42.66180758017493,255.4553367806394,-59.45533678064078
111196373,56384917,1602.3057233582851,loss,-6193.0,HIRE,0,0,3630,4308,0,678,0,0,,,,
111196373,56384917,1602.3057233582851,loss,-6193.0,BUY_LAND,0,0,3000,3000,0,0,0,0,,,,
111196878,56384917,1609.0711537052557,loss,-41578.0,WHEAT,15179,12704,5371,7865,2475,4969,378,315,40.15608465608466,40.33015873015873,2535.3166666666666,-60.31666666666543
111196878,56384917,1609.0711537052557,loss,-41578.0,CARROT,3895,3050,620,560,845,785,94,75,41.43617021276596,40.666666666666664,779.9769503546099,65.02304964539034
111196878,56384917,1609.0711537052557,loss,-41578.0,TOMATO,0,0,0,0,0,0,0,0,,,,
111196878,56384917,1609.0711537052557,loss,-41578.0,STRAWBERRY,9728,12146,3300,3300,-2418,-2418,197,243,49.380710659898476,49.983539094650205,-2285.3777443546196,-132.62225564538028
111196878,56384917,1609.0711537052557,loss,-41578.0,MELON,7722,16855,960,960,-9133,-9133,36,72,214.5,234.09722222222223,-8074.75,-1058.2500000000005
111196878,56384917,1609.0711537052557,loss,-41578.0,EGG,0,0,0,0,0,0,0,0,,,,
111196878,56384917,1609.0711537052557,loss,-41578.0,MILK,3718,4894,2400,2400,-1176,-1176,114,191,32.6140350877193,25.623036649214658,-2242.127261871957,1066.1272618719581
111196878,56384917,1609.0711537052557,loss,-41578.0,WOOL,27274,57797,5000,5500,-30523,-30023,127,278,214.75590551181102,207.90287769784172,-31910.73813232878,1387.7381323287843
111196878,56384917,1609.0711537052557,loss,-41578.0,FERTILIZER,11854,15857,2076,811,-4003,-5268,218,318,54.37614678899082,49.86477987421384,-5212.046333160233,1209.046333160232
111196878,56384917,1609.0711537052557,loss,-41578.0,HIRE,0,0,4164,4850,0,686,0,0,,,,
111196878,56384917,1609.0711537052557,loss,-41578.0,BUY_LAND,0,0,3000,3000,0,0,0,0,,,,
111196171,56384917,1574.0760331545416,win,3470.0,WHEAT,11662,15785,7134,11289,-4123,32,311,448,37.4983922829582,35.234375,-4982.1945588826375,859.1945588826369
111196171,56384917,1574.0760331545416,win,3470.0,CARROT,4945,4893,620,620,52,52,84,83,58.86904761904762,58.95180722891566,58.910427423981645,-6.910427423981478
111196171,56384917,1574.0760331545416,win,3470.0,TOMATO,11527,0,500,0,11527,11027,80,0,144.0875,,,
111196171,56384917,1574.0760331545416,win,3470.0,STRAWBERRY,48843,48085,3300,3300,758,758,249,249,196.15662650602408,193.11244979919678,0.0,757.999999999998
111196171,56384917,1574.0760331545416,win,3470.0,MELON,13565,14930,960,960,-1365,-1365,72,72,188.40277777777777,207.36111111111111,0.0,-1365.0000000000007
111196171,56384917,1574.0760331545416,win,3470.0,EGG,3456,3272,900,900,184,184,78,74,44.30769230769231,44.21621621621622,177.04781704781703,6.952182952182767
111196171,56384917,1574.0760331545416,win,3470.0,MILK,52740,52127,3200,3200,613,613,245,245,215.26530612244898,212.76326530612246,0.0,612.9999999999957
111196171,56384917,1574.0760331545416,win,3470.0,WOOL,5594,5484,3000,3000,110,110,161,161,34.745341614906835,34.06211180124224,0.0,109.99999999999996
111196171,56384917,1574.0760331545416,win,3470.0,FERTILIZER,14348,14507,1890,1802,-159,-247,344,345,41.7093023255814,42.04927536231884,-41.87928884395012,-117.12071115604817
111196171,56384917,1574.0760331545416,win,3470.0,HIRE,0,0,7324,3630,0,-3694,0,0,,,,
111196171,56384917,1574.0760331545416,win,3470.0,BUY_LAND,0,0,7000,3000,0,-4000,0,0,,,,
111194645,56384917,1613.996296059514,loss,-4409.0,WHEAT,12175,12870,5762,7878,-695,1421,304,315,40.04934210526316,40.857142857142854,-444.98566729323306,-250.01433270676608
111194645,56384917,1613.996296059514,loss,-4409.0,CARROT,2426,2058,620,560,368,308,84,75,28.88095238095238,27.44,253.44428571428568,114.55571428571407
111194645,56384917,1613.996296059514,loss,-4409.0,TOMATO,0,0,0,0,0,0,0,0,,,,
111194645,56384917,1613.996296059514,loss,-4409.0,STRAWBERRY,45440,44481,3300,3300,959,959,247,243,183.96761133603238,183.0493827160494,734.0339881041635,224.9660118958309
111194645,56384917,1613.996296059514,loss,-4409.0,MELON,14278,14231,960,960,47,47,72,72,198.30555555555554,197.65277777777777,0.0,46.999999999999545
111194645,56384917,1613.996296059514,loss,-4409.0,EGG,0,0,0,0,0,0,0,0,,,,
111194645,56384917,1613.996296059514,loss,-4409.0,MILK,41632,44008,2400,2400,-2376,-2376,182,191,228.74725274725276,230.40837696335078,-2066.200333697716,-309.7996663022801
111194645,56384917,1613.996296059514,loss,-4409.0,WOOL,42299,47160,5000,5500,-4861,-4361,251,278,168.5219123505976,169.64028776978418,-4565.189701625154,-295.8102983748497
111194645,56384917,1613.996296059514,loss,-4409.0,FERTILIZER,13508,13289,1064,561,219,-284,333,326,40.56456456456456,40.763803680981596,284.64928885941157,-65.64928885941232
111194645,56384917,1613.996296059514,loss,-4409.0,HIRE,0,0,4973,4850,0,-123,0,0,,,,
111194645,56384917,1613.996296059514,loss,-4409.0,BUY_LAND,0,0,3000,3000,0,0,0,0,,,,
111193529,56384917,1548.0443097403522,win,6830.0,WHEAT,12564,9715,5423,7898,2849,5324,335,252,37.504477611940295,38.551587301587304,3156.326693911395,-307.32669391139706
111193529,56384917,1548.0443097403522,win,6830.0,CARROT,4240,3821,620,1040,419,839,84,75,50.476190476190474,50.946666666666665,456.4028571428571,-37.40285714285718
111193529,56384917,1548.0443097403522,win,6830.0,TOMATO,0,0,0,0,0,0,0,0,,,,
111193529,56384917,1548.0443097403522,win,6830.0,STRAWBERRY,16665,16568,3300,3300,97,97,237,242,70.31645569620254,68.46280991735537,-346.94816403389484,443.9481640338964
111193529,56384917,1548.0443097403522,win,6830.0,MELON,14278,14231,960,960,47,47,72,72,198.30555555555554,197.65277777777777,0.0,46.999999999999545
111193529,56384917,1548.0443097403522,win,6830.0,EGG,0,0,0,0,0,0,0,0,,,,
111193529,56384917,1548.0443097403522,win,6830.0,MILK,8044,8245,2400,2400,-201,-201,148,155,54.351351351351354,53.193548387096776,-376.40714908456846,175.40714908456866
111193529,56384917,1548.0443097403522,win,6830.0,WOOL,54818,56174,5000,5500,-1356,-856,234,240,234.26495726495727,234.05833333333334,-1404.9698717948718,48.9698717948732
111193529,56384917,1548.0443097403522,win,6830.0,FERTILIZER,14263,13817,1634,1383,446,195,319,305,44.711598746081506,45.3016393442623,630.0926666324067,-184.09266663240714
111193529,56384917,1548.0443097403522,win,6830.0,HIRE,0,0,5405,6790,0,1385,0,0,,,,
111193529,56384917,1548.0443097403522,win,6830.0,BUY_LAND,0,0,3000,3000,0,0,0,0,,,,
111192415,56384917,1582.5604254615032,loss,-816.0,WHEAT,13363,13125,7325,7102,238,15,311,304,42.967845659163984,43.17434210526316,301.497657175495,-63.497657175495746
111192415,56384917,1582.5604254615032,loss,-816.0,CARROT,2323,2353,620,620,-30,-30,84,84,27.654761904761905,28.011904761904763,0.0,-30.000000000000043
111192415,56384917,1582.5604254615032,loss,-816.0,TOMATO,0,0,0,0,0,0,0,0,,,,
111192415,56384917,1582.5604254615032,loss,-816.0,STRAWBERRY,32575,33305,3300,3300,-730,-730,249,249,130.82329317269077,133.7550200803213,0.0,-729.9999999999993
111192415,56384917,1582.5604254615032,loss,-816.0,MELON,14267,14267,960,960,0,0,72,72,198.15277777777777,198.15277777777777,0.0,0.0
111192415,56384917,1582.5604254615032,loss,-816.0,EGG,4549,4556,900,900,-7,-7,78,78,58.32051282051282,58.41025641025641,0.0,-7.000000000000114
111192415,56384917,1582.5604254615032,loss,-816.0,MILK,45997,46138,3200,3200,-141,-141,245,245,187.74285714285713,188.31836734693877,0.0,-141.00000000000136
111192415,56384917,1582.5604254615032,loss,-816.0,WOOL,5533,5550,3000,3000,-17,-17,161,161,34.36645962732919,34.47204968944099,0.0,-17.000000000000014
111192415,56384917,1582.5604254615032,loss,-816.0,FERTILIZER,14434,14344,1781,1785,90,94,351,351,41.12250712250712,40.86609686609687,0.0,89.99999999999969
111192415,56384917,1582.5604254615032,loss,-816.0,HIRE,0,0,3630,3630,0,0,0,0,,,,
111192415,56384917,1582.5604254615032,loss,-816.0,BUY_LAND,0,0,3000,3000,0,0,0,0,,,,
111191297,56384917,1626.6022193927745,loss,-3431.0,WHEAT,12503,15626,7227,7904,-3123,-2446,314,387,39.818471337579616,40.377260981912144,-2927.144229661449,-195.85577033855097
