episode_id,sid,opponent_rating,result,margin,item,own_sales,opp_sales,own_buy,opp_buy,delta_sales,net_delta,own_qty,opp_qty
111205847,56384917,1559.2817901259095,loss,-10983.0,MILK,10388,7544,2400,2400,2844,2844,175,172
111205847,56384917,1559.2817901259095,loss,-10983.0,WOOL,36403,61202,5000,7500,-24799,-22299,250,358
111205847,56384917,1559.2817901259095,loss,-10983.0,FERTILIZER,12577,13539,978,0,-962,-1940,337,278
111205847,56384917,1559.2817901259095,loss,-10983.0,HIRE,0,0,4973,4942,0,-31,0,0
111205847,56384917,1559.2817901259095,loss,-10983.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111204739,56384917,1517.5986047882373,win,1375.0,WHEAT,11674,9743,6622,6980,1931,2289,359,304
111204739,56384917,1517.5986047882373,win,1375.0,CARROT,9229,5311,1080,620,3918,3458,146,84
111204739,56384917,1517.5986047882373,win,1375.0,TOMATO,0,0,0,0,0,0,0,0
111204739,56384917,1517.5986047882373,win,1375.0,STRAWBERRY,16260,15981,3300,3300,279,279,249,249
111204739,56384917,1517.5986047882373,win,1375.0,MELON,14267,14267,960,960,0,0,72,72
111204739,56384917,1517.5986047882373,win,1375.0,EGG,3591,3420,900,900,171,171,81,78
111204739,56384917,1517.5986047882373,win,1375.0,MILK,47553,44897,3600,3200,2656,2256,266,245
111204739,56384917,1517.5986047882373,win,1375.0,WOOL,9113,15005,2500,3000,-5892,-5392,87,161
111204739,56384917,1517.5986047882373,win,1375.0,FERTILIZER,14492,14857,2364,1865,-365,-864,344,342
111204739,56384917,1517.5986047882373,win,1375.0,HIRE,0,0,4452,3630,0,-822,0,0
111204739,56384917,1517.5986047882373,win,1375.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111203616,56384917,1606.2457991971964,loss,-28406.0,WHEAT,15064,10631,5420,6788,4433,5801,431,307
111203616,56384917,1606.2457991971964,loss,-28406.0,CARROT,7730,5717,620,620,2013,2013,111,84
111203616,56384917,1606.2457991971964,loss,-28406.0,TOMATO,0,0,0,0,0,0,0,0
111203616,56384917,1606.2457991971964,loss,-28406.0,STRAWBERRY,12078,14769,3300,3300,-2691,-2691,192,249
111203616,56384917,1606.2457991971964,loss,-28406.0,MELON,7738,16848,960,960,-9110,-9110,36,72
111203616,56384917,1606.2457991971964,loss,-28406.0,EGG,0,4182,0,900,-4182,-3282,0,78
111203616,56384917,1606.2457991971964,loss,-28406.0,MILK,6224,8711,2400,3200,-2487,-1687,106,245
111203616,56384917,1606.2457991971964,loss,-28406.0,WOOL,30315,38135,5000,3000,-7820,-9820,128,161
111203616,56384917,1606.2457991971964,loss,-28406.0,FERTILIZER,12231,18404,4087,2350,-6173,-7910,213,351
111203616,56384917,1606.2457991971964,loss,-28406.0,HIRE,0,0,5350,3630,0,-1720,0,0
111203616,56384917,1606.2457991971964,loss,-28406.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111202491,56384917,1459.747112357417,win,7164.0,WHEAT,11885,9668,5770,6668,2217,3115,309,254
111202491,56384917,1459.747112357417,win,7164.0,CARROT,5256,4721,620,620,535,535,84,76
111202491,56384917,1459.747112357417,win,7164.0,TOMATO,0,0,0,0,0,0,0,0
111202491,56384917,1459.747112357417,win,7164.0,STRAWBERRY,17459,15677,3300,3300,1782,1782,247,232
111202491,56384917,1459.747112357417,win,7164.0,MELON,14294,14229,960,960,65,65,72,72
111202491,56384917,1459.747112357417,win,7164.0,EGG,0,0,0,0,0,0,0,0
111202491,56384917,1459.747112357417,win,7164.0,MILK,8982,8292,2400,2400,690,690,172,181
111202491,56384917,1459.747112357417,win,7164.0,WOOL,29008,26913,5000,5500,2095,2595,249,242
111202491,56384917,1459.747112357417,win,7164.0,FERTILIZER,13544,14588,1091,1860,-1044,-275,333,330
111202491,56384917,1459.747112357417,win,7164.0,HIRE,0,0,4973,3630,0,-1343,0,0
111202491,56384917,1459.747112357417,win,7164.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111201362,56384917,1570.2375980708468,win,2297.0,WHEAT,13184,12959,7324,7105,225,6,311,304
111201362,56384917,1570.2375980708468,win,2297.0,CARROT,2881,2860,620,620,21,21,84,84
111201362,56384917,1570.2375980708468,win,2297.0,TOMATO,0,0,0,0,0,0,0,0
111201362,56384917,1570.2375980708468,win,2297.0,STRAWBERRY,25598,24524,3300,3300,1074,1074,249,249
111201362,56384917,1570.2375980708468,win,2297.0,MELON,14267,14267,960,960,0,0,72,72
111201362,56384917,1570.2375980708468,win,2297.0,EGG,3955,3973,900,900,-18,-18,78,78
111201362,56384917,1570.2375980708468,win,2297.0,MILK,55606,55328,3200,3200,278,278,245,245
111201362,56384917,1570.2375980708468,win,2297.0,WOOL,18254,17211,3000,3000,1043,1043,161,161
111201362,56384917,1570.2375980708468,win,2297.0,FERTILIZER,14311,14457,1760,1799,-146,-107,348,354
111201362,56384917,1570.2375980708468,win,2297.0,HIRE,0,0,3630,3630,0,0,0,0
111201362,56384917,1570.2375980708468,win,2297.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111200251,56384917,1566.874053813492,loss,-3121.0,WHEAT,11044,10670,6881,7544,374,1037,323,311
111200251,56384917,1566.874053813492,loss,-3121.0,CARROT,8293,7166,620,560,1127,1067,84,75
111200251,56384917,1566.874053813492,loss,-3121.0,TOMATO,0,0,0,0,0,0,0,0
111200251,56384917,1566.874053813492,loss,-3121.0,STRAWBERRY,9952,10160,3400,3300,-208,-308,241,246
111200251,56384917,1566.874053813492,loss,-3121.0,MELON,14267,14267,960,960,0,0,72,72
111200251,56384917,1566.874053813492,loss,-3121.0,EGG,0,0,0,0,0,0,0,0
111200251,56384917,1566.874053813492,loss,-3121.0,MILK,6232,5621,2400,2400,611,611,191,191
111200251,56384917,1566.874053813492,loss,-3121.0,WOOL,35368,40937,5000,5500,-5569,-5069,250,278
111200251,56384917,1566.874053813492,loss,-3121.0,FERTILIZER,14041,13288,1593,559,753,-281,341,330
111200251,56384917,1566.874053813492,loss,-3121.0,HIRE,0,0,5028,4850,0,-178,0,0
111200251,56384917,1566.874053813492,loss,-3121.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111199130,56384917,1531.2721390534662,loss,-15967.0,WHEAT,12476,16373,8278,12670,-3897,495,350,462
111199130,56384917,1531.2721390534662,loss,-15967.0,CARROT,3443,0,560,0,3443,2883,72,0
111199130,56384917,1531.2721390534662,loss,-15967.0,TOMATO,0,4138,0,500,-4138,-3638,0,67
111199130,56384917,1531.2721390534662,loss,-15967.0,STRAWBERRY,32236,24185,3300,2500,8051,7251,232,161
111199130,56384917,1531.2721390534662,loss,-15967.0,MELON,16228,12375,960,960,3853,3853,72,72
111199130,56384917,1531.2721390534662,loss,-15967.0,EGG,0,0,0,0,0,0,0,0
111199130,56384917,1531.2721390534662,loss,-15967.0,MILK,8498,6461,2400,2000,2037,1637,183,148
111199130,56384917,1531.2721390534662,loss,-15967.0,WOOL,56042,85878,5000,8500,-29836,-26336,248,372
111199130,56384917,1531.2721390534662,loss,-15967.0,FERTILIZER,12480,13607,941,0,-1127,-2068,324,292
111199130,56384917,1531.2721390534662,loss,-15967.0,HIRE,0,0,4973,4929,0,-44,0,0
111199130,56384917,1531.2721390534662,loss,-15967.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111197979,56384917,1691.7440926270783,loss,-1409.0,WHEAT,14297,152378,7238,144449,-138081,-870,374,3627
111197979,56384917,1691.7440926270783,loss,-1409.0,CARROT,3280,2868,620,620,412,412,99,86
111197979,56384917,1691.7440926270783,loss,-1409.0,TOMATO,0,0,0,0,0,0,0,0
111197979,56384917,1691.7440926270783,loss,-1409.0,STRAWBERRY,37266,37828,3300,3300,-562,-562,249,249
111197979,56384917,1691.7440926270783,loss,-1409.0,MELON,14267,14267,960,960,0,0,72,72
111197979,56384917,1691.7440926270783,loss,-1409.0,EGG,4477,5176,900,900,-699,-699,74,86
111197979,56384917,1691.7440926270783,loss,-1409.0,MILK,15011,15151,3200,3200,-140,-140,245,245
111197979,56384917,1691.7440926270783,loss,-1409.0,WOOL,7795,7089,3000,3000,706,706,161,161
111197979,56384917,1691.7440926270783,loss,-1409.0,FERTILIZER,15148,14708,2576,2168,440,32,347,331
111197979,56384917,1691.7440926270783,loss,-1409.0,HIRE,0,0,4452,4164,0,-288,0,0
111197979,56384917,1691.7440926270783,loss,-1409.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111196373,56384917,1602.3057233582851,loss,-6193.0,WHEAT,11908,14824,7102,6324,-2916,-3694,311,378
111196373,56384917,1602.3057233582851,loss,-6193.0,CARROT,2295,2652,620,620,-357,-357,84,97
111196373,56384917,1602.3057233582851,loss,-6193.0,TOMATO,0,0,0,0,0,0,0,0
111196373,56384917,1602.3057233582851,loss,-6193.0,STRAWBERRY,39922,39403,3300,3300,519,519,249,247
111196373,56384917,1602.3057233582851,loss,-6193.0,MELON,14267,14267,960,960,0,0,72,72
111196373,56384917,1602.3057233582851,loss,-6193.0,EGG,4396,0,900,0,4396,3496,78,0
111196373,56384917,1602.3057233582851,loss,-6193.0,MILK,35827,36689,3200,3200,-862,-862,245,245
111196373,56384917,1602.3057233582851,loss,-6193.0,WOOL,20701,28959,3000,4500,-8258,-6758,161,212
111196373,56384917,1602.3057233582851,loss,-6193.0,FERTILIZER,14829,14633,1873,2462,196,785,349,343
111196373,56384917,1602.3057233582851,loss,-6193.0,HIRE,0,0,3630,4308,0,678,0,0
111196373,56384917,1602.3057233582851,loss,-6193.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111196878,56384917,1609.0711537052557,loss,-41578.0,WHEAT,15179,12704,5371,7865,2475,4969,378,315
111196878,56384917,1609.0711537052557,loss,-41578.0,CARROT,3895,3050,620,560,845,785,94,75
111196878,56384917,1609.0711537052557,loss,-41578.0,TOMATO,0,0,0,0,0,0,0,0
111196878,56384917,1609.0711537052557,loss,-41578.0,STRAWBERRY,9728,12146,3300,3300,-2418,-2418,197,243
111196878,56384917,1609.0711537052557,loss,-41578.0,MELON,7722,16855,960,960,-9133,-9133,36,72
111196878,56384917,1609.0711537052557,loss,-41578.0,EGG,0,0,0,0,0,0,0,0
111196878,56384917,1609.0711537052557,loss,-41578.0,MILK,3718,4894,2400,2400,-1176,-1176,114,191
111196878,56384917,1609.0711537052557,loss,-41578.0,WOOL,27274,57797,5000,5500,-30523,-30023,127,278
111196878,56384917,1609.0711537052557,loss,-41578.0,FERTILIZER,11854,15857,2076,811,-4003,-5268,218,318
111196878,56384917,1609.0711537052557,loss,-41578.0,HIRE,0,0,4164,4850,0,686,0,0
111196878,56384917,1609.0711537052557,loss,-41578.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111196171,56384917,1574.0760331545416,win,3470.0,WHEAT,11662,15785,7134,11289,-4123,32,311,448
111196171,56384917,1574.0760331545416,win,3470.0,CARROT,4945,4893,620,620,52,52,84,83
111196171,56384917,1574.0760331545416,win,3470.0,TOMATO,11527,0,500,0,11527,11027,80,0
111196171,56384917,1574.0760331545416,win,3470.0,STRAWBERRY,48843,48085,3300,3300,758,758,249,249
111196171,56384917,1574.0760331545416,win,3470.0,MELON,13565,14930,960,960,-1365,-1365,72,72
111196171,56384917,1574.0760331545416,win,3470.0,EGG,3456,3272,900,900,184,184,78,74
111196171,56384917,1574.0760331545416,win,3470.0,MILK,52740,52127,3200,3200,613,613,245,245
111196171,56384917,1574.0760331545416,win,3470.0,WOOL,5594,5484,3000,3000,110,110,161,161
111196171,56384917,1574.0760331545416,win,3470.0,FERTILIZER,14348,14507,1890,1802,-159,-247,344,345
111196171,56384917,1574.0760331545416,win,3470.0,HIRE,0,0,7324,3630,0,-3694,0,0
111196171,56384917,1574.0760331545416,win,3470.0,BUY_LAND,0,0,7000,3000,0,-4000,0,0
111194645,56384917,1613.996296059514,loss,-4409.0,WHEAT,12175,12870,5762,7878,-695,1421,304,315
111194645,56384917,1613.996296059514,loss,-4409.0,CARROT,2426,2058,620,560,368,308,84,75
111194645,56384917,1613.996296059514,loss,-4409.0,TOMATO,0,0,0,0,0,0,0,0
111194645,56384917,1613.996296059514,loss,-4409.0,STRAWBERRY,45440,44481,3300,3300,959,959,247,243
111194645,56384917,1613.996296059514,loss,-4409.0,MELON,14278,14231,960,960,47,47,72,72
111194645,56384917,1613.996296059514,loss,-4409.0,EGG,0,0,0,0,0,0,0,0
111194645,56384917,1613.996296059514,loss,-4409.0,MILK,41632,44008,2400,2400,-2376,-2376,182,191
111194645,56384917,1613.996296059514,loss,-4409.0,WOOL,42299,47160,5000,5500,-4861,-4361,251,278
111194645,56384917,1613.996296059514,loss,-4409.0,FERTILIZER,13508,13289,1064,561,219,-284,333,326
111194645,56384917,1613.996296059514,loss,-4409.0,HIRE,0,0,4973,4850,0,-123,0,0
111194645,56384917,1613.996296059514,loss,-4409.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111193529,56384917,1548.0443097403522,win,6830.0,WHEAT,12564,9715,5423,7898,2849,5324,335,252
111193529,56384917,1548.0443097403522,win,6830.0,CARROT,4240,3821,620,1040,419,839,84,75
111193529,56384917,1548.0443097403522,win,6830.0,TOMATO,0,0,0,0,0,0,0,0
111193529,56384917,1548.0443097403522,win,6830.0,STRAWBERRY,16665,16568,3300,3300,97,97,237,242
111193529,56384917,1548.0443097403522,win,6830.0,MELON,14278,14231,960,960,47,47,72,72
111193529,56384917,1548.0443097403522,win,6830.0,EGG,0,0,0,0,0,0,0,0
111193529,56384917,1548.0443097403522,win,6830.0,MILK,8044,8245,2400,2400,-201,-201,148,155
111193529,56384917,1548.0443097403522,win,6830.0,WOOL,54818,56174,5000,5500,-1356,-856,234,240
111193529,56384917,1548.0443097403522,win,6830.0,FERTILIZER,14263,13817,1634,1383,446,195,319,305
111193529,56384917,1548.0443097403522,win,6830.0,HIRE,0,0,5405,6790,0,1385,0,0
111193529,56384917,1548.0443097403522,win,6830.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111192415,56384917,1582.5604254615032,loss,-816.0,WHEAT,13363,13125,7325,7102,238,15,311,304
111192415,56384917,1582.5604254615032,loss,-816.0,CARROT,2323,2353,620,620,-30,-30,84,84
111192415,56384917,1582.5604254615032,loss,-816.0,TOMATO,0,0,0,0,0,0,0,0
111192415,56384917,1582.5604254615032,loss,-816.0,STRAWBERRY,32575,33305,3300,3300,-730,-730,249,249
111192415,56384917,1582.5604254615032,loss,-816.0,MELON,14267,14267,960,960,0,0,72,72
111192415,56384917,1582.5604254615032,loss,-816.0,EGG,4549,4556,900,900,-7,-7,78,78
111192415,56384917,1582.5604254615032,loss,-816.0,MILK,45997,46138,3200,3200,-141,-141,245,245
111192415,56384917,1582.5604254615032,loss,-816.0,WOOL,5533,5550,3000,3000,-17,-17,161,161
111192415,56384917,1582.5604254615032,loss,-816.0,FERTILIZER,14434,14344,1781,1785,90,94,351,351
111192415,56384917,1582.5604254615032,loss,-816.0,HIRE,0,0,3630,3630,0,0,0,0
111192415,56384917,1582.5604254615032,loss,-816.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111191297,56384917,1626.6022193927745,loss,-3431.0,WHEAT,12503,15626,7227,7904,-3123,-2446,314,387
111191297,56384917,1626.6022193927745,loss,-3431.0,CARROT,5816,7851,620,760,-2035,-1895,84,112
111191297,56384917,1626.6022193927745,loss,-3431.0,TOMATO,0,0,0,0,0,0,0,0
111191297,56384917,1626.6022193927745,loss,-3431.0,STRAWBERRY,5653,5858,3300,3300,-205,-205,249,249
111191297,56384917,1626.6022193927745,loss,-3431.0,MELON,14267,14267,960,960,0,0,72,72
111191297,56384917,1626.6022193927745,loss,-3431.0,EGG,4624,4399,900,900,225,225,82,78
111191297,56384917,1626.6022193927745,loss,-3431.0,MILK,12452,12265,3600,3200,187,-213,266,245
111191297,56384917,1626.6022193927745,loss,-3431.0,WOOL,5522,5489,2500,3000,33,533,133,121
111191297,56384917,1626.6022193927745,loss,-3431.0,FERTILIZER,14465,14547,1818,2025,-82,125,351,348
111191297,56384917,1626.6022193927745,loss,-3431.0,HIRE,0,0,3630,4075,0,445,0,0
111191297,56384917,1626.6022193927745,loss,-3431.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111190173,56384917,1574.4788220014016,win,12552.0,WHEAT,11956,15096,7227,7004,-3140,-3363,311,388
111190173,56384917,1574.4788220014016,win,12552.0,CARROT,2886,3141,620,620,-255,-255,84,96
111190173,56384917,1574.4788220014016,win,12552.0,TOMATO,0,0,0,0,0,0,0,0
111190173,56384917,1574.4788220014016,win,12552.0,STRAWBERRY,57510,57483,3300,3300,27,27,249,249
111190173,56384917,1574.4788220014016,win,12552.0,MELON,14267,14267,960,960,0,0,72,72
111190173,56384917,1574.4788220014016,win,12552.0,EGG,4211,4212,900,900,-1,-1,78,78
111190173,56384917,1574.4788220014016,win,12552.0,MILK,54393,37375,3200,3200,17018,17018,245,171
111190173,56384917,1574.4788220014016,win,12552.0,WOOL,6819,7994,3000,3000,-1175,-1175,161,157
111190173,56384917,1574.4788220014016,win,12552.0,FERTILIZER,14352,14488,1796,1877,-136,-55,345,348
111190173,56384917,1574.4788220014016,win,12552.0,HIRE,0,0,3630,3986,0,356,0,0
111190173,56384917,1574.4788220014016,win,12552.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111189071,56384917,1601.4515167828142,loss,-1780.0,WHEAT,12165,11916,7213,6990,249,26,311,304
111189071,56384917,1601.4515167828142,loss,-1780.0,CARROT,5212,5212,620,620,0,0,84,84
111189071,56384917,1601.4515167828142,loss,-1780.0,TOMATO,8049,8080,500,500,-31,-31,80,80
111189071,56384917,1601.4515167828142,loss,-1780.0,STRAWBERRY,46059,46103,3300,3300,-44,-44,249,249
111189071,56384917,1601.4515167828142,loss,-1780.0,MELON,14267,14267,960,960,0,0,72,72
111189071,56384917,1601.4515167828142,loss,-1780.0,EGG,3915,3924,900,900,-9,-9,78,78
111189071,56384917,1601.4515167828142,loss,-1780.0,MILK,19668,21360,3200,3200,-1692,-1692,245,245
111189071,56384917,1601.4515167828142,loss,-1780.0,WOOL,5534,5557,3000,3000,-23,-23,161,161
111189071,56384917,1601.4515167828142,loss,-1780.0,FERTILIZER,14490,14500,1910,1913,-10,-7,344,344
111189071,56384917,1601.4515167828142,loss,-1780.0,HIRE,0,0,7324,7324,0,0,0,0
111189071,56384917,1601.4515167828142,loss,-1780.0,BUY_LAND,0,0,7000,7000,0,0,0,0
111187945,56384917,1592.1758281399173,win,1817.0,WHEAT,13482,13459,7324,7344,23,43,311,311
111187945,56384917,1592.1758281399173,win,1817.0,CARROT,3350,3334,620,620,16,16,84,84
111187945,56384917,1592.1758281399173,win,1817.0,TOMATO,0,0,0,0,0,0,0,0
111187945,56384917,1592.1758281399173,win,1817.0,STRAWBERRY,28882,26326,3300,3300,2556,2556,247,244
111187945,56384917,1592.1758281399173,win,1817.0,MELON,14267,14267,960,960,0,0,72,72
111187945,56384917,1592.1758281399173,win,1817.0,EGG,3986,4138,900,900,-152,-152,75,78
111187945,56384917,1592.1758281399173,win,1817.0,MILK,45815,45578,3200,3200,237,237,245,245
111187945,56384917,1592.1758281399173,win,1817.0,WOOL,8523,9349,3000,3000,-826,-826,161,161
111187945,56384917,1592.1758281399173,win,1817.0,FERTILIZER,14343,14415,1774,1789,-72,-57,348,343
111187945,56384917,1592.1758281399173,win,1817.0,HIRE,0,0,3630,3630,0,0,0,0
111187945,56384917,1592.1758281399173,win,1817.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111186840,56384917,1592.8749245144404,win,2950.0,WHEAT,15715,13144,7324,7104,2571,2351,361,304
111186840,56384917,1592.8749245144404,win,2950.0,CARROT,3150,2829,620,620,321,321,94,84
111186840,56384917,1592.8749245144404,win,2950.0,TOMATO,0,0,0,0,0,0,0,0
111186840,56384917,1592.8749245144404,win,2950.0,STRAWBERRY,24371,23844,3300,3300,527,527,249,249
111186840,56384917,1592.8749245144404,win,2950.0,MELON,14267,14267,960,960,0,0,72,72
111186840,56384917,1592.8749245144404,win,2950.0,EGG,5383,5152,900,900,231,231,82,78
111186840,56384917,1592.8749245144404,win,2950.0,MILK,8312,8015,3200,3200,297,297,231,245
111186840,56384917,1592.8749245144404,win,2950.0,WOOL,5446,5612,3000,3000,-166,-166,159,161
111186840,56384917,1592.8749245144404,win,2950.0,FERTILIZER,14339,14508,1875,1789,-169,-255,351,351
111186840,56384917,1592.8749245144404,win,2950.0,HIRE,0,0,3986,3630,0,-356,0,0
111186840,56384917,1592.8749245144404,win,2950.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111185739,56384917,1595.7394610113304,loss,-2954.0,WHEAT,12680,12479,7121,6917,201,-3,311,304
111185739,56384917,1595.7394610113304,loss,-2954.0,CARROT,3342,3399,620,620,-57,-57,84,84
111185739,56384917,1595.7394610113304,loss,-2954.0,TOMATO,0,9236,0,500,-9236,-8736,0,79
111185739,56384917,1595.7394610113304,loss,-2954.0,STRAWBERRY,33867,32579,3300,3300,1288,1288,249,249
111185739,56384917,1595.7394610113304,loss,-2954.0,MELON,13565,14930,960,960,-1365,-1365,72,72
111185739,56384917,1595.7394610113304,loss,-2954.0,EGG,4022,4036,900,900,-14,-14,78,78
111185739,56384917,1595.7394610113304,loss,-2954.0,MILK,48960,49300,3200,3200,-340,-340,245,245
111185739,56384917,1595.7394610113304,loss,-2954.0,WOOL,7499,7894,3000,3000,-395,-395,161,161
111185739,56384917,1595.7394610113304,loss,-2954.0,FERTILIZER,14381,14443,1788,1845,-62,-5,348,352
111185739,56384917,1595.7394610113304,loss,-2954.0,HIRE,0,0,3630,6303,0,2673,0,0
111185739,56384917,1595.7394610113304,loss,-2954.0,BUY_LAND,0,0,3000,7000,0,4000,0,0
111184614,56384917,1645.4845077758011,loss,-3175.0,WHEAT,12874,18921,7303,7637,-6047,-5713,312,451
111184614,56384917,1645.4845077758011,loss,-3175.0,CARROT,3104,3425,620,620,-321,-321,83,90
111184614,56384917,1645.4845077758011,loss,-3175.0,TOMATO,0,0,0,0,0,0,0,0
111184614,56384917,1645.4845077758011,loss,-3175.0,STRAWBERRY,61254,61054,3300,3300,200,200,249,249
111184614,56384917,1645.4845077758011,loss,-3175.0,MELON,14267,14267,960,960,0,0,72,72
111184614,56384917,1645.4845077758011,loss,-3175.0,EGG,5064,4476,900,900,588,588,79,70
111184614,56384917,1645.4845077758011,loss,-3175.0,MILK,9085,8550,3200,3200,535,535,243,216
111184614,56384917,1645.4845077758011,loss,-3175.0,WOOL,5435,5591,3000,3000,-156,-156,161,120
111184614,56384917,1645.4845077758011,loss,-3175.0,FERTILIZER,14798,15060,1863,2851,-262,726,345,352
111184614,56384917,1645.4845077758011,loss,-3175.0,HIRE,0,0,3630,4596,0,966,0,0
111184614,56384917,1645.4845077758011,loss,-3175.0,BUY_LAND,0,0,3000,3000,0,0,0,0
111183504,56384917,1596.7046920280811,loss,-215.0,WHEAT,10836,10586,5782,5559,250,27,294,287
111183504,56384917,1596.7046920280811,loss,-215.0,CARROT,7708,7619,620,620,89,89,84,84
111183504,56384917,1596.7046920280811,loss,-215.0,TOMATO,0,0,0,0,0,0,0,0
111183504,56384917,1596.7046920280811,loss,-215.0,STRAWBERRY,36823,36139,3300,3300,684,684,247,247
111183504,56384917,1596.7046920280811,loss,-215.0,MELON,14267,14267,960,960,0,0,72,72
111183504,56384917,1596.7046920280811,loss,-215.0,EGG,0,0,0,0,0,0,0,0
111183504,56384917,1596.7046920280811,loss,-215.0,MILK,4757,4627,2400,2400,130,130,191,191
111183504,56384917,1596.7046920280811,loss,-215.0,WOOL,26852,28039,5000,5000,-1187,-1187,251,251
111183504,56384917,1596.7046920280811,loss,-215.0,FERTILIZER,13743,13714,1122,1135,29,42,335,333
