seed,arm,step,item,price,runtime_own,true_own_fill,true_opponent_fill,inferred_opponent_fill,inferred_positive_event,true_positive_event,final_market,opponent_market
612609254,B1,555,STRAWBERRY,7,0,0,13,3,True,True,[],"[['SELL', 'STRAWBERRY', 13]]"
612609254,B1,561,WOOL,66,15,15,0,-4,False,False,"[['SELL', 'WOOL', 15]]",[]
612609254,B1,568,STRAWBERRY,12,8,8,8,-2,False,True,"[['SELL', 'STRAWBERRY', 8], ['BUY_SEED', 'CARROT', 1]]","[['SELL', 'STRAWBERRY', 8], ['BUY_SEED', 'CARROT', 1]]"
612609254,B1,569,WOOL,24,0,0,15,4,True,True,[],"[['SELL', 'WOOL', 15]]"
612609254,B1,576,WOOL,11,0,0,8,2,True,True,"[['SELL', 'STRAWBERRY', 18], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 8], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,B1,576,STRAWBERRY,9,0,18,0,4,True,False,"[['SELL', 'STRAWBERRY', 18], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 8], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,B1,577,WOOL,18,5,5,0,-2,False,False,"[['SELL', 'WOOL', 5], ['SELL', 'FERTILIZER', 12], ['SELL', 'WHEAT', 12], ['SELL', 'STRAWBERRY', 1], ['HIRE'], ['HIRE']]","[['SELL', 'FERTILIZER', 12], ['SELL', 'WHEAT', 12], ['SELL', 'CARROT', 7], ['SELL', 'WOOL', 5], ['HIRE'], ['HIRE']]"
612609254,B1,579,STRAWBERRY,7,0,0,18,3,True,True,[],"[['SELL', 'STRAWBERRY', 18]]"
612609254,B1,584,WOOL,11,3,3,0,-1,False,False,"[['SELL', 'WOOL', 3], ['BUY_SEED', 'WHEAT', 1]]","[['BUY_SEED', 'WHEAT', 1]]"
612609254,B1,586,WOOL,11,9,9,9,-7,False,True,"[['SELL', 'WOOL', 9], ['SELL', 'CARROT', 3], ['BUY_SEED', 'WHEAT', 2]]","[['SELL', 'WOOL', 9], ['BUY_SEED', 'WHEAT', 2]]"
612609254,B1,615,WOOL,37,0,0,9,6,True,True,[],"[['SELL', 'WOOL', 9], ['SELL', 'STRAWBERRY', 7]]"
612609254,B1,618,WOOL,11,9,9,9,-7,False,True,"[['SELL', 'WOOL', 22], ['BUY_SEED', 'CARROT', 1]]","[['SELL', 'WOOL', 22], ['BUY_SEED', 'CARROT', 1]]"
612609254,B1,633,STRAWBERRY,32,18,18,0,-2,False,False,"[['SELL', 'STRAWBERRY', 18], ['BUY_SEED', 'CARROT', 2]]","[['BUY_SEED', 'CARROT', 2]]"
612609254,B1,644,STRAWBERRY,12,0,0,18,6,True,True,[],"[['SELL', 'WOOL', 7], ['SELL', 'STRAWBERRY', 18]]"
612609254,B1,672,WOOL,49,0,12,12,8,True,True,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,B1,672,STRAWBERRY,20,3,0,0,-3,False,False,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,B1,693,STRAWBERRY,18,0,0,20,9,True,True,"[[], [], []]","[['SELL', 'STRAWBERRY', 20], ['SELL', 'WOOL', 8], [], [], []]"
612609254,B1,694,WOOL,31,0,3,2,5,True,True,"[['SELL', 'WOOL', 3], ['SELL', 'WHEAT', 5], [], []]","[['SELL', 'MILK', 8], ['SELL', 'WOOL', 2], ['SELL', 'WHEAT', 5], [], []]"
612609254,B1,710,WOOL,37,4,4,4,2,True,True,"[['SELL', 'WOOL', 4], ['SELL', 'CARROT', 3], [], [], []]","[['SELL', 'WOOL', 4], ['SELL', 'CARROT', 2], [], [], []]"
612609254,B1,718,WOOL,24,3,3,3,1,False,True,"[['SELL', 'WOOL', 3], ['SELL', 'CARROT', 6], ['SELL', 'FERTILIZER', 2]]","[['SELL', 'WOOL', 3], ['SELL', 'CARROT', 5], ['SELL', 'FERTILIZER', 2]]"
612609254,m20_multi_hypothesis,456,WOOL,37,12,12,12,-6,False,True,"[['SELL', 'WOOL', 16], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 16], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,m20_multi_hypothesis,479,STRAWBERRY,93,0,6,6,12,True,True,"[['SELL', 'STRAWBERRY', 6]]","[['SELL', 'STRAWBERRY', 6]]"
612609254,m20_multi_hypothesis,480,WOOL,77,12,12,12,2,True,True,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,m20_multi_hypothesis,504,WOOL,72,12,12,12,0,False,True,"[['SELL', 'WOOL', 12], ['SELL', 'WHEAT', 3], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['SELL', 'WHEAT', 3], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,m20_multi_hypothesis,517,STRAWBERRY,20,8,8,8,2,True,True,"[['SELL', 'STRAWBERRY', 8], ['BUY_SEED', 'WHEAT', 1]]","[['SELL', 'STRAWBERRY', 8], ['BUY_SEED', 'WHEAT', 1]]"
612609254,m20_multi_hypothesis,523,STRAWBERRY,5,16,16,16,-14,False,True,"[['SELL', 'STRAWBERRY', 16], ['BUY_SEED', 'CARROT', 1]]","[['SELL', 'STRAWBERRY', 16], ['BUY_SEED', 'CARROT', 1]]"
612609254,m20_multi_hypothesis,528,WOOL,77,11,11,11,3,True,True,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,m20_multi_hypothesis,529,STRAWBERRY,11,13,13,13,-8,False,True,"[['SELL', 'MILK', 9], ['SELL', 'FERTILIZER', 16], ['SELL', 'STRAWBERRY', 13], ['SELL', 'WHEAT', 11], ['HIRE'], ['HIRE']]","[['SELL', 'MILK', 9], ['SELL', 'STRAWBERRY', 13], ['SELL', 'FERTILIZER', 16], ['SELL', 'WHEAT', 11], ['HIRE'], ['HIRE']]"
612609254,m20_multi_hypothesis,543,STRAWBERRY,12,8,8,8,-2,False,True,"[['SELL', 'STRAWBERRY', 8]]","[['SELL', 'STRAWBERRY', 8]]"
612609254,m20_multi_hypothesis,552,STRAWBERRY,9,0,13,0,4,True,False,"[['SELL', 'FERTILIZER', 17], ['SELL', 'WHEAT', 6], ['SELL', 'STRAWBERRY', 13], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'FERTILIZER', 17], ['SELL', 'WHEAT', 6], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,m20_multi_hypothesis,553,STRAWBERRY,7,0,0,13,3,True,True,"[['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'STRAWBERRY', 13], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,m20_multi_hypothesis,561,WOOL,66,15,15,15,-3,False,True,"[['SELL', 'WOOL', 15]]","[['SELL', 'WOOL', 15]]"
612609254,m20_multi_hypothesis,568,STRAWBERRY,12,8,8,8,-2,False,True,"[['SELL', 'STRAWBERRY', 8], ['BUY_SEED', 'CARROT', 1]]","[['SELL', 'STRAWBERRY', 8], ['BUY_SEED', 'CARROT', 1]]"
612609254,m20_multi_hypothesis,576,WOOL,31,8,8,5,-2,False,True,"[['SELL', 'WOOL', 8], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 5], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,m20_multi_hypothesis,577,STRAWBERRY,16,19,19,18,-11,False,True,"[['SELL', 'STRAWBERRY', 19], ['SELL', 'FERTILIZER', 12], ['SELL', 'WHEAT', 12], ['SELL', 'CARROT', 3], [], ['HIRE'], ['HIRE']]","[['SELL', 'STRAWBERRY', 18], ['SELL', 'FERTILIZER', 12], ['SELL', 'WHEAT', 12], ['SELL', 'CARROT', 5], ['HIRE'], ['HIRE']]"
612609254,m20_multi_hypothesis,586,WOOL,18,9,9,9,-5,False,True,"[['SELL', 'WOOL', 9], ['SELL', 'CARROT', 3], ['BUY_SEED', 'WHEAT', 2]]","[['SELL', 'WOOL', 9], ['SELL', 'CARROT', 2], ['BUY_SEED', 'WHEAT', 2]]"
612609254,m20_multi_hypothesis,615,WOOL,31,9,9,0,-4,False,False,"[['SELL', 'STRAWBERRY', 7], ['SELL', 'WOOL', 9]]",[]
612609254,m20_multi_hypothesis,618,WOOL,11,9,9,9,-7,False,True,"[['SELL', 'WOOL', 22], ['BUY_SEED', 'CARROT', 1]]","[['SELL', 'WOOL', 22], ['BUY_SEED', 'CARROT', 1]]"
612609254,m20_multi_hypothesis,633,STRAWBERRY,32,0,0,18,16,True,True,"[['BUY_SEED', 'CARROT', 2]]","[['SELL', 'STRAWBERRY', 18], ['BUY_SEED', 'CARROT', 2]]"
612609254,m20_multi_hypothesis,644,STRAWBERRY,12,18,18,0,-12,False,False,"[['SELL', 'WOOL', 7], ['SELL', 'STRAWBERRY', 18]]",[]
612609254,m20_multi_hypothesis,645,WOOL,37,0,0,7,6,True,True,"[['BUY_SEED', 'CARROT', 1]]","[['SELL', 'WOOL', 7], ['BUY_SEED', 'CARROT', 1]]"
612609254,m20_multi_hypothesis,672,WOOL,43,0,12,12,8,True,True,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,m20_multi_hypothesis,672,STRAWBERRY,20,3,0,0,-3,False,False,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609254,m20_multi_hypothesis,692,STRAWBERRY,12,20,20,0,-14,False,False,"[['SELL', 'WOOL', 10], ['SELL', 'STRAWBERRY', 20], ['SELL', 'FERTILIZER', 2], [], []]","[['SELL', 'FERTILIZER', 2], [], []]"
612609254,m20_multi_hypothesis,694,WOOL,11,0,0,6,2,True,True,"[['SELL', 'WHEAT', 5], [], []]","[['SELL', 'WHEAT', 5], ['SELL', 'WOOL', 6], [], []]"
612609254,m20_multi_hypothesis,710,WOOL,37,4,4,4,2,True,True,"[['SELL', 'WOOL', 4], ['SELL', 'CARROT', 3], [], [], []]","[['SELL', 'WOOL', 4], ['SELL', 'CARROT', 2], [], [], []]"
612609254,m20_multi_hypothesis,718,WOOL,24,3,3,3,1,False,True,"[['SELL', 'WOOL', 3], ['SELL', 'CARROT', 6], ['SELL', 'FERTILIZER', 2]]","[['SELL', 'WOOL', 3], ['SELL', 'CARROT', 5], ['SELL', 'FERTILIZER', 2]]"
612609264,B1,408,MILK,112,5,0,0,-5,False,False,"[['SELL', 'WOOL', 9], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 9], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,B1,408,WOOL,183,0,9,9,18,True,True,"[['SELL', 'WOOL', 9], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 9], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,B1,456,WOOL,37,12,12,12,-6,False,True,"[['SELL', 'WOOL', 16], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 16], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,B1,480,WOOL,77,12,12,12,2,True,True,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,B1,504,WOOL,72,12,12,12,0,False,True,"[['SELL', 'WOOL', 12], ['SELL', 'WHEAT', 3], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['SELL', 'WHEAT', 3], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,B1,528,WOOL,77,11,11,11,3,True,True,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,B1,561,WOOL,77,15,15,15,-1,False,True,"[['SELL', 'WOOL', 15], ['BUY_SEED', 'WHEAT', 1]]","[['SELL', 'WOOL', 15], ['BUY_SEED', 'WHEAT', 1]]"
612609264,B1,576,MILK,126,9,0,0,-9,False,False,"[['SELL', 'STRAWBERRY', 18], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'STRAWBERRY', 18], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,B1,576,STRAWBERRY,101,0,18,18,36,True,True,"[['SELL', 'STRAWBERRY', 18], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'STRAWBERRY', 18], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,B1,577,WOOL,49,5,5,5,3,True,True,"[['SELL', 'WOOL', 5], ['SELL', 'FERTILIZER', 12], ['SELL', 'WHEAT', 12], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 5], ['SELL', 'FERTILIZER', 12], ['SELL', 'WHEAT', 12], ['HIRE'], ['HIRE']]"
612609264,B1,593,WOOL,49,11,11,11,-3,False,True,"[['SELL', 'WOOL', 11]]","[['SELL', 'WOOL', 11]]"
612609264,B1,608,WOOL,43,7,7,7,1,False,True,"[['SELL', 'WOOL', 7], ['BUY_SEED', 'CARROT', 2]]","[['SELL', 'WOOL', 7], ['BUY_SEED', 'CARROT', 2]]"
612609264,B1,618,WOOL,31,7,7,7,-1,False,True,"[['SELL', 'WOOL', 22]]","[['SELL', 'WOOL', 22]]"
612609264,B1,672,STRAWBERRY,78,3,0,0,-3,False,False,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,B1,691,WOOL,61,8,8,8,2,True,True,"[['SELL', 'WOOL', 8], ['SELL', 'WHEAT', 6], []]","[['SELL', 'WOOL', 8], ['SELL', 'WHEAT', 6], []]"
612609264,B1,718,WOOL,18,4,4,4,0,False,True,"[['SELL', 'WOOL', 4], ['SELL', 'WHEAT', 2], ['SELL', 'CARROT', 3], ['SELL', 'FERTILIZER', 2]]","[['SELL', 'WOOL', 4], ['SELL', 'WHEAT', 2], ['SELL', 'CARROT', 3], ['SELL', 'FERTILIZER', 2]]"
612609264,m20_multi_hypothesis,408,MILK,112,5,0,0,-5,False,False,"[['SELL', 'WOOL', 4], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 9], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,m20_multi_hypothesis,408,WOOL,172,0,4,9,13,True,True,"[['SELL', 'WOOL', 4], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 9], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,m20_multi_hypothesis,456,WOOL,37,12,12,12,-6,False,True,"[['SELL', 'WOOL', 16], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 16], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,m20_multi_hypothesis,480,WOOL,77,12,12,12,2,True,True,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,m20_multi_hypothesis,504,WOOL,72,12,12,12,0,False,True,"[['SELL', 'WOOL', 12], ['SELL', 'WHEAT', 3], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['SELL', 'WHEAT', 3], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,m20_multi_hypothesis,528,WOOL,77,11,11,11,3,True,True,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,m20_multi_hypothesis,561,WOOL,77,15,15,15,-1,False,True,"[['SELL', 'WOOL', 15], ['BUY_SEED', 'WHEAT', 1]]","[['SELL', 'WOOL', 15], ['BUY_SEED', 'WHEAT', 1]]"
612609264,m20_multi_hypothesis,576,MILK,126,9,0,0,-9,False,False,"[['SELL', 'STRAWBERRY', 18], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'STRAWBERRY', 18], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,m20_multi_hypothesis,576,STRAWBERRY,101,0,18,18,36,True,True,"[['SELL', 'STRAWBERRY', 18], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'STRAWBERRY', 18], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
612609264,m20_multi_hypothesis,577,WOOL,49,5,5,5,3,True,True,"[['SELL', 'WOOL', 5], ['SELL', 'FERTILIZER', 12], ['SELL', 'WHEAT', 12], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 5], ['SELL', 'FERTILIZER', 12], ['SELL', 'WHEAT', 12], ['HIRE'], ['HIRE']]"
612609264,m20_multi_hypothesis,593,WOOL,49,11,11,0,-3,False,False,"[['SELL', 'WOOL', 11]]",[]
612609264,m20_multi_hypothesis,614,WOOL,24,0,0,7,4,True,True,[],"[['SELL', 'STRAWBERRY', 7], ['SELL', 'WOOL', 7]]"
612609264,m20_multi_hypothesis,618,WOOL,11,7,7,7,-5,False,True,"[['SELL', 'WOOL', 22]]","[['SELL', 'WOOL', 22]]"
612609264,m20_multi_hypothesis,645,WOOL,49,0,7,0,7,True,False,"[['SELL', 'STRAWBERRY', 13], ['SELL', 'WOOL', 7], ['BUY_SEED', 'CARROT', 1]]","[['BUY_SEED', 'CARROT', 1]]"
612609264,m20_multi_hypothesis,645,STRAWBERRY,87,0,13,0,13,True,False,"[['SELL', 'STRAWBERRY', 13], ['SELL', 'WOOL', 7], ['BUY_SEED', 'CARROT', 1]]","[['BUY_SEED', 'CARROT', 1]]"
612609264,m20_multi_hypothesis,672,WOOL,49,0,12,12,8,True,True,"[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]","[['SELL', 'WOOL', 12], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE'], ['HIRE']]"
