arm,anchor,seed,seat,our_cash,opponent_cash,margin,score,learner_land_final,learner_first_extra_land,learner_max_animals,learner_max_crops,learner_max_hands,learner_animal_days,learner_crop_days,learner_animal_exits,learner_seed_units_final,learner_seed_book_cost_final,learner_move_nochange_observed,learner_move_commands,learner_buy_land_commands,opponent_land_final,opponent_first_extra_land,opponent_max_animals,opponent_max_crops,opponent_max_hands,opponent_animal_days,opponent_crop_days,opponent_animal_exits,opponent_seed_units_final,opponent_seed_book_cost_final,opponent_move_nochange_observed,opponent_move_commands,opponent_buy_land_commands
round5_learned,v123,2026102203,1,8916.0,167297.0,-158381.0,0,2,388.0,0,31,11,0.0,625.333333333333,0,287,4860,0,4023,1,3,151,16,58,12,384.4166666666689,1249.9999999999973,0,0,0,0,3046,2
round5_learned,v123,2026102204,0,6284.0,150137.0,-143853.0,0,4,320.0,0,84,16,0.0,1160.4583333333326,0,15,630,0,4102,3,3,151,16,58,12,382.3750000000021,1242.4999999999982,0,1,10,0,2889,2
round5_learned,v123,2026102204,1,7007.0,176285.0,-169278.0,0,2,315.0,0,43,14,0.0,790.2916666666663,0,20,830,0,4290,1,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2782,2
round5_learned,v123,2026102205,0,12304.0,126023.0,-113719.0,0,1,,0,25,14,0.0,590.5416666666699,0,136,3660,0,4981,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2782,2
round5_learned,v123,2026102205,1,7530.0,154502.0,-146972.0,0,2,318.0,0,33,15,0.0,608.0416666666675,0,149,1770,0,4133,1,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,0,0,0,2968,3
round5_learned,v123,2026102206,0,10757.0,180137.0,-169380.0,0,3,387.0,0,69,16,0.0,994.6250000000016,0,33,850,0,4155,2,3,151,17,58,11,402.7916666666644,1242.5416666666647,0,0,0,0,2782,2
round5_learned,v123,2026102206,1,838.0,133803.0,-132965.0,0,2,412.0,0,37,9,0.0,594.750000000001,0,160,2830,0,3013,1,3,151,17,58,12,402.7916666666644,1242.4999999999982,0,1,10,0,2823,2
round5_learned,v123,2026102207,0,17939.0,177406.0,-159467.0,0,3,340.0,0,71,14,0.0,1058.9999999999998,0,33,940,0,3785,2,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2782,2
round5_learned,v123,2026102207,1,7311.0,144831.0,-137520.0,0,2,412.0,0,35,12,0.0,524.0833333333345,0,136,2680,0,3825,1,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,0,0,0,2958,3
round5_learned,v123,2026102208,0,9224.0,167384.0,-158160.0,0,3,387.0,0,74,15,0.0,1030.1249999999998,0,108,1930,0,4538,2,3,151,17,58,11,402.7916666666644,1242.3749999999982,0,1,10,0,2859,2
round5_learned,v123,2026102208,1,3741.0,135039.0,-131298.0,0,2,268.0,0,36,12,0.0,657.7083333333327,0,479,8380,0,4182,1,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2782,2
round5_learned,v124,2026102201,0,8180.0,115047.0,-106867.0,0,3,365.0,0,60,13,0.0,912.7500000000008,0,123,2850,0,3946,2,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round5_learned,v124,2026102201,1,7136.0,133965.0,-126829.0,0,3,268.0,0,60,11,0.0,918.2499999999984,0,332,6020,0,3280,2,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round5_learned,v124,2026102202,0,7160.0,173063.0,-165903.0,0,2,363.0,0,50,15,0.0,857.6666666666681,0,118,3000,0,4269,1,3,151,17,58,12,399.7916666666671,1241.5416666666645,1,13,210,0,2878,2
round5_learned,v124,2026102202,1,14568.0,105811.0,-91243.0,0,3,388.0,0,58,10,0.0,960.916666666666,0,127,2580,0,3526,2,3,151,13,59,11,254.8333333333336,1227.5416666666686,4,9,90,1,2863,2
round5_learned,v124,2026102203,0,13380.0,170453.0,-157073.0,0,2,318.0,0,49,15,0.0,847.1666666666675,0,165,4510,0,3782,1,4,151,17,68,14,402.7916666666644,1357.8333333333328,0,1,10,0,2962,3
round5_learned,v124,2026102203,1,9000.0,174675.0,-165675.0,0,2,387.0,0,35,14,0.0,673.5416666666658,0,211,4080,0,3687,1,3,151,16,58,12,384.4166666666689,1249.9999999999973,0,1,10,0,3046,2
round5_learned,v124,2026102204,0,3881.0,146626.0,-142745.0,0,3,318.0,0,63,17,0.0,1006.166666666669,0,47,1410,0,4197,2,4,151,16,68,14,382.3750000000021,1357.9999999999995,0,1,10,0,2980,3
round5_learned,v124,2026102204,1,9850.0,177130.0,-167280.0,0,3,315.0,0,61,17,0.0,968.2916666666672,0,3,220,0,3733,2,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,1,10,0,2984,3
round5_learned,v124,2026102205,0,5161.0,139651.0,-134490.0,0,3,364.0,0,62,14,0.0,899.0000000000003,0,159,2780,0,4082,2,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2783,2
round5_learned,v124,2026102205,1,5562.0,154553.0,-148991.0,0,2,317.0,0,32,16,0.0,628.1249999999989,0,95,1280,0,4414,1,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,1,10,0,2984,3
round5_learned,v124,2026102206,0,14920.0,181512.0,-166592.0,0,3,386.0,0,73,15,0.0,1046.166666666667,0,27,680,0,4111,2,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round5_learned,v124,2026102206,1,4182.0,108376.0,-104194.0,0,2,413.0,0,32,9,0.0,544.9166666666691,0,196,3040,0,3236,1,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round5_learned,v124,2026102207,0,3769.0,179919.0,-176150.0,0,3,294.0,0,63,16,0.0,998.1249999999987,0,44,1200,0,3475,2,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,1,10,0,2984,3
round5_learned,v124,2026102207,1,11309.0,139400.0,-128091.0,0,2,295.0,0,32,15,0.0,635.7499999999998,0,134,1800,0,3815,1,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round5_learned,v124,2026102208,0,11850.0,175959.0,-164109.0,0,3,387.0,0,73,15,0.0,1050.8750000000005,0,85,1390,0,4692,2,3,151,17,58,11,402.7916666666644,1242.4583333333312,0,1,10,0,2788,2
round5_learned,v124,2026102208,1,11079.0,140675.0,-129596.0,0,3,268.0,0,63,12,0.0,964.9166666666658,0,286,4870,0,3424,2,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round6_full_action_bc,v122,2026102201,0,0.0,112640.0,-112640.0,0,1,,3,18,9,9.54166666666667,271.4166666666678,5,148,3200,0,2985,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2785,2
round6_full_action_bc,v122,2026102201,1,110.0,74089.0,-73979.0,0,2,414.0,3,27,11,14.833333333333256,361.7499999999995,4,351,5690,0,3620,1,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2791,2
round6_full_action_bc,v122,2026102202,0,343.0,155584.0,-155241.0,0,1,,3,18,10,9.54166666666667,398.9166666666677,5,109,1660,0,3548,0,3,151,17,58,11,402.7916666666644,1234.9166666666645,0,4,60,0,2853,2
round6_full_action_bc,v122,2026102202,1,7831.0,150226.0,-142395.0,0,1,,3,21,13,16.833333333333346,455.4166666666659,4,101,1320,0,3892,0,4,151,17,68,14,402.7916666666644,1357.916666666666,0,0,0,0,2980,3
round6_full_action_bc,v122,2026102203,0,160.0,143366.0,-143206.0,0,1,,3,16,11,9.54166666666667,296.95833333333377,5,94,1820,0,3188,0,4,151,17,68,14,402.7916666666644,1357.9583333333328,0,1,10,0,3000,3
round6_full_action_bc,v122,2026102203,1,3166.0,177027.0,-173861.0,0,2,460.0,3,31,15,26.208333333333528,508.83333333333184,4,26,750,0,4322,1,4,151,17,68,14,402.7916666666644,1357.9583333333328,0,0,0,0,2954,3
round6_full_action_bc,v122,2026102204,0,777.0,160961.0,-160184.0,0,1,,3,17,14,9.54166666666667,314.0000000000005,5,31,490,0,2973,0,3,151,17,58,11,402.7916666666644,1242.458333333331,0,0,0,0,2791,2
round6_full_action_bc,v122,2026102204,1,145.0,181402.0,-181257.0,0,1,,3,21,14,17.749999999999954,448.33333333333456,4,59,1940,0,4468,0,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,0,0,0,2955,3
round6_full_action_bc,v122,2026102205,0,809.0,155005.0,-154196.0,0,1,,3,19,13,9.54166666666667,375.4166666666666,5,61,1010,0,3539,0,3,151,17,58,11,402.7916666666644,1242.4583333333312,0,1,10,0,2778,2
round6_full_action_bc,v122,2026102205,1,3573.0,166469.0,-162896.0,0,3,318.0,3,36,12,32.7500000000004,632.8749999999999,4,194,3070,0,2850,2,3,151,17,58,12,403.1666666666643,1226.1250000000032,0,2,110,0,3042,2
round6_full_action_bc,v122,2026102206,0,344.0,160970.0,-160626.0,0,1,,3,19,11,15.37499999999992,396.000000000001,5,91,2030,0,3757,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2792,2
round6_full_action_bc,v122,2026102206,1,8.0,181493.0,-181485.0,0,2,412.0,3,29,9,27.79166666666673,441.3750000000006,5,96,2290,0,3599,1,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,0,0,0,2973,3
round6_full_action_bc,v122,2026102207,0,3046.0,142604.0,-139558.0,0,1,,3,20,14,29.29166666666655,463.66666666666606,5,137,2480,0,4661,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2785,2
round6_full_action_bc,v122,2026102207,1,5.0,159401.0,-159396.0,0,1,,3,21,13,6.708333333333351,349.4583333333332,4,206,3840,0,3751,0,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,0,0,0,2958,3
round6_full_action_bc,v122,2026102208,0,655.0,170389.0,-169734.0,0,1,,3,18,13,10.458333333333323,387.5416666666659,5,128,2130,0,4033,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2782,2
round6_full_action_bc,v122,2026102208,1,1.0,157847.0,-157846.0,0,2,320.0,3,21,9,32.20833333333376,378.9166666666673,9,107,1270,0,2256,1,3,151,17,58,12,390.7916666666685,1242.583333333332,2,0,0,0,2936,2
round6_full_action_bc,v123,2026102201,0,0.0,112640.0,-112640.0,0,1,,3,18,9,9.54166666666667,271.4166666666678,5,148,3200,0,2985,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2785,2
round6_full_action_bc,v123,2026102201,1,110.0,74089.0,-73979.0,0,2,414.0,3,27,11,14.833333333333256,361.7499999999995,4,351,5690,0,3620,1,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2791,2
round6_full_action_bc,v123,2026102202,0,343.0,155584.0,-155241.0,0,1,,3,18,10,9.54166666666667,398.9166666666677,5,109,1660,0,3548,0,3,151,17,58,11,402.7916666666644,1234.9166666666645,0,4,60,0,2853,2
round6_full_action_bc,v123,2026102202,1,7831.0,150226.0,-142395.0,0,1,,3,21,13,16.833333333333346,455.4166666666659,4,101,1320,0,3892,0,4,151,17,68,14,402.7916666666644,1357.916666666666,0,0,0,0,2980,3
round6_full_action_bc,v123,2026102203,0,160.0,143366.0,-143206.0,0,1,,3,16,11,9.54166666666667,296.95833333333377,5,94,1820,0,3188,0,4,151,17,68,14,402.7916666666644,1357.9583333333328,0,1,10,0,3000,3
round6_full_action_bc,v123,2026102203,1,3166.0,177027.0,-173861.0,0,2,460.0,3,31,15,26.208333333333528,508.83333333333184,4,26,750,0,4322,1,4,151,17,68,14,402.7916666666644,1357.9583333333328,0,0,0,0,2954,3
round6_full_action_bc,v123,2026102204,0,777.0,160961.0,-160184.0,0,1,,3,17,14,9.54166666666667,314.0000000000005,5,31,490,0,2973,0,3,151,17,58,11,402.7916666666644,1242.458333333331,0,0,0,0,2791,2
round6_full_action_bc,v123,2026102204,1,145.0,181402.0,-181257.0,0,1,,3,21,14,17.749999999999954,448.33333333333456,4,59,1940,0,4468,0,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,0,0,0,2955,3
round6_full_action_bc,v123,2026102205,0,809.0,155005.0,-154196.0,0,1,,3,19,13,9.54166666666667,375.4166666666666,5,61,1010,0,3539,0,3,151,17,58,11,402.7916666666644,1242.4583333333312,0,1,10,0,2778,2
round6_full_action_bc,v123,2026102205,1,3573.0,166469.0,-162896.0,0,3,318.0,3,36,12,32.7500000000004,632.8749999999999,4,194,3070,0,2850,2,3,151,17,58,12,403.1666666666643,1226.1250000000032,0,2,110,0,3042,2
round6_full_action_bc,v123,2026102206,0,344.0,160970.0,-160626.0,0,1,,3,19,11,15.37499999999992,396.000000000001,5,91,2030,0,3757,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2792,2
round6_full_action_bc,v123,2026102206,1,8.0,181493.0,-181485.0,0,2,412.0,3,29,9,27.79166666666673,441.3750000000006,5,96,2290,0,3599,1,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,0,0,0,2973,3
round6_full_action_bc,v123,2026102207,0,3046.0,142604.0,-139558.0,0,1,,3,20,14,29.29166666666655,463.66666666666606,5,137,2480,0,4661,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2785,2
round6_full_action_bc,v123,2026102207,1,5.0,159401.0,-159396.0,0,1,,3,21,13,6.708333333333351,349.4583333333332,4,206,3840,0,3751,0,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,0,0,0,2958,3
round6_full_action_bc,v123,2026102208,0,655.0,170389.0,-169734.0,0,1,,3,18,13,10.458333333333323,387.5416666666659,5,128,2130,0,4033,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2782,2
round6_full_action_bc,v123,2026102208,1,1.0,157847.0,-157846.0,0,2,320.0,3,21,9,32.20833333333376,378.9166666666673,9,107,1270,0,2256,1,3,151,17,58,12,390.7916666666685,1242.583333333332,2,0,0,0,2936,2
round6_full_action_bc,v124,2026102201,0,11.0,111238.0,-111227.0,0,1,,3,19,11,9.54166666666667,326.6249999999988,5,199,3070,0,3414,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round6_full_action_bc,v124,2026102201,1,4248.0,73289.0,-69041.0,0,1,,3,21,12,14.833333333333256,386.45833333333366,4,192,2670,0,3654,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2795,2
round6_full_action_bc,v124,2026102202,0,1450.0,154683.0,-153233.0,0,1,,3,19,11,9.54166666666667,414.8333333333342,5,92,1380,0,3740,0,3,151,17,58,12,399.7916666666671,1241.458333333331,1,13,210,0,2878,2
round6_full_action_bc,v124,2026102202,1,5903.0,148814.0,-142911.0,0,1,,3,21,14,16.833333333333346,483.8749999999992,4,104,1380,0,4155,0,4,151,17,68,14,402.7916666666644,1357.916666666666,0,1,10,0,2981,3
round6_full_action_bc,v124,2026102203,0,0.0,136776.0,-136776.0,0,1,,3,17,11,9.54166666666667,306.24999999999994,5,90,1810,0,3235,0,4,151,17,68,14,402.7916666666644,1357.9583333333328,0,1,10,0,2984,3
round6_full_action_bc,v124,2026102203,1,42.0,184983.0,-184941.0,0,2,390.0,3,21,9,28.70833333333353,288.87500000000074,6,122,3040,0,2843,1,4,151,17,68,14,402.7916666666644,1357.9583333333328,0,1,10,0,2958,3
round6_full_action_bc,v124,2026102204,0,4088.0,161357.0,-157269.0,0,1,,3,17,14,9.54166666666667,333.0000000000014,5,12,300,0,3426,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round6_full_action_bc,v124,2026102204,1,6530.0,175306.0,-168776.0,0,3,364.0,3,48,15,29.62500000000029,726.9166666666657,5,14,440,0,3276,2,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2783,2
round6_full_action_bc,v124,2026102205,0,138.0,159018.0,-158880.0,0,1,,3,18,11,9.54166666666667,353.29166666666697,5,79,1640,0,3397,0,3,151,17,58,11,402.7916666666644,1242.499999999998,0,1,10,0,2783,2
round6_full_action_bc,v124,2026102205,1,492.0,134014.0,-133522.0,0,2,318.0,3,34,12,32.66666666666707,441.25000000000045,4,271,4290,0,3594,1,3,151,17,58,12,403.1666666666643,1227.1250000000034,0,2,110,0,3097,2
round6_full_action_bc,v124,2026102206,0,1673.0,156721.0,-155048.0,0,2,411.0,3,35,13,9.54166666666667,563.0000000000003,5,124,2370,0,3667,1,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round6_full_action_bc,v124,2026102206,1,1298.0,174740.0,-173442.0,0,3,382.0,4,50,13,58.7916666666667,651.7083333333334,9,44,760,0,2903,2,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,1,10,0,2962,3
round6_full_action_bc,v124,2026102207,0,1724.0,142745.0,-141021.0,0,3,390.0,3,47,14,29.29166666666655,610.958333333333,5,57,1460,0,3999,2,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2783,2
round6_full_action_bc,v124,2026102207,1,205.0,135565.0,-135360.0,0,1,,3,18,14,6.708333333333351,353.3333333333329,4,109,2650,0,3560,0,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,1,10,0,2984,3
round6_full_action_bc,v124,2026102208,0,1503.0,181315.0,-179812.0,0,2,390.0,3,34,14,11.291666666666645,537.4583333333329,5,61,1040,0,3734,1,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round6_full_action_bc,v124,2026102208,1,4149.0,158436.0,-154287.0,0,3,364.0,3,45,16,30.75000000000041,744.2083333333333,4,4,300,0,3546,2,4,151,17,68,14,402.7916666666644,1357.916666666666,0,1,10,0,2962,3
round6_sequence_bc_v1,v122,2026102201,0,6149.0,108426.0,-102277.0,0,1,,3,25,14,35.95833333333333,586.7499999999994,8,61,850,0,3995,0,3,151,17,58,11,380.79166666666777,1242.4583333333312,2,1,10,0,2794,2
round6_sequence_bc_v1,v122,2026102201,1,12532.0,89692.0,-77160.0,0,1,,2,25,12,11.624999999999975,567.2916666666683,4,10,100,0,3937,0,3,151,17,58,11,402.7916666666644,1242.5416666666647,0,1,10,0,2791,2
round6_sequence_bc_v1,v122,2026102202,0,10323.0,159272.0,-148949.0,0,1,,2,24,13,21.37500000000005,571.624999999999,3,124,1320,0,4361,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2785,2
round6_sequence_bc_v1,v122,2026102202,1,13551.0,158110.0,-144559.0,0,2,315.0,2,41,11,15.41666666666659,643.6250000000016,3,5,100,0,3470,1,3,151,17,58,11,402.7916666666644,1242.499999999998,0,0,0,0,2791,2
round6_sequence_bc_v1,v122,2026102203,0,10640.0,136738.0,-126098.0,0,1,,2,24,12,35.95833333333341,566.374999999999,4,70,720,0,4383,0,4,151,17,68,14,402.7916666666644,1357.9583333333328,0,0,0,0,2957,3
round6_sequence_bc_v1,v122,2026102203,1,7810.0,163401.0,-155591.0,0,2,291.0,3,41,11,33.79166666666645,678.041666666665,6,0,0,0,3743,1,3,151,17,58,11,402.7916666666644,1242.5416666666647,0,0,0,0,2784,2
round6_sequence_bc_v1,v122,2026102204,0,12921.0,179342.0,-166421.0,0,1,,2,24,11,15.37499999999989,588.0416666666672,3,148,1480,0,4107,0,4,151,17,68,14,402.7916666666644,1357.9583333333328,0,0,0,0,2958,3
round6_sequence_bc_v1,v122,2026102204,1,9443.0,145487.0,-136044.0,0,2,315.0,2,36,9,24.791666666666888,617.1249999999998,4,0,0,0,3434,1,3,151,17,58,11,398.791666666668,1242.5416666666647,1,0,0,0,2785,2
round6_sequence_bc_v1,v122,2026102205,0,1709.0,172285.0,-170576.0,0,1,,2,23,9,33.12500000000027,493.79166666666544,5,17,260,0,2882,0,3,151,17,58,11,402.7916666666644,1242.3749999999982,0,1,10,0,2856,2
round6_sequence_bc_v1,v122,2026102205,1,1808.0,131794.0,-129986.0,0,2,577.0,4,33,10,33.70833333333321,480.7916666666681,13,26,260,0,3441,1,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2782,2
round6_sequence_bc_v1,v122,2026102206,0,10454.0,158838.0,-148384.0,0,1,,2,23,12,28.75000000000024,501.2083333333333,4,36,510,0,3809,0,3,151,17,58,11,402.7916666666644,1242.5416666666647,0,0,0,0,2782,2
round6_sequence_bc_v1,v122,2026102206,1,10534.0,129474.0,-118940.0,0,1,,2,25,12,28.9583333333332,561.5000000000006,5,0,0,0,3525,0,3,151,16,58,12,384.4166666666689,1250.041666666664,0,0,0,0,3047,2
round6_sequence_bc_v1,v122,2026102207,0,14445.0,167447.0,-153002.0,0,1,,2,25,13,3.5000000000000018,623.2916666666675,2,102,1190,0,4458,0,3,151,16,58,12,384.4166666666689,1250.041666666664,0,0,0,0,3047,2
round6_sequence_bc_v1,v122,2026102207,1,4474.0,188102.0,-183628.0,0,2,270.0,5,35,10,40.87499999999982,470.7500000000013,9,1,100,0,2594,1,3,151,16,58,12,384.4166666666689,1250.041666666664,0,0,0,0,3047,2
round6_sequence_bc_v1,v122,2026102208,0,11698.0,162379.0,-150681.0,0,1,,2,23,11,38.25000000000008,585.4999999999994,4,49,670,0,3521,0,3,151,16,58,12,384.4166666666689,1250.041666666664,0,0,0,0,3037,2
round6_sequence_bc_v1,v122,2026102208,1,3380.0,184110.0,-180730.0,0,3,315.0,3,43,8,32.62499999999998,559.7083333333339,8,10,200,0,2623,2,3,151,17,58,11,402.7916666666644,1242.4999999999982,0,0,0,0,2871,2
round6_sequence_bc_v1,v123,2026102201,0,6149.0,108426.0,-102277.0,0,1,,3,25,14,35.95833333333333,586.7499999999994,8,61,850,0,3995,0,3,151,17,58,11,380.79166666666777,1242.4583333333312,2,1,10,0,2794,2
round6_sequence_bc_v1,v123,2026102201,1,12532.0,89692.0,-77160.0,0,1,,2,25,12,11.624999999999975,567.2916666666683,4,10,100,0,3937,0,3,151,17,58,11,402.7916666666644,1242.5416666666647,0,1,10,0,2791,2
round6_sequence_bc_v1,v123,2026102202,0,10323.0,159272.0,-148949.0,0,1,,2,24,13,21.37500000000005,571.624999999999,3,124,1320,0,4361,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2785,2
round6_sequence_bc_v1,v123,2026102202,1,13551.0,158110.0,-144559.0,0,2,315.0,2,41,11,15.41666666666659,643.6250000000016,3,5,100,0,3470,1,3,151,17,58,11,402.7916666666644,1242.499999999998,0,0,0,0,2791,2
