arm,anchor,seed,seat,side,step,cash,land,hands,animals,crops,weeds,seed_book_cost,seed_units
round5_learned,v122,2026102201,0,opponent,144,862.0,1,0,6,19,0,0,0
round5_learned,v122,2026102201,0,opponent,168,1301.0,2,0,8,29,0,0,0
round5_learned,v122,2026102201,0,opponent,192,775.0,2,0,10,37,0,0,0
round5_learned,v122,2026102201,0,opponent,216,1577.0,2,0,12,37,0,0,0
round5_learned,v122,2026102201,0,opponent,240,2663.0,2,0,13,37,0,0,0
round5_learned,v122,2026102201,0,opponent,264,16531.0,2,0,16,32,0,0,0
round5_learned,v122,2026102201,0,opponent,288,17183.0,3,0,17,53,0,0,0
round5_learned,v122,2026102201,0,opponent,312,20345.0,3,0,17,57,0,0,0
round5_learned,v122,2026102201,0,opponent,336,23302.0,3,0,17,57,0,0,0
round5_learned,v122,2026102201,0,opponent,360,27773.0,3,0,17,57,0,0,0
round5_learned,v122,2026102201,0,opponent,384,32317.0,3,0,17,57,1,0,0
round5_learned,v122,2026102201,0,opponent,408,39464.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,0,opponent,432,44145.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,0,opponent,456,49637.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,0,opponent,480,54316.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,0,opponent,504,60165.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,0,opponent,528,67645.0,3,0,17,57,1,0,0
round5_learned,v122,2026102201,0,opponent,552,72679.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,0,opponent,576,78685.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,0,opponent,600,84225.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,0,opponent,624,88436.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,0,opponent,648,90570.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,0,opponent,672,98040.0,3,0,17,46,0,0,0
round5_learned,v122,2026102201,0,opponent,696,102005.0,3,0,17,21,0,0,0
round5_learned,v122,2026102201,0,opponent,719,112746.0,3,11,17,0,0,0,0
round5_learned,v122,2026102201,1,learner,0,3000.0,1,0,0,0,0,0,0
round5_learned,v122,2026102201,1,learner,24,2309.0,1,0,0,8,0,100,10
round5_learned,v122,2026102201,1,learner,48,2381.0,1,0,0,18,0,0,0
round5_learned,v122,2026102201,1,learner,72,887.0,1,0,0,19,1,1080,12
round5_learned,v122,2026102201,1,learner,96,913.0,1,0,0,24,0,380,4
round5_learned,v122,2026102201,1,learner,120,664.0,1,0,0,22,2,100,1
round5_learned,v122,2026102201,1,learner,144,861.0,1,0,0,22,2,0,0
round5_learned,v122,2026102201,1,learner,168,17.0,1,0,0,24,1,860,11
round5_learned,v122,2026102201,1,learner,192,65.0,1,0,0,24,1,860,11
round5_learned,v122,2026102201,1,learner,216,11.0,1,0,0,22,3,860,11
round5_learned,v122,2026102201,1,learner,240,4.0,1,0,0,22,3,760,10
round5_learned,v122,2026102201,1,learner,264,0.0,1,0,0,22,2,680,9
round5_learned,v122,2026102201,1,learner,288,4.0,2,0,0,29,2,230,9
round5_learned,v122,2026102201,1,learner,312,0.0,2,0,0,30,1,200,6
round5_learned,v122,2026102201,1,learner,336,353.0,2,0,0,17,14,1050,19
round5_learned,v122,2026102201,1,learner,360,86.0,2,0,0,22,10,320,16
round5_learned,v122,2026102201,1,learner,384,1.0,2,0,0,31,5,250,9
round5_learned,v122,2026102201,1,learner,408,397.0,2,0,0,28,8,1080,29
round5_learned,v122,2026102201,1,learner,432,3482.0,2,0,0,28,7,680,34
round5_learned,v122,2026102201,1,learner,456,3958.0,2,0,0,30,5,1000,54
round5_learned,v122,2026102201,1,learner,480,3705.0,2,0,0,33,4,1210,67
round5_learned,v122,2026102201,1,learner,504,3722.0,2,0,0,32,6,1340,78
round5_learned,v122,2026102201,1,learner,528,5844.0,2,0,0,35,6,1320,82
round5_learned,v122,2026102201,1,learner,552,6690.0,2,0,0,30,13,2190,131
round5_learned,v122,2026102201,1,learner,576,5848.0,2,0,0,21,24,3300,189
round5_learned,v122,2026102201,1,learner,600,5259.0,2,0,0,21,27,4230,241
round5_learned,v122,2026102201,1,learner,624,5008.0,2,0,0,22,28,4610,262
round5_learned,v122,2026102201,1,learner,648,5547.0,2,0,0,18,32,5620,317
round5_learned,v122,2026102201,1,learner,672,5346.0,2,0,0,8,42,6740,378
round5_learned,v122,2026102201,1,learner,696,5223.0,2,0,0,13,36,7360,412
round5_learned,v122,2026102201,1,learner,719,5984.0,2,7,0,13,36,7300,409
round5_learned,v122,2026102201,1,opponent,0,3000.0,1,0,0,0,0,0,0
round5_learned,v122,2026102201,1,opponent,24,30.0,1,0,4,19,0,0,0
round5_learned,v122,2026102201,1,opponent,48,99.0,1,0,4,19,0,0,0
round5_learned,v122,2026102201,1,opponent,72,215.0,1,0,5,19,0,0,0
round5_learned,v122,2026102201,1,opponent,96,301.0,1,0,6,19,0,0,0
round5_learned,v122,2026102201,1,opponent,120,726.0,1,0,6,19,0,0,0
round5_learned,v122,2026102201,1,opponent,144,859.0,1,0,6,19,0,0,0
round5_learned,v122,2026102201,1,opponent,168,1301.0,2,0,8,29,0,0,0
round5_learned,v122,2026102201,1,opponent,192,775.0,2,0,10,37,0,0,0
round5_learned,v122,2026102201,1,opponent,216,1601.0,2,0,12,37,0,0,0
round5_learned,v122,2026102201,1,opponent,240,2704.0,2,0,13,37,0,0,0
round5_learned,v122,2026102201,1,opponent,264,16607.0,2,0,16,32,0,0,0
round5_learned,v122,2026102201,1,opponent,288,17210.0,3,0,17,53,0,0,0
round5_learned,v122,2026102201,1,opponent,312,21077.0,3,0,17,57,0,0,0
round5_learned,v122,2026102201,1,opponent,336,23299.0,3,0,17,57,0,0,0
round5_learned,v122,2026102201,1,opponent,360,27755.0,3,0,17,57,0,0,0
round5_learned,v122,2026102201,1,opponent,384,32399.0,3,0,17,57,1,0,0
round5_learned,v122,2026102201,1,opponent,408,39710.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,1,opponent,432,44487.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,1,opponent,456,51059.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,1,opponent,480,55364.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,1,opponent,504,62741.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,1,opponent,528,71812.0,3,0,17,57,1,0,0
round5_learned,v122,2026102201,1,opponent,552,78773.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,1,opponent,576,86402.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,1,opponent,600,93568.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,1,opponent,624,99114.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,1,opponent,648,102201.0,3,0,17,58,0,0,0
round5_learned,v122,2026102201,1,opponent,672,111307.0,3,0,17,46,0,0,0
round5_learned,v122,2026102201,1,opponent,696,117141.0,3,0,17,21,0,0,0
round5_learned,v122,2026102201,1,opponent,719,130307.0,3,11,17,0,0,0,0
round5_learned,v122,2026102202,0,learner,0,3000.0,1,0,0,0,0,0,0
round5_learned,v122,2026102202,0,learner,24,2169.0,1,0,0,8,0,170,10
round5_learned,v122,2026102202,0,learner,48,2165.0,1,0,0,18,0,0,0
round5_learned,v122,2026102202,0,learner,72,513.0,1,0,0,24,0,1000,11
round5_learned,v122,2026102202,0,learner,96,67.0,1,0,0,23,1,1260,13
round5_learned,v122,2026102202,0,learner,120,112.0,1,0,0,18,6,980,10
round5_learned,v122,2026102202,0,learner,144,63.0,1,0,0,14,11,900,9
round5_learned,v122,2026102202,0,learner,168,85.0,1,0,0,14,11,1000,10
round5_learned,v122,2026102202,0,learner,192,206.0,1,0,0,12,13,1000,10
round5_learned,v122,2026102202,0,learner,216,12.0,1,0,0,12,13,900,9
round5_learned,v122,2026102202,0,learner,240,164.0,1,0,0,14,10,700,7
round5_learned,v122,2026102202,0,learner,264,36.0,1,0,0,16,9,480,12
round5_learned,v122,2026102202,0,learner,288,7.0,1,0,0,16,9,510,15
round5_learned,v122,2026102202,0,learner,312,673.0,1,0,0,18,7,590,14
round5_learned,v122,2026102202,0,learner,336,85.0,1,0,0,21,3,690,15
round5_learned,v122,2026102202,0,learner,360,4207.0,1,0,0,23,1,1890,27
round5_learned,v122,2026102202,0,learner,384,3064.0,1,0,0,24,1,2680,34
round5_learned,v122,2026102202,0,learner,408,1716.0,1,0,0,24,1,3680,44
round5_learned,v122,2026102202,0,learner,432,273.0,1,0,0,24,1,4680,54
round5_learned,v122,2026102202,0,learner,456,35.0,1,0,0,24,1,4740,56
round5_learned,v122,2026102202,0,learner,480,331.0,2,0,0,34,3,4110,56
round5_learned,v122,2026102202,0,learner,504,1000.0,2,0,0,43,1,3630,62
round5_learned,v122,2026102202,0,learner,528,1860.0,2,0,0,42,2,3720,71
round5_learned,v122,2026102202,0,learner,552,1026.0,2,0,0,45,2,4410,86
round5_learned,v122,2026102202,0,learner,576,1906.0,2,0,0,47,1,4500,95
round5_learned,v122,2026102202,0,learner,600,2051.0,2,0,0,48,1,4770,105
round5_learned,v122,2026102202,0,learner,624,3512.0,2,0,0,46,3,5020,112
round5_learned,v122,2026102202,0,learner,648,4399.0,2,0,0,49,1,4430,107
round5_learned,v122,2026102202,0,learner,672,6649.0,2,0,0,48,2,4130,104
round5_learned,v122,2026102202,0,learner,696,7483.0,2,0,0,45,5,4130,104
round5_learned,v122,2026102202,0,learner,719,8393.0,2,12,0,50,0,3340,97
round5_learned,v122,2026102202,0,opponent,0,3000.0,1,0,0,0,0,0,0
round5_learned,v122,2026102202,0,opponent,24,30.0,1,0,4,19,0,0,0
round5_learned,v122,2026102202,0,opponent,48,96.0,1,0,4,19,0,0,0
round5_learned,v122,2026102202,0,opponent,72,214.0,1,0,5,19,0,0,0
round5_learned,v122,2026102202,0,opponent,96,299.0,1,0,6,19,0,0,0
round5_learned,v122,2026102202,0,opponent,120,729.0,1,0,6,19,0,0,0
round5_learned,v122,2026102202,0,opponent,144,860.0,1,0,6,19,0,0,0
round5_learned,v122,2026102202,0,opponent,168,846.0,2,0,8,29,0,0,0
round5_learned,v122,2026102202,0,opponent,192,719.0,2,0,10,37,0,0,0
round5_learned,v122,2026102202,0,opponent,216,2087.0,2,0,12,37,0,0,0
round5_learned,v122,2026102202,0,opponent,240,3328.0,2,0,13,37,0,0,0
round5_learned,v122,2026102202,0,opponent,264,19431.0,2,0,16,32,0,0,0
round5_learned,v122,2026102202,0,opponent,288,20324.0,3,0,17,53,0,0,0
round5_learned,v122,2026102202,0,opponent,312,24790.0,3,0,17,57,0,0,0
round5_learned,v122,2026102202,0,opponent,336,28128.0,3,0,17,57,0,0,0
round5_learned,v122,2026102202,0,opponent,360,33961.0,3,0,17,57,0,0,0
round5_learned,v122,2026102202,0,opponent,384,42946.0,3,0,17,57,0,10,1
round5_learned,v122,2026102202,0,opponent,408,52577.0,3,0,17,58,0,10,1
round5_learned,v122,2026102202,0,opponent,432,57773.0,3,0,17,58,0,10,1
round5_learned,v122,2026102202,0,opponent,456,66800.0,3,0,17,58,0,10,1
round5_learned,v122,2026102202,0,opponent,480,76502.0,3,0,17,58,0,10,1
round5_learned,v122,2026102202,0,opponent,504,84352.0,3,0,17,58,0,10,1
round5_learned,v122,2026102202,0,opponent,528,95161.0,3,0,17,57,1,10,1
round5_learned,v122,2026102202,0,opponent,552,105583.0,3,0,17,58,0,10,1
round5_learned,v122,2026102202,0,opponent,576,115660.0,3,0,17,58,0,10,1
round5_learned,v122,2026102202,0,opponent,600,124427.0,3,0,17,58,0,10,1
round5_learned,v122,2026102202,0,opponent,624,134833.0,3,0,17,58,0,10,1
round5_learned,v122,2026102202,0,opponent,648,143716.0,3,0,17,58,0,10,1
round5_learned,v122,2026102202,0,opponent,672,152484.0,3,0,17,46,0,10,1
round5_learned,v122,2026102202,0,opponent,696,166932.0,3,0,17,21,1,10,1
round5_learned,v122,2026102202,0,opponent,719,179106.0,3,11,17,0,1,10,1
round5_learned,v122,2026102202,1,learner,0,3000.0,1,0,0,0,0,0,0
round5_learned,v122,2026102202,1,learner,24,2309.0,1,0,0,8,0,100,10
round5_learned,v122,2026102202,1,learner,48,2381.0,1,0,0,18,0,0,0
round5_learned,v122,2026102202,1,learner,72,887.0,1,0,0,19,1,1080,12
round5_learned,v122,2026102202,1,learner,96,293.0,1,0,0,22,1,980,10
round5_learned,v122,2026102202,1,learner,120,44.0,1,0,0,19,6,800,8
round5_learned,v122,2026102202,1,learner,144,177.0,1,0,0,20,4,200,2
round5_learned,v122,2026102202,1,learner,168,49.0,1,0,0,20,3,460,5
round5_learned,v122,2026102202,1,learner,192,82.0,1,0,0,22,2,200,2
round5_learned,v122,2026102202,1,learner,216,28.0,1,0,0,24,0,0,0
round5_learned,v122,2026102202,1,learner,240,46.0,1,0,0,23,1,110,2
round5_learned,v122,2026102202,1,learner,264,3.0,1,0,0,24,1,10,1
round5_learned,v122,2026102202,1,learner,288,5.0,1,0,0,23,2,70,7
round5_learned,v122,2026102202,1,learner,312,1.0,1,0,0,18,7,60,6
round5_learned,v122,2026102202,1,learner,336,635.0,1,0,0,19,5,640,10
round5_learned,v122,2026102202,1,learner,360,177.0,1,0,0,22,3,560,11
round5_learned,v122,2026102202,1,learner,384,872.0,3,0,0,32,2,480,14
round5_learned,v122,2026102202,1,learner,408,3419.0,3,0,0,36,1,500,20
round5_learned,v122,2026102202,1,learner,432,4299.0,3,0,0,37,4,470,21
round5_learned,v122,2026102202,1,learner,456,7806.0,3,0,0,40,2,530,27
round5_learned,v122,2026102202,1,learner,480,8665.0,3,0,0,43,2,640,32
round5_learned,v122,2026102202,1,learner,504,9631.0,3,0,0,47,5,590,31
round5_learned,v122,2026102202,1,learner,528,9748.0,3,0,0,51,3,600,30
round5_learned,v122,2026102202,1,learner,552,10502.0,3,0,0,46,7,1400,73
round5_learned,v122,2026102202,1,learner,576,11150.0,3,0,0,49,8,1600,82
round5_learned,v122,2026102202,1,learner,600,10568.0,3,0,0,49,9,2260,120
round5_learned,v122,2026102202,1,learner,624,10613.0,3,0,0,52,10,2720,145
round5_learned,v122,2026102202,1,learner,648,10478.0,3,0,0,49,13,3580,191
round5_learned,v122,2026102202,1,learner,672,11326.0,3,0,0,45,22,3850,208
round5_learned,v122,2026102202,1,learner,696,11563.0,3,0,0,41,28,4280,233
round5_learned,v122,2026102202,1,learner,719,12724.0,3,8,0,41,29,4330,219
round5_learned,v122,2026102202,1,opponent,0,3000.0,1,0,0,0,0,0,0
round5_learned,v122,2026102202,1,opponent,24,30.0,1,0,4,19,0,0,0
round5_learned,v122,2026102202,1,opponent,48,99.0,1,0,4,19,0,0,0
round5_learned,v122,2026102202,1,opponent,72,215.0,1,0,5,19,0,0,0
round5_learned,v122,2026102202,1,opponent,96,301.0,1,0,6,19,0,0,0
round5_learned,v122,2026102202,1,opponent,120,731.0,1,0,6,19,0,0,0
round5_learned,v122,2026102202,1,opponent,144,862.0,1,0,6,19,0,0,0
round5_learned,v122,2026102202,1,opponent,168,1138.0,2,0,8,29,0,0,0
round5_learned,v122,2026102202,1,opponent,192,766.0,2,0,10,36,1,0,0
round5_learned,v122,2026102202,1,opponent,216,1631.0,2,0,12,36,1,30,3
round5_learned,v122,2026102202,1,opponent,240,4495.0,2,0,13,37,0,30,3
round5_learned,v122,2026102202,1,opponent,264,5913.0,2,0,13,33,2,80,8
round5_learned,v122,2026102202,1,opponent,288,5872.0,3,0,9,55,2,80,8
round5_learned,v122,2026102202,1,opponent,312,9962.0,3,0,9,56,4,80,8
round5_learned,v122,2026102202,1,opponent,336,13036.0,3,0,9,54,6,80,8
round5_learned,v122,2026102202,1,opponent,360,16975.0,3,0,9,54,6,80,8
round5_learned,v122,2026102202,1,opponent,384,19201.0,3,0,9,54,5,90,9
round5_learned,v122,2026102202,1,opponent,408,25468.0,3,0,9,55,5,90,9
round5_learned,v122,2026102202,1,opponent,432,28553.0,3,0,9,55,5,90,9
round5_learned,v122,2026102202,1,opponent,456,34653.0,3,0,9,55,5,90,9
round5_learned,v122,2026102202,1,opponent,480,38118.0,3,0,9,56,4,90,9
round5_learned,v122,2026102202,1,opponent,504,42610.0,3,0,9,56,4,90,9
round5_learned,v122,2026102202,1,opponent,528,48244.0,3,0,9,56,4,90,9
round5_learned,v122,2026102202,1,opponent,552,53157.0,3,0,9,57,3,90,9
round5_learned,v122,2026102202,1,opponent,576,56705.0,3,0,9,58,2,160,16
round5_learned,v122,2026102202,1,opponent,600,63653.0,3,0,9,58,2,160,16
round5_learned,v122,2026102202,1,opponent,624,67849.0,3,0,9,58,2,160,16
round5_learned,v122,2026102202,1,opponent,648,70011.0,3,0,9,58,2,160,16
round5_learned,v122,2026102202,1,opponent,672,75938.0,3,0,9,46,2,160,16
round5_learned,v122,2026102202,1,opponent,696,84419.0,3,0,9,21,3,160,16
round5_learned,v122,2026102202,1,opponent,719,96109.0,3,11,9,0,3,160,16
round5_learned,v122,2026102203,0,learner,0,3000.0,1,0,0,0,0,0,0
round5_learned,v122,2026102203,0,learner,24,2169.0,1,0,0,8,0,170,10
round5_learned,v122,2026102203,0,learner,48,2165.0,1,0,0,18,0,0,0
round5_learned,v122,2026102203,0,learner,72,513.0,1,0,0,24,0,1000,11
round5_learned,v122,2026102203,0,learner,96,67.0,1,0,0,23,1,1260,13
round5_learned,v122,2026102203,0,learner,120,112.0,1,0,0,18,6,980,10
round5_learned,v122,2026102203,0,learner,144,63.0,1,0,0,14,11,900,9
round5_learned,v122,2026102203,0,learner,168,185.0,1,0,0,14,11,900,9
round5_learned,v122,2026102203,0,learner,192,231.0,1,0,0,11,14,900,9
round5_learned,v122,2026102203,0,learner,216,189.0,1,0,0,10,15,900,9
round5_learned,v122,2026102203,0,learner,240,60.0,1,0,0,12,12,700,7
round5_learned,v122,2026102203,0,learner,264,1.0,1,0,0,15,9,380,11
round5_learned,v122,2026102203,0,learner,288,4.0,1,0,0,15,9,520,16
round5_learned,v122,2026102203,0,learner,312,673.0,1,0,0,14,10,700,16
round5_learned,v122,2026102203,0,learner,336,7.0,1,0,0,21,4,680,14
round5_learned,v122,2026102203,0,learner,360,3257.0,1,0,0,21,4,1780,25
round5_learned,v122,2026102203,0,learner,384,2469.0,1,0,0,21,4,2280,30
round5_learned,v122,2026102203,0,learner,408,1163.0,1,0,0,21,4,3220,43
round5_learned,v122,2026102203,0,learner,432,367.0,1,0,0,20,5,3990,57
round5_learned,v122,2026102203,0,learner,456,7.0,1,0,0,21,3,4020,60
round5_learned,v122,2026102203,0,learner,480,418.0,1,0,0,22,2,4680,72
round5_learned,v122,2026102203,0,learner,504,919.0,1,0,0,23,2,4750,80
round5_learned,v122,2026102203,0,learner,528,1542.0,1,0,0,25,0,4530,85
round5_learned,v122,2026102203,0,learner,552,2148.0,1,0,0,25,0,5300,99
round5_learned,v122,2026102203,0,learner,576,3041.0,1,0,0,23,2,5360,105
round5_learned,v122,2026102203,0,learner,600,2595.0,1,0,0,22,2,5430,112
round5_learned,v122,2026102203,0,learner,624,2130.0,1,0,0,25,0,5070,112
round5_learned,v122,2026102203,0,learner,648,1622.0,1,0,0,25,0,4970,111
round5_learned,v122,2026102203,0,learner,672,4747.0,1,0,0,25,0,4870,110
round5_learned,v122,2026102203,0,learner,696,5306.0,1,0,0,25,0,4880,111
round5_learned,v122,2026102203,0,learner,719,6143.0,1,15,0,24,1,4680,109
round5_learned,v122,2026102203,0,opponent,0,3000.0,1,0,0,0,0,0,0
round5_learned,v122,2026102203,0,opponent,24,30.0,1,0,4,19,0,0,0
round5_learned,v122,2026102203,0,opponent,48,96.0,1,0,4,19,0,0,0
round5_learned,v122,2026102203,0,opponent,72,214.0,1,0,5,19,0,0,0
round5_learned,v122,2026102203,0,opponent,96,299.0,1,0,6,19,0,0,0
round5_learned,v122,2026102203,0,opponent,120,729.0,1,0,6,19,0,0,0
round5_learned,v122,2026102203,0,opponent,144,860.0,1,0,6,19,0,0,0
round5_learned,v122,2026102203,0,opponent,168,1302.0,2,0,8,29,0,0,0
round5_learned,v122,2026102203,0,opponent,192,776.0,2,0,10,37,0,0,0
round5_learned,v122,2026102203,0,opponent,216,2076.0,2,0,12,37,0,0,0
round5_learned,v122,2026102203,0,opponent,240,3202.0,2,0,13,37,0,0,0
round5_learned,v122,2026102203,0,opponent,264,17748.0,2,0,16,32,0,0,0
round5_learned,v122,2026102203,0,opponent,288,19145.0,3,0,17,53,1,0,0
round5_learned,v122,2026102203,0,opponent,312,22037.0,3,0,17,57,0,0,0
round5_learned,v122,2026102203,0,opponent,336,26206.0,3,0,17,57,0,0,0
round5_learned,v122,2026102203,0,opponent,360,32247.0,3,0,17,57,0,0,0
round5_learned,v122,2026102203,0,opponent,384,40584.0,3,0,17,57,1,0,0
round5_learned,v122,2026102203,0,opponent,408,50220.0,3,0,17,58,0,0,0
round5_learned,v122,2026102203,0,opponent,432,55875.0,3,0,17,58,0,0,0
round5_learned,v122,2026102203,0,opponent,456,64690.0,3,0,17,58,0,0,0
round5_learned,v122,2026102203,0,opponent,480,71339.0,3,0,17,58,0,0,0
round5_learned,v122,2026102203,0,opponent,504,80172.0,3,0,17,58,0,0,0
round5_learned,v122,2026102203,0,opponent,528,90646.0,3,0,17,57,1,0,0
round5_learned,v122,2026102203,0,opponent,552,99747.0,3,0,17,58,0,0,0
round5_learned,v122,2026102203,0,opponent,576,108486.0,3,0,17,58,0,0,0
round5_learned,v122,2026102203,0,opponent,600,116638.0,3,0,17,58,0,0,0
round5_learned,v122,2026102203,0,opponent,624,124746.0,3,0,17,58,0,0,0
round5_learned,v122,2026102203,0,opponent,648,128743.0,3,0,17,58,0,0,0
round5_learned,v122,2026102203,0,opponent,672,141099.0,3,0,17,46,0,0,0
round5_learned,v122,2026102203,0,opponent,696,146668.0,3,0,17,21,0,0,0
round5_learned,v122,2026102203,0,opponent,719,165366.0,3,11,17,0,0,0,0
round5_learned,v122,2026102203,1,learner,0,3000.0,1,0,0,0,0,0,0
round5_learned,v122,2026102203,1,learner,24,2309.0,1,0,0,8,0,100,10
round5_learned,v122,2026102203,1,learner,48,2381.0,1,0,0,18,0,0,0
round5_learned,v122,2026102203,1,learner,72,887.0,1,0,0,19,1,1080,12
round5_learned,v122,2026102203,1,learner,96,293.0,1,0,0,22,2,980,10
round5_learned,v122,2026102203,1,learner,120,44.0,1,0,0,19,6,800,8
round5_learned,v122,2026102203,1,learner,144,177.0,1,0,0,20,5,200,2
round5_learned,v122,2026102203,1,learner,168,177.0,1,0,0,21,4,510,6
round5_learned,v122,2026102203,1,learner,192,73.0,1,0,0,18,7,410,5
round5_learned,v122,2026102203,1,learner,216,19.0,1,0,0,17,8,310,4
round5_learned,v122,2026102203,1,learner,240,7.0,1,0,0,17,8,310,4
round5_learned,v122,2026102203,1,learner,264,2.0,1,0,0,17,8,400,9
round5_learned,v122,2026102203,1,learner,288,0.0,1,0,0,18,7,300,8
round5_learned,v122,2026102203,1,learner,312,439.0,1,0,0,16,9,1140,20
round5_learned,v122,2026102203,1,learner,336,11.0,1,0,0,21,4,370,15
round5_learned,v122,2026102203,1,learner,360,3867.0,1,0,0,23,1,820,24
round5_learned,v122,2026102203,1,learner,384,2984.0,1,0,0,24,1,1260,33
round5_learned,v122,2026102203,1,learner,408,1024.0,2,0,0,30,0,1470,47
round5_learned,v122,2026102203,1,learner,432,2269.0,2,0,0,31,1,1670,60
round5_learned,v122,2026102203,1,learner,456,2606.0,2,0,0,25,7,1830,72
round5_learned,v122,2026102203,1,learner,480,3225.0,2,0,0,26,6,1890,82
round5_learned,v122,2026102203,1,learner,504,4510.0,2,0,0,24,10,1960,93
round5_learned,v122,2026102203,1,learner,528,5060.0,2,0,0,26,10,1850,99
round5_learned,v122,2026102203,1,learner,552,5956.0,2,0,0,24,12,1910,109
round5_learned,v122,2026102203,1,learner,576,6673.0,2,0,0,18,18,2380,138
round5_learned,v122,2026102203,1,learner,600,6271.0,2,0,0,19,23,3060,179
round5_learned,v122,2026102203,1,learner,624,6346.0,2,0,0,20,23,3590,210
round5_learned,v122,2026102203,1,learner,648,6949.0,2,0,0,21,22,3960,233
round5_learned,v122,2026102203,1,learner,672,6923.0,2,0,0,19,24,4330,255
round5_learned,v122,2026102203,1,learner,696,7496.0,2,0,0,17,26,4930,289
round5_learned,v122,2026102203,1,learner,719,8916.0,2,9,0,18,25,4860,287
round5_learned,v122,2026102203,1,opponent,0,3000.0,1,0,0,0,0,0,0
round5_learned,v122,2026102203,1,opponent,24,30.0,1,0,4,19,0,0,0
round5_learned,v122,2026102203,1,opponent,48,99.0,1,0,4,19,0,0,0
