panel,anchor,seed,seat,our_cash,opponent_cash,margin,score,states,statuses,all_checks
development_panel_a2_v2_expanded64,v124,2026102306,1,7946.0,127322.0,-119376.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102307,0,7292.0,162658.0,-155366.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102307,1,8298.0,171634.0,-163336.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102308,0,3998.0,194542.0,-190544.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102308,1,11643.0,194390.0,-182747.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102309,0,11696.0,121125.0,-109429.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102309,1,10329.0,182685.0,-172356.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102310,0,13807.0,167732.0,-153925.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102310,1,10130.0,120120.0,-109990.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102311,0,11923.0,116561.0,-104638.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102311,1,14192.0,164680.0,-150488.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102312,0,11843.0,156456.0,-144613.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102312,1,7035.0,119739.0,-112704.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102313,0,7395.0,155498.0,-148103.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102313,1,7661.0,144102.0,-136441.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102314,0,17478.0,162202.0,-144724.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102314,1,7363.0,175031.0,-167668.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102315,0,11555.0,177718.0,-166163.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102315,1,9131.0,116129.0,-106998.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102316,0,7182.0,164659.0,-157477.0,0.0,720,DONE/DONE,True
development_panel_a2_v2_expanded64,v124,2026102316,1,6709.0,181229.0,-174520.0,0.0,720,DONE/DONE,True
